7.52	90.81	60.88	29.39	2057	12.15	41
10.89	99	75.54	36.24	1514	9.05	41
8.87	94.22	73.59	24.29	940	10.74	41
9.78	94.19	61.22	24.76	1412	13.17	41
12.31	93.64	34.6	53.56	4743	9.59	41
4.47	94.32	50.74	28.54	1608	12.81	41
4.14	87.03	61.87	28.22	1835	10.03	41
4.03	96.48	75.81	37.64	992	11.59	41
11.73	99	24.23	36.9	946	11.63	43
13.81	98.37	35.15	63.63	1960	12.4	43
5.86	99	39.71	32.92	1864	9.66	43
7.47	99	42.16	31.62	2296	9.93	43
13.63	94.1	42.02	49.53	2140	10.75	43
5.25	97.61	59.25	68.57	814	9.95	43
2.5	94.83	36.49	74.12	1449	7.66	43
7.12	96.48	30.76	57.52	671	9.39	43
6.81	98	65.55	29.39	1176	7.14	44
5.88	99	27.27	48.91	798	11.53	44
6.34	94.47	29.25	45.06	2541	9.05	44
2.21	91	42.03	48.03	1258	9.54	44
1.11	74.96	67.22	51.35	1385	9.89	44
3.54	88.46	49.53	35.39	2149	10.28	44
3.28	92.21	28.81	40.69	2081	10	44
2.46	97.11	31.58	88.66	1596	8.52	44
3.77	84.26	48.69	49.43	1990	9.1	44
1.99	89.61	50.28	71.6	2291	11.26	44
3.55	92.92	55.69	44.27	2676	8.74	44
2.19	94.12	62.96	65.78	1765	9.24	44
3.54	91.23	45.65	38.96	2015	9.58	44
4.67	98.44	41.07	28.96	1689	8.58	44
5.64	84.23	15.38	20.23	72	15.28	45
7.01	99	28.21	68.48	261	11.88	45
5.71	97.02	9.81	62.09	564	10.82	45
6.51	88.42	64.67	87	416	11.54	45
7.94	99	23.98	95.32	239	12.97	45
16.26	97.79	31.59	28.39	491	8.96	45
18.17	93.41	50.58	52.82	522	11.3	45
10.87	99	28.11	67.25	335	9.55	45
19.1	99	28.98	44.41	929	13.13	46
13.14	88.23	36.27	43.92	2774	11.32	46
13.55	96.97	59.57	19.73	2349	12.13	46
11.79	92.71	33.79	42.36	2276	11.12	46
13.2	93.24	27.74	35.51	2691	12.6	46
9.77	99	51.78	32.56	1688	10.13	46
13.68	97.05	47.24	27.11	2300	10.13	46
8.83	87.11	36.61	54.59	2396	10.43	46
11.88	86.39	62.03	41.28	1540	11.36	46
10.71	97.56	51.27	27.49	2006	9.12	48
3.05	98.93	56.09	48.02	1313	9.82	48
7.7	91.18	38.16	40.93	1634	10.22	48
5.44	89.63	63.46	39.18	1304	10.81	48
6.62	89.24	88.02	60.38	313	11.5	48
5.97	95.61	29.3	36.58	1574	11.5	48
12.14	94.79	54.2	52.31	1877	9.54	48
2.55	92.13	41.03	21.57	913	10.51	48
4.49	92.74	42.11	50.18	1075	10.88	48
8.26	98.65	41.96	32.3	1147	8.72	48
9.68	93.38	61.96	18.62	1465	9.28	48
5	99	44.23	67.67	664	8.58	49
14.27	99	35.8	48.09	819	10.01	49
14.32	93.62	53.04	64.5	356	8.71	49
11.85	94.47	36.96	27.84	1222	13.91	49
15.19	87.45	78.01	29.51	581	9.47	49
6.67	86.89	46.83	40.63	1295	9.96	49
14.1	98.04	41.8	60.12	748	8.42	49
9.24	99	48.33	42.31	872	10.89	49
9.29	98.62	23.03	85.78	676	10.21	49
7.64	99	28.09	66.39	717	10.18	49
9.56	90.33	50.39	40.71	2366	10.02	50
5.88	98.67	41.19	68.4	817	12.48	50
5.18	98.73	59.88	26.49	836	12.08	50
7.95	94.02	46.54	52.28	1349	8.3	50
6.55	98.64	38.34	31.96	3178	11.45	50
5.76	95.13	58	54.89	1435	12.06	50
7.67	85.99	42.86	47.33	2014	11.22	51
10.49	79.05	30.51	82.29	1365	8.06	51
3.44	95.42	20.52	77.09	1443	7.48	51
6.99	95.36	40.31	49.14	1479	9.26	51
8.13	91.42	70.51	45.44	1432	9.92	51
6.8	96.13	42.78	68.2	1805	9.31	51
6.37	83.46	53.13	45.61	2609	10.16	51
8.71	90.05	25.31	62.77	2960	11.25	51
4.15	65.97	77.58	55.01	1341	10.14	51
3.98	96.45	39.78	48.04	2953	8.43	51
7.74	94.38	47.76	75.52	2111	7.11	51
3	85.25	42.97	72.72	1044	8.91	51
6.33	95.33	47.64	45.47	1669	8.99	51
8.9	98.07	41.54	66.31	1334	7.95	51
23.31	96.59	16.37	64.32	1108	11.1	51
10.32	95.83	54.58	55.97	4143	10.11	53
10.74	90.75	57.25	43.02	3064	11.68	53
12.94	85.22	47.61	38.64	2833	11.44	53
8.42	94.71	64.94	40.92	2061	10.33	53
5.89	76.02	37.06	53.73	2546	12.14	53
7.03	94.23	72.46	53	1747	11.45	53
11.77	86.74	34.39	66.09	3231	13.18	53
10.3	95.71	52.64	60.12	2559	9.57	53
13.46	85.78	57	56.74	3122	10.79	53
5.78	95.06	45.12	45.38	3887	10.01	53
11.78	94.74	51.81	52.7	2428	11.08	53
5.17	83.93	50.88	69.76	1842	12.81	54
5.78	94.84	17.37	48.93	1808	10.84	54
13.14	90.14	28.94	55.98	2921	10.3	54
18.19	89.54	33.96	54.55	2127	10.3	54
2.34	90.52	57.3	61.6	1521	12.1	54
3.19	62.82	47.34	54.59	1718	13.15	54
5.08	92.35	38.86	66.06	1926	11.47	54
3.25	54.06	51.17	40.91	640	9.06	54
7.82	99	54.17	50.03	1594	9.85	54
6.29	96.06	52.57	45.32	1678	10.01	54
1	72.94	76.54	72.28	873	10.19	54
8.51	92.19	64.18	53.12	1506	10.56	54
4.01	96.66	25.36	65.85	1486	12.31	54
8.06	95.11	66.5	55.92	2052	8.87	56
11.16	99	39.46	54.36	1820	8.85	56
5.3	98.68	35.65	61.65	2013	7.7	56
11.39	94.75	48.89	71.11	1358	12.08	56
16.84	94.53	58.55	46.69	1714	12.19	56
7.51	97.28	59.23	62.71	1927	10.59	56
4.76	98.18	36.72	64.56	640	8.28	56
6.72	95.66	45.52	55.94	1440	11.74	56
7.75	96.06	53.28	28.29	1820	12.2	56
5.87	73.75	50.55	52.83	3226	10.2	57
6.16	75.92	42.35	58.98	1577	10.08	57
5.3	66.65	53.84	84.66	1480	9.93	57
2.05	95.26	59.18	90.84	634	8.99	57
3.84	76.8	55.89	78.29	1806	9.14	57
8.49	88.01	83.96	31.3	992	7.56	57
5.76	93.46	80.37	91.56	854	6.79	57
7.42	61.91	67.11	56.71	1712	8.76	57
2.94	80.21	61.58	92.38	1231	10.8	57
3.7	78.21	60.91	89.67	1125	10.49	57
7.03	99	53.58	63.93	1875	9.28	58
8.1	91.98	54.37	42.34	2211	8.68	58
4.94	94.14	66.08	93.08	1093	9.88	58
3.86	94.04	74.54	97.11	832	10.58	58
3.98	92.8	42.1	73.93	1222	9.66	58
8.24	86.18	52.15	79	1439	9.17	58
1	71.48	42.88	82.47	1214	7.41	58
5.41	89.64	33.85	45.91	2875	11.48	58
1.83	97.24	44.83	53.81	1247	9.7	58
3.87	99	30.98	65	845	9.11	58
6.46	91.81	52.22	40.2	1905	8.56	59
4.38	94.42	58.87	58.8	1462	11.42	59
7.29	85.16	54.47	36.85	3362	10.02	59
4.64	88.88	45.34	56.7	1156	8.74	59
5.01	97.46	58.2	36.7	3302	10.24	59
10.77	92.57	43.88	47.81	2148	8.71	59
2.72	90.51	50.13	50.79	2514	7.8	59
5.84	97.03	53.93	39.56	3317	9.74	59
5.71	94.14	42.67	50.38	1374	11.5	59
4	76.47	69.07	36.2	3034	9.33	60
1.67	87.88	55.37	31.96	2237	8.81	60
1.83	71.06	59.85	30.71	4427	8.38	60
3.43	97.48	44.59	49.7	2441	9.14	60
2.84	97.85	36.69	32.09	1982	6.96	60
2.6	75.47	64.19	51.7	1665	10.87	60
1.58	89.11	40.86	49.22	2161	7.96	60
2.17	74.73	54.02	27.33	2233	9.05	60
2.35	94.39	49.79	29.62	2012	9.84	60
1	67.51	91.91	36.57	875	8.8	61
4.52	91.36	49.66	32.52	4288	9.91	61
4.95	83.89	63.23	45.67	3373	10.08	61
2.27	93.58	31.72	49.34	1155	7.88	61
2.51	75.49	62.21	30.91	1664	9.31	61
3.43	86.77	63.93	37.49	3416	9.78	61
9.86	94.04	50.24	38.12	1614	7.74	61
1.63	86.11	52.19	35.89	1634	9.79	61
3.67	80.62	60.93	50.65	3685	9.12	61
2.6	99	47.05	59.03	525	8.76	62
2.66	98.98	25.32	70.98	650	7.54	62
2.01	87.43	74.76	38.91	2175	9.1	62
8.19	91.98	37.1	39.81	1938	6.14	62
7.22	98.01	48.27	39.28	1756	7.63	62
4.09	93.85	46.92	52.78	2803	8.03	62
11.24	92.05	56.29	47.83	2422	11.93	63
11.36	92.01	54.06	54.4	1954	8.34	63
13.72	93.25	36.78	51.95	3112	11.34	63
13.52	76.51	66.02	39.43	3261	13.34	63
12.14	83.59	51.34	46.83	2218	11.9	63
7.89	98.17	53.66	57.57	2094	9.26	63
9.56	62.72	77.2	32.53	1804	13.03	63
4.63	99	13.27	29.75	993	11.78	63
12.92	94.43	44.4	55.53	2514	11.46	63
10.86	97.17	50.17	54.48	2585	11.95	63
7.27	99	46.51	40.23	1610	9.81	64
3.1	94.59	57.09	29.9	1539	8.97	64
5.23	97.67	31.15	55.45	1856	9.32	64
4.08	95.84	59.09	63.87	1047	11.27	64
9.75	87.09	23.85	39.85	1711	11.46	64
6.32	98.6	37.65	85.46	1135	8.81	64
2.2	83.27	46.63	37.52	2662	7.81	65
1	94.4	34.29	31.87	1422	8.09	65
3.54	93.7	66.51	75.83	811	6.54	65
3.61	91.57	36.03	41.56	2006	8.92	65
1.89	97.46	19.02	28.22	1001	7.99	65
1.46	94.48	33.5	45.52	1547	8.66	65
3.47	93.25	68.37	30.8	2327	11.13	65
1.38	98.33	41.98	56.77	641	10.45	65
1.88	81.75	38	23.93	1028	10.7	65
2.86	88.58	50.95	35.75	1830	7.38	65
12.12	96.87	30.17	74.09	1160	9.66	66
9.9	95.1	49.66	66.29	924	7.68	66
1.99	96.49	45.22	75.24	991	9.18	66
5.22	98.83	55.82	73.26	708	11.58	66
7.07	98.55	41.64	40.79	1215	11.11	66
1.93	99	37.42	69.04	1064	7.33	66
4.85	99	41.38	52.45	863	7.07	66
7.61	99	57.41	62.65	705	9.22	66
6.3	99	38.38	44.19	1061	7.82	66
5.75	66.42	78.26	37.42	669	9.27	66
2.1	90.39	25.38	59.9	1306	7.35	67
2.12	89.94	38.08	38.96	1860	9.19	67
10.12	88.43	33.53	61.07	2079	8.18	67
9.73	81.98	50.56	43.46	1731	9.24	67
2.84	92.49	41.97	29.92	2235	7.83	67
5.46	88.31	34.96	42.84	2495	8.54	67
7.01	85.6	27.31	39.93	2224	7.64	67
5.5	89.33	61.56	53.86	2214	8.22	67
5.36	89.43	45.08	28.35	2466	8.43	67
2.2	90.78	48.18	31.8	1192	9.98	67
6.57	90.39	37.69	59.03	3715	9.53	68
8.15	92.33	39.73	45.43	4716	9.9	68
6.54	94.71	40.71	32.19	3816	8.75	68
8.1	84.84	39.29	47.68	3928	10.06	68
7.76	85.96	37.62	65.51	1880	8.19	68
5.78	87.71	30.82	58.77	2357	7.89	68
6.2	92.38	53	52.1	5277	7.98	68
9.42	89.77	50.23	49.64	3278	8.57	68
15.65	94.36	51.64	35.13	4366	7.99	68
6.1	88.09	62.04	37.8	2378	9.34	69
8.76	94.49	38.32	57.95	1286	9.02	69
4.21	92.88	44.49	38.13	1936	11.52	69
8.88	89.37	35.79	44.74	2693	9.54	69
8.67	89.97	44.68	30.29	2566	8.34	69
3.59	95.78	53.63	50.49	1826	10.19	69
3.86	87.55	52.2	33.94	1737	9.33	69
6.71	79.48	55.9	43.78	2788	9.58	69
7.9	89.07	59.39	72.2	1930	12.69	70
12.53	83.42	54.32	50.76	2415	11.72	70
13.39	82.1	54.61	58.29	2303	11.25	70
8.99	79.57	62.31	60.08	2207	9.42	70
4.83	89.66	52.61	81.61	2078	10.83	70
9.17	91.47	61.26	79.18	2163	11.19	70
7.15	95	59.12	64.32	2073	10.85	70
8.38	71.57	60.47	52.55	3299	11.15	70
10.24	74.09	41.73	62.93	1880	13.78	70
15.05	74.04	45.18	44.74	1530	13.73	70
19.06	82.75	49.51	50.27	1889	12.28	70
16.89	92.75	42.55	56.9	1832	12.23	71
6.16	97.61	61.59	55.04	1474	9.91	71
7.75	97.26	45.77	44.74	1591	11.25	71
10.05	95.05	35.83	40.49	2605	11.13	71
17.19	93.12	56.51	74	1656	11.05	71
10.53	92.12	53.82	56.97	2424	11.01	71
7.34	99	46.96	61.85	1966	10.17	71
15.49	85.5	61.37	64.39	1035	13.62	71
9.7	72.21	31.23	64.22	1433	13.61	71
3.8	90.84	46.25	54.4	2045	9.78	72
1.88	85.79	48.38	38.37	2073	8.88	72
1.87	60.82	55.54	48.66	2520	11.19	72
1.76	61.09	52.48	53.62	1950	7.85	72
3.4	61.96	64.32	38.23	2006	10.37	72
2.81	92.24	39.97	49.69	1818	9.13	72
3.89	86.47	51.86	45.43	1970	9.64	72
2.89	82.14	49.6	36.69	1478	11.5	73
2.58	77.8	70.75	27.6	1259	8.66	73
3.44	70.83	53.83	30.76	2204	12.25	73
4.01	82.53	57.53	62.81	1294	11.51	73
5.93	95.81	46.39	58.46	942	9.98	73
4.8	70.57	49.97	46.15	2909	10.76	73
2.49	75.56	71.96	80.84	830	8.31	73
5.48	78.73	52.4	51.59	1523	11.56	73
1.76	90.82	66.18	40.65	2875	8.35	74
2.93	82.83	51.93	63.53	2801	9.1	74
4.89	71.98	54.41	22.89	2835	11.43	74
4.58	87.19	67.12	35.14	5690	10.97	74
1.06	95.18	66.63	47.57	2665	8.59	74
3.57	99	52.13	32.11	3025	8.69	74
1.84	95.41	80.7	43.47	1987	8.2	74
1.33	94.41	72.57	55.2	3113	6.75	74
3.44	86.43	41.36	49.53	2140	11.07	74
2.42	95.6	67.06	76.81	1698	9.72	74
3.78	95.62	61.84	50.73	2518	9.41	74
9.08	99	33.76	43.83	1328	10.02	75
10.39	90.03	17.39	63.6	1344	11.9	75
8.19	95.21	31.01	49.57	2190	11.1	75
12.78	82.94	37.23	49.21	2003	13.68	75
6.75	88.47	60.59	40.7	2439	11.89	75
6.8	80.06	61.58	56.38	2158	12.6	75
5.22	78.67	44.28	54.37	1137	8.8	75
5.33	70.78	53.72	74.86	1170	8.46	75
4.5	98.73	24.92	34.16	403	7.69	75
5.18	88.7	46.17	41.28	2450	12.9	75
1.79	94.22	63.8	69.19	932	8.91	76
5.32	90.32	58.96	33.08	1843	8.14	76
2.77	97.38	56.04	43.53	1535	9.06	76
6.21	80.14	54.97	46.3	521	8.45	76
2.28	97.11	34.26	93.05	686	7.87	76
1.68	94.53	42.68	81.01	877	9.01	76
9.15	95.71	50.78	64.63	1207	9.11	76
3.46	98.17	39.1	61.93	717	8.37	76
2.54	98.3	53.27	67.94	1287	8.94	76
3.18	71.05	75.38	44.49	1420	10.42	76
2.77	92.42	34.57	30.52	1456	11.54	76
4.19	98.97	51.76	44.38	1612	9.86	76
4.36	88.49	72.02	36.61	4626	9.4	77
10.48	88.57	50.76	37.73	1893	8.14	77
3.55	98.95	21.81	26.56	1034	7.64	77
7.71	68.12	67	31.42	3563	9.77	77
3.73	69.41	63.99	26.67	3056	11.26	77
2.27	91.53	61.13	27.9	3639	9.37	77
3.7	88.63	75.59	44.01	2890	9.17	77
7.02	94.42	78.88	33.68	3119	8.85	77
4.68	74.78	63.35	30.84	2705	11.05	77
3.05	82.96	64.59	41.86	3553	9.2	77
3.67	87.38	72.25	36	3247	7.24	77
7.23	91.52	58.88	62.42	1343	11.02	78
2.75	94.67	47.07	38.6	2444	9.98	78
6.01	94.76	75.41	34.21	1406	9.53	78
2.48	97.93	30.88	79.85	1464	11.54	78
5.46	90.79	36.4	49.67	3431	10.52	78
6.17	75.37	53.47	38.09	2667	11.74	78
11.78	68.65	63.21	43.53	2878	12.61	78
5.07	73.5	32.99	49.22	1370	8.83	79
9.35	83.12	46.41	78.02	1095	7.85	79
6.15	93.5	30.73	78.87	997	8.63	79
2.45	87.44	45.42	54.16	366	12.84	79
8.39	91.6	23.68	55.62	748	12.7	79
1.79	80.03	50.72	41.35	977	8.5	79
9.56	79.96	34.57	58.62	979	10.62	79
1.88	92.36	28.38	40.86	1710	7.72	79
4.77	89.33	37.22	35.08	2475	8	79
6.21	99	37.3	88.82	502	10.56	79
5.16	90.01	30.32	62.43	746	9.79	79
5.41	93.14	54.03	37.31	1178	11.71	80
2.05	88.48	57.1	26.9	1183	10.48	80
13.49	82.2	83.07	19.33	1321	8.86	80
3.62	92.67	57.76	35.56	1573	10.87	80
3.13	94.44	34.04	19.08	1028	9.24	80
17.53	84.25	43.94	25.18	2338	11.93	80
7.74	82.48	57.32	28.48	648	12.5	80
3.26	96.57	63.56	68.21	689	11.61	80
6.74	79.31	57.36	45.01	606	10.56	80
2.75	81.42	46.82	46.36	3235	9.4	81
4.2	93.81	43.85	57.43	1303	8.83	81
3.31	81.39	42.91	47.57	2054	7.16	81
4.15	94.95	28.78	41.5	971	14.21	81
2.58	94.42	54.47	41.84	1094	9.14	81
4.37	71.1	40.41	50.12	1436	8.29	81
4.65	84.69	39.07	24.49	898	11.25	81
3.2	96.72	45.91	27.75	1236	6.96	81
1	94.92	64.89	36.25	534	7.12	81
5.19	76.04	77.71	44.35	1241	7.41	81
2.1	82.69	66.35	52.01	631	6.02	81
2.41	87.36	57.37	36.66	1306	7.5	81
1	87.19	74.4	27.55	543	7.73	81
8.88	98.48	42.76	29.73	853	11.61	82
5.99	78.76	71.33	31.26	1866	9.06	82
4.13	96.4	50.19	33.15	1510	9.47	82
2.32	99	26.19	45.82	883	9.17	82
4.92	82.58	40.24	42.85	1444	8.24	82
1.32	99	52.26	46.94	510	8.82	82
3.84	99	38.31	54.36	273	8.06	82
1.34	73.59	64.88	29.64	717	9.9	82
2.06	87.25	51.52	30.41	802	6.61	82
3.38	97.57	45.06	34.22	803	6.35	82
5.1	93.79	49.1	43.89	1767	9.96	82
5.75	97.57	74.62	17.21	1911	11.67	82
3.07	90.11	34.4	34.64	880	9.66	82
6.02	96.02	47.59	42.8	2170	7.51	83
6.28	96.84	76.4	36.07	2966	8.02	83
2.74	89.23	51.7	45.39	2212	9.09	83
2.5	56	57.11	43.02	2282	9.82	83
3.51	93.97	53.71	72.36	1052	9.32	83
