     1.634    -1.047     0.041     2.397    -0.502     1.047    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.886     0.114     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000  11
     1.941    -2.635     1.105    -1.510    -1.040     1.316    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000  11
     2.356    -3.486     3.263    -0.135    -0.752     0.292    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000  11
     0.409    -1.111    -0.502     1.379    -1.152     3.024    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.997     0.002     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000  11
     2.333     0.299    -0.660     0.520    -1.276     1.271    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.211     0.000     0.000     0.000     0.000     0.789     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     7.000     7.000  11
    -0.398    -0.229     0.915    -1.348    -0.001    -0.290    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.002     0.000     0.027     0.000     0.000     0.007     0.034     0.836     0.000     0.065     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.017     0.000     0.000     0.006     0.000     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     4.000    18.000  25
    -0.859    -3.317     0.329    -0.953     0.761     0.567    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.029     0.000     0.002     0.000     0.000     0.001     0.000     0.940     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     4.000    18.000  25
    -0.625    -2.940     1.595    -0.809     0.736    -0.508    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.029     0.000     0.002     0.000     0.000     0.001     0.000     0.940     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     4.000    18.000  25
    -0.154    -0.145     0.758    -0.581     1.938     0.708    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.000     0.000     0.072     0.000     0.114     0.000     0.755     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.026     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     6.000    20.000  25
    -0.705    -0.501     1.217     2.138    -0.348    -1.980    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.029     0.002     0.000     0.000     0.000     0.000     0.000     0.353     0.589     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.000     0.000     0.020     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     4.000    18.000  25
    -0.753     0.025     0.854     1.808    -0.117     0.190    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.455     0.037     0.000     0.006     0.008     0.000     0.000     0.019     0.037     0.000     0.000     0.000     0.118     0.000     0.148     0.004     0.000     0.000     0.000     0.149     0.000     0.000     0.015     0.000     0.000     0.000     0.000     0.000     0.001     0.001     0.000     0.000     0.001     2.000     3.000    10.000 102
    -0.283     0.710    -0.776     0.609    -0.442    -1.129    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.437     0.001     0.000     0.025     0.044     0.000     0.000     0.054     0.002     0.000     0.000     0.001     0.044     0.000     0.225     0.000     0.001     0.000     0.000     0.158     0.000     0.000     0.001     0.000     0.003     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.001     2.000     3.000    10.000 102
    -0.039     0.133    -0.209    -0.290     1.023     0.190    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.001     0.000     0.000     0.496     0.009     0.000     0.002     0.000     0.007     0.000     0.047     0.001     0.086     0.000     0.012     0.003     0.000     0.169     0.000     0.019     0.000     0.000     0.002     0.000     0.142     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.001     2.000     6.000    13.000 102
    -0.144     0.739     0.761     0.698    -0.498    -1.263    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.422     0.007     0.000     0.036     0.041     0.000     0.000     0.040     0.015     0.000     0.001     0.000     0.017     0.000     0.249     0.001     0.002     0.000     0.000     0.121     0.000     0.000     0.028     0.002     0.009     0.005     0.000     0.000     0.000     0.000     0.000     0.000     0.001     2.000     3.000    10.000 102
    -1.050    -0.163     2.096    -0.791     1.149    -0.758    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.065     0.000     0.440     0.000     0.000     0.000     0.000     0.054     0.000     0.002     0.000     0.245     0.000     0.000     0.019     0.000     0.006     0.000     0.124     0.000     0.000     0.029     0.000     0.011     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     2.000     6.000    13.000 102
     0.613     0.767     0.357    -0.469    -0.802    -0.284    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.014     0.012     0.000     0.001     0.000     0.256     0.000     0.000     0.001     0.000     0.000     0.002     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.004     0.000     0.006     0.002     0.696     6.000     7.000    42.000 124
     0.444     0.227    -0.458    -0.641    -0.626     1.188    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.042     0.005     0.000     0.000     0.000     0.235     0.000     0.000     0.001     0.000     0.000     0.002     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.002     0.000     0.000     0.001     0.702     6.000     7.000    42.000 124
     0.432     0.488    -0.871     0.935    -0.778     0.132    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.003     0.048     0.000     0.000     0.000     0.231     0.000     0.000     0.004     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.017     0.000     0.000     0.000     0.692     6.000     7.000    42.000 124
     0.499     0.973    -1.950     0.706    -0.701     1.367    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.001     0.003     0.000     0.174     0.000     0.104     0.000     0.000     0.001     0.000     0.004     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.571     0.000     0.138     6.000     5.000    40.000 124
     0.416    -1.478    -1.077    -0.198    -0.222     1.393    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.281     0.002     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.005     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.599     0.015     0.017     0.000     0.078     0.000     6.000     2.000    37.000 124
     1.347    -0.150    -0.836     0.257    -0.035    -1.014    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.003     0.002     0.000     0.000     0.000     0.003     0.000     0.012     0.649     0.000     0.000     0.183     0.148     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     2.000     3.000    10.000 130
    -0.152    -2.262     0.255    -1.123     2.281    -0.930    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.007     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.004     0.000     0.986     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     2.000     6.000    13.000 130
     1.065     0.309    -0.488    -1.173    -1.054    -1.135    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415    -0.282    -0.105    -0.803    -0.202    -0.397   -28.596    -3.067    -3.751    -2.706    -1.514    -3.415     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.000     0.003     0.305     0.000     0.000     0.103     0.580     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     2.000     7.000    14.000 130
