     0.084     0.380     1.355    -1.435    -0.504     1.053     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.099     0.030     0.009     0.354     0.509     1.000     5.000     5.000  11
    -0.679     1.818    -0.855    -1.883    -1.042     1.322     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.024     0.004     0.013     0.001     0.958     1.000     5.000     5.000  11
     0.084    -0.489    -0.728    -1.518    -0.754     0.297     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.168     0.062     0.111     0.346     0.313     1.000     4.000     4.000  11
     0.384     0.520     1.276    -1.343    -1.154     3.031     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.218     0.000     0.000     0.016     0.765     1.000     5.000     5.000  11
    -1.483     0.402    -0.044    -0.931    -1.279     1.277     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.213     0.013     0.044     0.073     0.656     1.000     5.000     5.000  11
    -0.679     1.088    -0.073    -0.175    -0.002    -0.286     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.001     0.235     0.285     0.373     0.105     1.000     4.000     4.000  25
    -0.570     1.373    -0.347    -0.792     0.760     0.572     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.059     0.541     0.022     0.378     1.000     3.000     3.000  25
     0.261     1.561    -1.305    -1.451     0.735    -0.504     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.111     0.393     0.010     0.486     1.000     5.000     5.000  25
    -1.769     0.552    -0.738    -0.406     1.937     0.713     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.006     0.976     0.000     0.017     1.000     3.000     3.000  25
    -0.011    -0.902     2.049    -0.607    -0.350    -1.977     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.193     0.008     0.000     0.795     0.004     1.000     4.000     4.000  25
     2.277     2.108     1.482    -0.113    -0.119     0.194     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.015     0.959     0.003     0.007     0.016     1.000     2.000     2.000 102
    -0.611    -0.360     0.602     0.020    -0.443    -1.125     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.046     0.059     0.015     0.875     0.005     1.000     4.000     4.000 102
    -0.747     0.868    -0.435     0.483     1.022     0.194     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.169     0.790     0.036     0.006     1.000     3.000     3.000 102
     1.092    -0.467     0.015     1.060    -0.500    -1.259     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.155     0.483     0.017     0.345     0.000     1.000     2.000     2.000 102
    -1.809     1.271    -0.963     0.180     1.148    -0.754     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.222     0.727     0.014     0.037     1.000     3.000     3.000 102
     0.751     1.587     0.416     1.044    -0.804    -0.280     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.145     0.782     0.030     0.043     0.000     1.000     2.000     2.000 124
     0.956     0.622    -1.334    -0.808    -0.628     1.193     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.093     0.095     0.155     0.223     0.434     1.000     5.000     5.000 124
     1.378     0.048     0.201    -0.756    -0.780     0.137     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.233     0.281     0.098     0.320     0.068     1.000     4.000     4.000 124
    -0.148     0.123     0.015     0.617    -0.703     1.373     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.145     0.096     0.079     0.674     0.007     1.000     4.000     4.000 124
    -0.393     0.509    -0.464    -0.895    -0.224     1.398     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.004     0.022     0.131     0.243     0.600     1.000     5.000     5.000 124
     1.392     0.101    -0.014    -0.334    -0.037    -1.010     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.005     0.431     0.125     0.423     0.016     1.000     2.000     2.000 130
    -0.134     0.815    -0.982    -0.844     2.281    -0.926     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.002     0.997     0.000     0.002     1.000     3.000     3.000 130
    -0.774     0.311    -0.738     1.409    -1.056    -1.131     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.565     0.275     0.021     0.139     0.000     1.000     1.000     1.000 130
     1.065     0.209     0.348    -2.022     0.503    -0.741     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.361     0.249     0.103     0.287     1.000     2.000     2.000 130
     0.220     0.697     0.445    -1.487     1.035    -0.113     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.102     0.600     0.025     0.273     1.000     3.000     3.000 130
    -0.475    -0.140    -0.445    -0.617     1.514    -0.645     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.026     0.954     0.006     0.014     1.000     3.000     3.000 134
    -1.333     0.911    -0.611    -1.101     0.133     0.880     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.025     0.113     0.066     0.795     1.000     5.000     5.000 134
    -0.434     0.745    -0.611     1.096     1.226    -0.862     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.348     0.636     0.016     0.000     1.000     3.000     3.000 134
     0.166    -0.500    -0.855    -0.113     1.088    -0.529     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.124     0.775     0.093     0.008     1.000     3.000     3.000 134
     0.016     0.160     0.357     0.401     0.736    -1.176     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.322     0.278     0.397     0.003     1.000     4.000     4.000 134
    -0.761    -0.022     0.299     1.970    -1.574    -0.632     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.717     0.261     0.004     0.018     0.000     1.000     1.000     1.000  62
     0.574     0.831     1.570     1.147    -1.451    -1.413     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.867     0.102     0.001     0.030     0.000     1.000     1.000     1.000  62
    -1.115     1.936    -0.278     0.365     0.044    -0.414     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.001     0.609     0.247     0.087     0.056     1.000     2.000     2.000  62
     0.452    -0.221     0.191    -0.448    -0.188    -2.310     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.023     0.052     0.026     0.878     0.020     1.000     4.000     4.000  62
     0.806     0.874    -0.513     1.739    -0.367    -1.356     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.049     0.889     0.014     0.048     0.000     1.000     2.000     2.000  62
    -0.706     0.262     0.103     0.036     0.660    -1.099     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.196     0.351     0.434     0.019     1.000     4.000     4.000  62
     0.098    -0.923     1.257     1.749    -0.510     0.041     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.403     0.304     0.001     0.292     0.000     1.000     1.000     1.000  64
     0.983    -0.720    -1.080     0.972    -0.580    -0.497     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.183     0.435     0.028     0.355     0.000     1.000     2.000     2.000  64
     0.997    -0.939     0.396     1.358    -0.269    -0.273     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.058     0.632     0.009     0.302     0.000     1.000     2.000     2.000  64
     1.841     0.917     1.619     1.163    -1.062     0.976     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.805     0.182     0.000     0.013     0.000     1.000     1.000     1.000  64
    -0.120     0.348     1.677    -0.021    -0.411     1.097     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.073     0.036     0.003     0.864     0.024     1.000     4.000     4.000  64
     1.174    -0.972     2.098     0.720    -0.976    -0.600     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.892     0.025     0.000     0.082     0.000     1.000     1.000     1.000  64
    -0.829     0.273    -0.298    -1.060     0.160     0.041     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.000     0.071     0.238     0.340     0.350     1.000     5.000     5.000   2
    -0.297     0.171     1.404    -0.489    -0.644     0.495     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.136     0.041     0.007     0.760     0.056     1.000     4.000     4.000   2
    -0.597     0.488    -0.405    -1.173    -0.232     0.354     0.356     0.544     0.537     1.001     0.356     0.544     0.537     1.001     0.005     0.057     0.172     0.278     0.489     1.000     5.000     5.000   2
