     0.084     0.380     1.355    -1.435    -0.504     1.053     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.011     0.000     0.000     0.000     0.000     0.961     0.000     0.001     0.000     0.026     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     1.000    16.000  11
    -0.679     1.818    -0.855    -1.883    -1.042     1.322     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.010     0.000     0.930     0.000     0.003     0.043     0.013     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     1.000    16.000  11
     0.084    -0.489    -0.728    -1.518    -0.754     0.297     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.009     0.000     0.885     0.000     0.004     0.025     0.074     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     1.000    16.000  11
     0.384     0.520     1.276    -1.343    -1.154     3.031     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.011     0.000     0.000     0.000     0.000     0.982     0.000     0.000     0.000     0.006     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     1.000    16.000  11
    -1.483     0.402    -0.044    -0.931    -1.279     1.277     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.008     0.000     0.933     0.000     0.002     0.013     0.041     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     1.000    16.000  11
    -0.679     1.088    -0.073    -0.175    -0.002    -0.286     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.003     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.005     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.033     0.946     0.000     0.003     0.000     0.003     0.000     0.001     0.000     5.000     3.000    23.000  25
    -0.570     1.373    -0.347    -0.792     0.760     0.572     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.001     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.007     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.003     0.980     0.000     0.000     0.000     0.000     0.000     0.003     0.000     5.000     3.000    23.000  25
     0.261     1.561    -1.305    -1.451     0.735    -0.504     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.001     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.008     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.003     0.979     0.000     0.000     0.000     0.000     0.000     0.003     0.000     5.000     3.000    23.000  25
    -1.769     0.552    -0.738    -0.406     1.937     0.713     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.000     0.002     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.008     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.982     0.000     0.000     0.000     0.000     0.000     0.003     0.000     5.000     3.000    23.000  25
    -0.011    -0.902     2.049    -0.607    -0.350    -1.977     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     1.772     1.933     1.876     2.315     2.163   -26.494     2.483   -24.591     2.974     0.000     0.001     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.005     0.000     0.000     0.000     0.000     0.002     0.000     0.011     0.060     0.000     0.912     0.000     0.001     0.000     0.000     0.003     5.000     5.000    25.000  25
