     0.751     1.587     0.416     1.044    -0.804    -0.280  1519.000    -0.660    -0.123     0.806   -18.293    -0.049  1518.525    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.174     0.826     4.000     3.000    12.000 124
     0.956     0.622    -1.334    -0.808    -0.628     1.193  1520.000    -0.660    -0.123     0.806   -18.293    -0.049  1546.128    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.469     0.531     4.000     3.000    12.000 124
     1.378     0.048     0.201    -0.756    -0.780     0.137  1521.000    -0.660    -0.123     0.806   -18.293    -0.049  1527.728    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.272     0.728     4.000     3.000    12.000 124
    -0.148     0.123     0.015     0.617    -0.703     1.373  1522.000    -0.660    -0.123     0.806   -18.293    -0.049  1528.437    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.280     0.720     4.000     3.000    12.000 124
    -0.393     0.509    -0.464    -0.895    -0.224     1.398  1523.000    -0.660    -0.123     0.806   -18.293    -0.049  1572.068    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.747     0.253     4.000     2.000    11.000 124
     1.392     0.101    -0.014    -0.334    -0.037    -1.010  1635.000    -0.660    -0.123     0.806   -18.293    -0.049  1560.865    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.627     0.373     4.000     2.000    11.000 130
    -0.134     0.815    -0.982    -0.844     2.281    -0.926  1636.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.664    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 130
    -0.774     0.311    -0.738     1.409    -1.056    -1.131  1637.000    -0.660    -0.123     0.806   -18.293    -0.049  1518.588    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.174     0.826     4.000     3.000    12.000 130
     1.065     0.209     0.348    -2.022     0.503    -0.741  1638.000    -0.660    -0.123     0.806   -18.293    -0.049  1588.554    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.924     0.076     4.000     2.000    11.000 130
     0.220     0.697     0.445    -1.487     1.035    -0.113  1639.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.405    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.997     0.003     4.000     2.000    11.000 130
    -0.475    -0.140    -0.445    -0.617     1.514    -0.645  1670.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.650    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 134
    -1.333     0.911    -0.611    -1.101     0.133     0.880  1671.000    -0.660    -0.123     0.806   -18.293    -0.049  1591.904    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.960     0.040     4.000     2.000    11.000 134
    -0.434     0.745    -0.611     1.096     1.226    -0.862  1672.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.449    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.998     0.002     4.000     2.000    11.000 134
     0.166    -0.500    -0.855    -0.113     1.088    -0.529  1673.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.335    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.996     0.004     4.000     2.000    11.000 134
     0.016     0.160     0.357     0.401     0.736    -1.176  1674.000    -0.660    -0.123     0.806   -18.293    -0.049  1591.474    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.955     0.045     4.000     2.000    11.000 134
    -0.761    -0.022     0.299     1.970    -1.574    -0.632   418.000    -0.660    -0.123     0.806   -18.293    -0.049   391.368    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.020     0.024     0.956     0.000     0.000     0.000     3.000     3.000     9.000  62
     0.574     0.831     1.570     1.147    -1.451    -1.413   419.000    -0.660    -0.123     0.806   -18.293    -0.049   394.577    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.004     0.995     0.000     0.000     0.000     3.000     3.000     9.000  62
    -1.115     1.936    -0.278     0.365     0.044    -0.414   420.000    -0.660    -0.123     0.806   -18.293    -0.049   428.057    -0.660    -0.123     0.806   -18.293    -0.049   459.245     0.000     0.000     0.000     0.000     0.000     0.000     0.033     0.637     0.330     0.000     0.000     0.000     3.000     2.000     8.000  62
     0.452    -0.221     0.191    -0.448    -0.188    -2.310   421.000    -0.660    -0.123     0.806   -18.293    -0.049   397.863    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.010     0.087     0.903     0.000     0.000     0.000     3.000     3.000     9.000  62
     0.806     0.874    -0.513     1.739    -0.367    -1.356   422.000    -0.660    -0.123     0.806   -18.293    -0.049   395.720    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.052     0.938     0.000     0.000     0.000     3.000     3.000     9.000  62
    -0.706     0.262     0.103     0.036     0.660    -1.099   423.000    -0.660    -0.123     0.806   -18.293    -0.049   441.312    -0.660    -0.123     0.806   -18.293    -0.049   459.245     0.000     0.000     0.000     0.000     0.000     0.000     0.025     0.815     0.159     0.000     0.000     0.000     3.000     2.000     8.000  62
     0.098    -0.923     1.257     1.749    -0.510     0.041   434.000    -0.660    -0.123     0.806   -18.293    -0.049   394.157    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.003     0.995     0.000     0.000     0.000     3.000     3.000     9.000  64
     0.983    -0.720    -1.080     0.972    -0.580    -0.497   435.000    -0.660    -0.123     0.806   -18.293    -0.049   394.154    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.015     0.050     0.935     0.000     0.000     0.000     3.000     3.000     9.000  64
     0.997    -0.939     0.396     1.358    -0.269    -0.273   436.000    -0.660    -0.123     0.806   -18.293    -0.049   394.951    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.006     0.028     0.966     0.000     0.000     0.000     3.000     3.000     9.000  64
     1.841     0.917     1.619     1.163    -1.062     0.976   437.000    -0.660    -0.123     0.806   -18.293    -0.049   394.553    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.004     0.995     0.000     0.000     0.000     3.000     3.000     9.000  64
    -0.120     0.348     1.677    -0.021    -0.411     1.097   438.000    -0.660    -0.123     0.806   -18.293    -0.049   394.654    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.006     0.023     0.971     0.000     0.000     0.000     3.000     3.000     9.000  64
     1.174    -0.972     2.098     0.720    -0.976    -0.600   439.000    -0.660    -0.123     0.806   -18.293    -0.049   394.543    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     3.000     3.000     9.000  64
    -0.829     0.273    -0.298    -1.060     0.160     0.041     2.000    -0.660    -0.123     0.806   -18.293    -0.049   158.714    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.999     0.000     0.001     0.000     0.000     0.000     3.000     1.000     7.000   2
    -0.297     0.171     1.404    -0.489    -0.644     0.495     3.000    -0.660    -0.123     0.806   -18.293    -0.049   161.351    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.988     0.000     0.012     0.000     0.000     0.000     3.000     1.000     7.000   2
    -0.597     0.488    -0.405    -1.173    -0.232     0.354     4.000    -0.660    -0.123     0.806   -18.293    -0.049   158.752    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.999     0.000     0.001     0.000     0.000     0.000     3.000     1.000     7.000   2
    -0.665    -0.167    -0.533    -0.139    -1.096     0.021     5.000    -0.660    -0.123     0.806   -18.293    -0.049   158.867    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.999     0.000     0.001     0.000     0.000     0.000     3.000     1.000     7.000   2
    -1.305    -0.140    -0.132    -1.374    -0.761    -1.279     6.000    -0.660    -0.123     0.806   -18.293    -0.049   159.448    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.996     0.000     0.004     0.000     0.000     0.000     3.000     1.000     7.000   2
     0.043     0.793    -1.285    -1.425    -0.814    -0.184     7.000    -0.660    -0.123     0.806   -18.293    -0.049   158.891    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.999     0.000     0.001     0.000     0.000     0.000     3.000     1.000     7.000   2
    -0.134     0.123     2.626    -0.993    -0.977    -0.369  1389.000    -0.660    -0.123     0.806   -18.293    -0.049  1502.272    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     4.000     3.000    12.000 115
     0.138     0.949    -0.347     1.512    -0.067    -0.933  1390.000    -0.660    -0.123     0.806   -18.293    -0.049  1511.314    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.097     0.903     4.000     3.000    12.000 115
     1.037    -0.033    -0.591     0.062     1.957     0.265  1391.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.610    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 115
     0.929    -0.682     0.074    -0.880    -0.093    -0.228  1392.000    -0.660    -0.123     0.806   -18.293    -0.049  1518.896    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.178     0.822     4.000     3.000    12.000 115
    -0.720    -0.537    -1.373     1.389    -0.245     0.399  1393.000    -0.660    -0.123     0.806   -18.293    -0.049  1505.118    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.031     0.969     4.000     3.000    12.000 115
     0.615     0.257     0.035     0.725    -0.070     0.009  1394.000    -0.660    -0.123     0.806   -18.293    -0.049  1519.408    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.184     0.816     4.000     3.000    12.000 115
     0.356     0.042    -0.249     0.869     2.075     0.559   143.000    -0.660    -0.123     0.806   -18.293    -0.049   175.131    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.945     0.055     0.000     0.000     0.000     0.000     3.000     1.000     7.000  30
     0.234     0.166     0.768    -0.869     0.231     0.880   144.000    -0.660    -0.123     0.806   -18.293    -0.049   165.644    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.972     0.006     0.023     0.000     0.000     0.000     3.000     1.000     7.000  30
     1.678     1.990     0.475    -0.823     1.059     0.803   145.000    -0.660    -0.123     0.806   -18.293    -0.049   177.768    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.935     0.062     0.003     0.000     0.000     0.000     3.000     1.000     7.000  30
     1.201     0.563     0.582     0.756     0.518     0.502   146.000    -0.660    -0.123     0.806   -18.293    -0.049   169.356    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.957     0.010     0.033     0.000     0.000     0.000     3.000     1.000     7.000  30
     0.166     0.139     0.211    -0.093     0.770     0.521   147.000    -0.660    -0.123     0.806   -18.293    -0.049   163.708    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.982     0.014     0.004     0.000     0.000     0.000     3.000     1.000     7.000  30
     0.602     0.643    -1.012    -0.216     1.395     0.950   148.000    -0.660    -0.123     0.806   -18.293    -0.049   164.835    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.979     0.021     0.000     0.000     0.000     0.000     3.000     1.000     7.000  30
    -0.270     0.332    -0.611     0.206    -0.415     1.225   183.000    -0.660    -0.123     0.806   -18.293    -0.049   164.215    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.977     0.003     0.020     0.000     0.000     0.000     3.000     1.000     7.000  35
    -1.088     0.150    -0.034     0.525    -0.029     1.988   184.000    -0.660    -0.123     0.806   -18.293    -0.049   160.392    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.992     0.001     0.007     0.000     0.000     0.000     3.000     1.000     7.000  35
     0.152    -0.306     0.123     0.586    -0.637     0.591   185.000    -0.660    -0.123     0.806   -18.293    -0.049   186.070    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.885     0.005     0.111     0.000     0.000     0.000     3.000     1.000     7.000  35
    -1.305    -0.156    -0.063     0.499    -0.701    -1.490   186.000    -0.660    -0.123     0.806   -18.293    -0.049   215.703    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.759     0.003     0.238     0.000     0.000     0.000     3.000     1.000     7.000  35
    -1.660     0.278    -0.386    -0.201     0.164     0.085   187.000    -0.660    -0.123     0.806   -18.293    -0.049   167.940    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.963     0.010     0.027     0.000     0.000     0.000     3.000     1.000     7.000  35
    -1.387    -1.117    -1.677     0.226     0.058     0.310   188.000    -0.660    -0.123     0.806   -18.293    -0.049   163.270    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.980     0.001     0.019     0.000     0.000     0.000     3.000     1.000     7.000  35
    -1.442     1.029     0.377    -1.250     2.570    -0.081  1640.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.664    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 131
     0.751     1.131    -0.816    -0.921     3.250    -0.504  1641.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.664    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 131
     0.574     1.389    -0.278    -0.355     4.731    -0.517  1642.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.664    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 131
    -1.701     1.190    -0.885    -1.415     2.556    -0.497  1643.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.664    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 131
    -0.243     0.826     0.025    -1.240     4.604    -0.414  1644.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.664    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 131
    -0.856     1.657     0.201    -0.844     3.812    -0.158  1645.000    -0.660    -0.123     0.806   -18.293    -0.049  1595.664    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     4.000     2.000    11.000 131
    -0.910    -1.621    -0.220    -1.348     0.231     0.175   310.000    -0.660    -0.123     0.806   -18.293    -0.049   240.237    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.677     0.086     0.237     0.000     0.000     0.000     3.000     1.000     7.000  50
     1.051    -1.744     0.465     0.519    -1.288     1.751   311.000    -0.660    -0.123     0.806   -18.293    -0.049   272.440    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.519     0.006     0.475     0.000     0.000     0.000     3.000     1.000     7.000  50
    -1.183    -1.556    -1.373     0.046    -1.269     1.494   312.000    -0.660    -0.123     0.806   -18.293    -0.049   185.182    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.888     0.003     0.109     0.000     0.000     0.000     3.000     1.000     7.000  50
     1.528    -1.106    -0.630    -0.252    -0.766    -0.926   313.000    -0.660    -0.123     0.806   -18.293    -0.049   369.893    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.112     0.027     0.861     0.000     0.000     0.000     3.000     3.000     9.000  50
    -0.706    -0.258    -1.119     0.648     1.027     1.091   314.000    -0.660    -0.123     0.806   -18.293    -0.049   206.395    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.839     0.151     0.010     0.000     0.000     0.000     3.000     1.000     7.000  50
     1.119    -0.070     0.162    -0.396    -0.682     1.482   315.000    -0.660    -0.123     0.806   -18.293    -0.049   299.920    -0.660    -0.123     0.806   -18.293    -0.049   394.564     0.000     0.000     0.000     0.000     0.000     0.000     0.423     0.080     0.498     0.000     0.000     0.000     3.000     3.000     9.000  50
     0.002    -1.047    -0.513     0.365     0.163     2.096   121.000    -0.660    -0.123     0.806   -18.293    -0.049   158.780    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.999     0.000     0.001     0.000     0.000     0.000     3.000     1.000     7.000  27
     3.571     0.225     1.169     0.381    -1.328     3.249   122.000    -0.660    -0.123     0.806   -18.293    -0.049   170.633    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.949     0.000     0.051     0.000     0.000     0.000     3.000     1.000     7.000  27
     0.533     0.970    -0.083    -0.190     0.094     0.835   123.000    -0.660    -0.123     0.806   -18.293    -0.049   161.941    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.987     0.005     0.008     0.000     0.000     0.000     3.000     1.000     7.000  27
     0.111     0.268    -0.083     0.741    -0.267     2.032   124.000    -0.660    -0.123     0.806   -18.293    -0.049   159.395    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.997     0.000     0.003     0.000     0.000     0.000     3.000     1.000     7.000  27
    -0.761    -1.063     0.866     0.365     0.387     0.175   125.000    -0.660    -0.123     0.806   -18.293    -0.049   163.997    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.977     0.001     0.022     0.000     0.000     0.000     3.000     1.000     7.000  27
     0.983     1.357     0.172     0.689    -0.288     0.175   126.000    -0.660    -0.123     0.806   -18.293    -0.049   174.644    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.933     0.005     0.062     0.000     0.000     0.000     3.000     1.000     7.000  27
    -0.679    -0.306    -0.229     1.764    -0.911     0.745   127.000    -0.660    -0.123     0.806   -18.293    -0.049   163.980    -0.660    -0.123     0.806   -18.293    -0.049   158.556     0.000     0.000     0.000     0.000     0.000     0.000     0.977     0.000     0.023     0.000     0.000     0.000     3.000     1.000     7.000  27
     1.010    -0.575     0.084     0.185    -0.934    -0.100  1492.000    -0.660    -0.123     0.806   -18.293    -0.049  1513.073    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.115     0.885     4.000     3.000    12.000 121
    -0.325    -0.559    -0.405     0.242     0.381     0.521  1493.000    -0.660    -0.123     0.806   -18.293    -0.049  1570.442    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.730     0.270     4.000     2.000    11.000 121
     0.316    -1.041    -0.503     0.576    -0.899    -0.273  1494.000    -0.660    -0.123     0.806   -18.293    -0.049  1510.510    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.088     0.912     4.000     3.000    12.000 121
    -0.052    -0.623    -1.021     0.123    -0.706    -0.292  1495.000    -0.660    -0.123     0.806   -18.293    -0.049  1517.485    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.163     0.837     4.000     3.000    12.000 121
     2.073    -1.165    -0.591     1.394     0.114     0.226  1496.000    -0.660    -0.123     0.806   -18.293    -0.049  1507.669    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.057     0.943     4.000     3.000    12.000 121
    -0.066    -0.269     0.093    -0.288     0.125     0.451  1497.000    -0.660    -0.123     0.806   -18.293    -0.049  1560.782    -0.660    -0.123     0.806   -18.293    -0.049  1595.664     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.626     0.374     4.000     2.000    11.000 121
    -0.270    -0.076    -0.259     1.826    -0.093    -0.952  1498.000    -0.660    -0.123     0.806   -18.293    -0.049  1508.901    -0.660    -0.123     0.806   -18.293    -0.049  1502.305     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.071     0.929     4.000     3.000    12.000 121
