     0.084     0.380     1.355    -1.435    -0.504     1.053    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.980     0.019     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     7.000   75  11
    -0.679     1.818    -0.855    -1.883    -1.042     1.322    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.855     0.011     0.000     0.133     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     7.000   76  11
     0.084    -0.489    -0.728    -1.518    -0.754     0.297    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.908     0.055     0.000     0.036     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     7.000   77  11
     0.384     0.520     1.276    -1.343    -1.154     3.031    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.996     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     7.000   78  11
    -1.483     0.402    -0.044    -0.931    -1.279     1.277    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.943     0.033     0.000     0.023     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     7.000   79  11
    -0.679     1.088    -0.073    -0.175    -0.002    -0.286    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.052     0.000     0.000     0.000     0.252     0.000     0.011     0.000     0.000     0.001     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.638     0.039     0.000     0.000     0.000     0.000     0.000     4.000     4.000    19.000  108  25
    -0.570     1.373    -0.347    -0.792     0.760     0.572    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.007     0.000     0.000     0.000     0.297     0.000     0.007     0.000     0.000     0.004     0.002     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.382     0.300     0.000     0.000     0.000     0.000     0.000     4.000     5.000    20.000  109  25
     0.261     1.561    -1.305    -1.451     0.735    -0.504    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.017     0.000     0.000     0.000     0.288     0.000     0.004     0.000     0.000     0.007     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.467     0.215     0.000     0.000     0.000     0.000     0.000     4.000     5.000    20.000  110  25
    -1.769     0.552    -0.738    -0.406     1.937     0.713    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.001     0.000     0.000     0.000     0.304     0.000     0.000     0.000     0.000     0.012     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.040     0.641     0.000     0.000     0.000     0.000     0.000     4.000     5.000    20.000  111  25
    -0.011    -0.902     2.049    -0.607    -0.350    -1.977    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.001     0.000     0.303     0.000     0.000     0.000     0.003     0.008     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.601     0.081     0.000     0.000     0.000     0.000     0.000     0.000     4.000     3.000    18.000  112  25
     2.277     2.108     1.482    -0.113    -0.119     0.194    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.030     0.963     0.000     0.000     0.000     0.001     0.000     0.000     4.000     4.000    19.000  996 102
    -0.611    -0.360     0.602     0.020    -0.443    -1.125    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.001     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.224     0.765     0.005     0.000     0.000     0.001     0.000     0.000     4.000     4.000    19.000  997 102
    -0.747     0.868    -0.435     0.483     1.022     0.194    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670    -0.386     0.477    -0.056     0.622    24.683    24.308    27.952    24.670     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.003     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.761     0.233     0.000     0.000     0.000     0.001     0.000     4.000     4.000    19.000  998 102
