     0.084     0.380     1.355    -1.435    -0.504     1.053     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.969     0.000     0.000     0.020     0.000     0.007     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     2.000    17.000  11
    -0.679     1.818    -0.855    -1.883    -1.042     1.322     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.945     0.000     0.033     0.011     0.000     0.002     0.000     0.005     0.000     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     2.000    17.000  11
     0.084    -0.489    -0.728    -1.518    -0.754     0.297     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.913     0.000     0.016     0.059     0.000     0.003     0.000     0.004     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     2.000    17.000  11
     0.384     0.520     1.276    -1.343    -1.154     3.031     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.985     0.000     0.000     0.004     0.000     0.007     0.000     0.000     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     2.000    17.000  11
    -1.483     0.402    -0.044    -0.931    -1.279     1.277     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.947     0.000     0.008     0.034     0.000     0.004     0.000     0.002     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     4.000     2.000    17.000  11
    -0.679     1.088    -0.073    -0.175    -0.002    -0.286     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.798     0.033     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.008     0.000     0.000     0.000     0.000     0.050     0.000     0.103     0.000     0.001     0.000     0.000     0.000     0.000     0.001     0.000     0.001     0.000     0.000     2.000     3.000     8.000  25
    -0.570     1.373    -0.347    -0.792     0.760     0.572     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.532     0.303     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.006     0.000     0.002     0.000     0.000     0.007     0.000     0.146     0.000     0.001     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.001     0.000     2.000     3.000     8.000  25
     0.261     1.561    -1.305    -1.451     0.735    -0.504     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.666     0.169     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.005     0.000     0.003     0.000     0.000     0.003     0.000     0.150     0.000     0.001     0.000     0.000     0.000     0.000     0.002     0.000     0.001     0.001     0.000     2.000     3.000     8.000  25
    -1.769     0.552    -0.738    -0.406     1.937     0.713     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.041     0.794     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.008     0.000     0.000     0.000     0.000     0.153     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     2.000     4.000     9.000  25
    -0.011    -0.902     2.049    -0.607    -0.350    -1.977     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     2.347     2.938     1.079     2.756     1.796     2.186     2.889   -25.310     1.292     1.082     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.108     0.000     0.728     0.000     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     0.006     0.000     0.153     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.003     2.000     5.000    10.000  25
