2.05	14.65	3.01	11.25	2293	9.81	2	2
2.44	14.46	4.75	12.36	1473	10.52	2	3
2.22	15.05	2.9	11.03	1894	10.3	2	4
2.17	13.83	2.77	13.04	1012	9.78	2	5
1.7	13.88	3.18	10.64	1354	7.75	2	6
2.69	15.62	2	10.54	1300	9.46	2	7
2.85	15.81	3.69	12.36	2492	13.96	3	8
2.52	10.81	2.7	15.23	1628	9.83	3	9
2.39	14.88	4.03	13.99	1465	9.15	3	10
2.23	13.68	2.88	12.37	1528	11.45	3	11
2.54	13.82	2.72	14.08	2721	11.54	3	12
2.46	13.59	1.77	12.68	2436	10.47	3	13
2.05	12.7	2.87	11.34	1464	13.39	3	14
2.96	13.29	3.86	12.63	3009	11.33	3	15
2.19	12.55	5.09	13.61	1139	9.13	4	16
1.86	14.04	2.69	13.36	2044	10.96	4	17
4.13	12.24	2.77	13.29	1986	12.94	4	18
3.11	16.19	3.2	11.44	2378	13.5	4	19
2.24	13.62	2.9	12.09	2415	15.11	4	20
1.93	15.19	3.92	9.34	1810	14.31	4	21
3.74	17.49	3.74	12.77	1229	12.04	4	22
3.58	14.55	3.36	12.65	1368	12.21	4	23
3.2	15.87	3.79	13.5	1689	11.25	4	24
3.25	16.55	3.53	12.2	3173	16.89	4	25
3.36	12.97	1.84	10.33	1249	7.77	5	26
2.45	11.62	3.09	12.43	1713	10.1	5	27
2.79	8.13	3.03	13.32	1254	11.96	5	28
3.03	11.68	4.69	11.82	1387	9.73	5	29
2.96	10.99	2.12	11.21	2265	12.27	5	30
3.77	10.63	3.77	13.79	1646	10.27	5	31
4.67	11.16	1.75	12.91	1371	10.07	5	32
1.8	13.1	2.29	12.07	2054	7.98	5	33
2.63	10.22	2.67	12.72	2358	10.6	5	34
2.48	11.21	3.08	12.03	2177	9.23	5	35
2.91	13.54	2.73	15.22	1721	12.38	5	36
1.25	12.5	3.59	11.56	640	7.5	6	37
1.6	9.77	2.19	13.41	686	11.95	6	38
2.48	12.1	3.35	13.39	926	8.21	6	39
3.04	14.16	3.96	12.18	657	12.33	6	40
3.25	14.94	1.95	15.58	462	10.61	6	41
1.41	10.83	2.83	14.44	637	11.15	6	42
1.95	13.32	2.13	13.85	563	10.3	6	43
1.78	11.09	2.72	14.44	956	11.4	6	44
2.04	12.02	4.54	13.38	441	10.2	6	45
2.7	12.46	3.32	10.38	963	9.35	6	46
1.74	13.9	3.95	15.17	633	10.11	6	47
2.83	11.3	3.48	11.09	460	10.22	6	48
3.51	13.2	2.45	13.37	1795	10.7	7	49
2.33	12.58	3.68	13.18	2663	11.12	7	50
2.76	12.18	1.95	13.6	2464	10.35	7	51
2.26	12.39	2	14.1	3447	11.05	7	52
2.45	14.79	3.42	13.92	1961	11.68	7	53
2.48	12.38	2.12	15.47	4395	9.15	7	54
1.86	10.7	3.01	12.13	2094	10.46	7	55
2.7	12.15	3.46	13.49	3810	10.16	7	56
3.56	12.89	3.48	14.33	3795	11.17	7	57
1.98	12.84	3.02	15.25	1620	12.84	7	58
1.86	11.16	1.65	13.68	2903	11.51	7	59
2.38	13.05	2.5	12.99	3403	9.64	7	60
2.93	11.82	2.48	15.32	888	11.94	7	61
2.34	15.72	3.7	14.24	1622	12.82	7	62
3.02	15.12	3.26	12.88	2453	9.05	8	63
2.63	12.09	2.63	13.15	2167	8.81	8	64
3.37	12.99	3.51	13.86	2078	9.62	8	65
3.14	14.83	3.05	13.96	1146	10.65	8	66
3.13	12.5	2.91	13.85	1856	9.64	8	67
2.93	16.46	2.45	12.03	1671	9.87	8	68
2.25	12.3	1.66	13.83	2886	9.67	8	69
1.86	11.6	3.17	11.6	914	9.85	8	70
2.72	14.85	4.7	10.52	1616	11.39	11	75
2.16	17.53	2.44	9.65	1067	11.81	11	76
2.72	13.23	2.57	10.36	1361	10.21	11	77
2.94	15.11	4.62	10.7	953	14.48	11	78
1.57	14.89	3.27	11.5	826	11.74	11	79
2.16	16.17	3.24	12.97	2128	9.3	25	108
2.24	16.7	2.96	11.77	2905	10.64	25	109
2.85	17.05	1.98	10.49	2880	8.96	25	110
1.36	15.17	2.56	12.52	4106	10.86	25	111
2.65	12.46	5.41	12.13	1773	6.66	25	112
2.01	13.39	2.16	13.54	2688	11.57	26	113
2.22	13.37	2.82	10.82	3836	9.62	26	114
2.02	13.76	2.51	13.31	2630	11.29	26	115
2.36	14.6	2.77	12.34	2925	11.79	26	116
1.7	13.55	1.99	12.57	3469	11.56	26	117
2.5	12.33	2.35	13.58	4728	11.27	26	118
2.06	13.75	2.93	11.26	2967	11.26	26	119
1.86	12.81	2.03	13.95	4129	11.58	26	120
2.66	12.19	2.79	14.02	2297	13.02	27	121
5.28	14.56	4.51	14.05	776	14.82	27	122
3.05	15.95	3.23	12.94	2226	11.05	27	123
2.74	14.64	3.23	14.75	1858	12.92	27	124
2.1	12.16	4.2	14.02	2525	10.02	27	125
3.38	16.67	3.49	14.65	1836	10.02	27	126
2.16	13.57	3.08	16.74	1201	10.91	27	127
2.77	10.92	2.77	12.82	1154	10.49	28	128
3.07	15.06	4.36	15.06	2018	12.69	28	129
1.93	13.11	3.17	15.3	2647	10.09	28	130
2.58	14.66	3.19	13.09	3759	12.9	28	131
2.48	11.04	4.53	11.91	1612	11.85	28	132
2.47	13.44	3.35	12.95	2834	12.7	28	133
2.32	12.49	2.95	14.23	2369	11.02	28	134
2.63	13.63	2.32	14.64	4188	12.32	28	135
2.81	16.54	2.72	13.65	2279	12.42	28	136
1.41	14.7	2.52	14.6	2980	11.41	28	137
3.11	16.47	3.6	13.61	2859	11.61	28	138
2.92	14.22	3.06	15	4247	10.62	30	143
2.83	14.45	4.1	11.62	2366	11.12	30	144
3.89	17.85	3.8	11.71	3210	11	30	145
3.54	15.19	3.91	14.78	2659	10.53	30	146
2.78	14.4	3.53	13.13	2916	10.56	30	147
3.1	15.34	2.28	12.89	3553	11.23	30	148
1.04	14.26	3.76	13.16	1543	11.6	31	149
4.16	13.76	4.86	12.49	865	7.86	31	150
3.06	14.24	4.15	11.51	1833	9.27	31	151
3.54	12.2	5.25	11.15	762	7.35	31	152
2.5	13.71	3.37	12.19	919	6.96	31	153
2.77	13.9	4.24	11.13	1770	9.49	31	154
2.11	12.69	3.42	13.75	1986	9.87	31	155
3.39	15.91	4.77	12.93	1446	8.3	31	156
3.24	15.66	4.04	12.06	1360	7.72	31	157
3.05	14.07	2.33	11.72	4847	11.68	32	158
3.06	16.75	2.91	11.79	4019	12.09	32	159
2.44	14.44	2.65	13.22	1884	10.88	32	160
1.66	13.95	1.87	11.62	5232	10.11	32	161
3.07	18.03	2.64	10.5	3295	12.38	32	162
2.12	15.64	2.85	14.81	1087	11.5	32	163
3.02	14.22	2.03	12.42	3051	10.72	32	164
1.42	15.52	3.07	10.72	2668	11.69	32	165
2.62	14.5	3.44	10.84	1338	12.71	33	166
3.67	12.82	5.2	11.92	1443	10.46	33	167
3.09	15.94	3.48	11.3	1035	14.78	33	168
4.12	13.92	4.38	9.63	1142	12.43	33	169
1.54	16.51	4.41	12.67	521	13.63	33	170
3.12	15.32	3.53	10.94	2467	14.55	33	171
3.21	15.9	3.28	11.58	1434	12.06	33	172
3.32	14.01	3.02	12.03	2320	11.08	33	173
2.26	10.16	3.69	10.76	1329	9.41	33	174
2.23	12.18	2.28	12.57	2020	9.65	33	175
1.9	16.17	2.73	9.93	1793	10.88	34	176
2.04	12.54	2.85	10.49	2106	8.55	34	177
2.26	14.72	3.05	11.29	3145	11.45	34	178
1.85	13.55	1.85	13.35	487	5.34	34	179
4.38	13.25	3.43	8.64	845	6.15	34	180
3.64	14.93	3.02	12.57	3348	10.51	34	181
2.41	13.47	3.42	10.75	995	7.44	34	182
2.46	14.76	2.69	13.71	1707	11.66	35	183
1.86	14.42	3.28	14.33	2101	12.85	35	184
2.77	13.57	3.44	14.45	1481	10.67	35	185
1.7	13.85	3.25	14.28	1415	7.42	35	186
1.44	14.66	2.92	12.92	2298	9.88	35	187
1.64	12.06	1.6	13.75	2189	10.23	35	188
2.12	12.52	2.89	15.27	2213	11.52	36	189
3.81	11.53	2.74	16	1206	10.45	36	190
2.95	13.88	2.31	17.24	1729	10.58	36	191
2.84	13.18	3.62	13.39	2322	12.14	36	192
1.77	13.3	1.62	15.41	2038	9.91	36	193
1.51	11.55	2.82	15.74	1455	12.44	36	194
2	15.07	2.33	13.28	2402	11.74	36	195
2.47	12.37	2.56	14.93	1132	13.78	36	196
3.51	11.33	3.01	16.19	1995	12.03	36	197
1.67	10.37	2.69	16.33	2749	9.09	36	198
2.33	15.57	3.04	15.97	1972	12.58	36	199
2.8	13.07	3.91	13.83	1967	12.96	36	200
2.25	12.42	2.67	16.08	2400	10.5	36	201
1.97	14.77	3.57	14.34	1374	10.33	37	202
1.82	12.69	2.13	14.98	1923	10.5	37	203
3.47	12.48	2.81	15.2	1066	9.01	37	204
2.2	11.73	3.1	14.99	1321	9.24	37	205
3.74	9.27	5.2	15.93	615	7.97	37	206
2.83	13.66	3.73	12.35	1449	10.97	37	207
2.78	14.44	4.81	19.63	540	11.11	37	208
3.88	13.51	4.82	16.45	1495	9.23	37	209
2.94	13.94	3.84	15.41	1564	11.57	37	210
1.68	16.56	4.54	10.69	1431	11.95	38	211
1.71	14.19	3.65	15.1	1755	10.31	38	212
2.4	15.18	3.91	12.21	1917	10.95	38	213
2	14.69	4.08	14.09	1348	10.24	38	214
3.45	14.52	2.71	13.22	1770	12.37	38	215
2.18	14.71	2.99	13.42	1237	10.35	38	216
3.01	13.01	3.7	14	1729	11.16	38	217
2.88	15.87	3.56	10.29	1040	10.29	38	218
2.79	13.92	4.64	13.45	2112	11.41	38	219
2.41	10.94	2.84	15.5	1161	8.79	40	224
2.83	8.7	2.69	14.15	1449	10.77	40	225
1.44	11.16	2.2	15.76	2087	8.62	40	226
2.16	9.3	3.71	15.23	1484	13.61	40	227
2.9	14.92	2.71	15.58	1515	11.29	40	228
2.28	12.11	1.96	15.15	3723	9.8	40	229
2.68	10.33	1.28	12.9	1791	11.61	40	230
2.53	10.99	2.44	14.33	2093	10.94	40	231
2.5	12.33	2.55	15.83	1882	12.01	40	232
2.74	10.12	3.97	14.23	731	10.81	40	233
2.71	14.2	1.81	14.51	2654	10.7	41	234
1.61	15.65	1.8	15.28	1054	6.55	41	235
2.43	12.19	3.25	15.86	1690	7.46	41	236
1.51	14.15	2.58	13.81	2057	12.15	41	237
2.77	11.16	1.65	15.98	1514	9.05	41	238
3.19	13.4	1.91	15	940	10.74	41	239
2.2	13.31	2.2	13.67	1412	13.17	41	240
3.39	13.56	3.23	12.82	4743	9.59	41	241
2.24	13.06	1.49	13.31	1608	12.81	41	242
2.45	14.77	1.09	14.5	1835	10.03	41	243
1.71	12.2	1.41	16.23	992	11.59	41	244
2.11	10.04	3.49	13.53	946	11.63	43	249
4.44	10.66	3.06	14.18	1960	12.4	43	250
1.56	14.86	2.2	14.91	1864	9.66	43	251
2.4	10.67	2.79	15.16	2296	9.93	43	252
3.27	11.5	3.5	11.73	2140	10.75	43	253
3.81	12.29	4.05	13.76	814	9.95	43	254
3.38	12.35	4.69	12.63	1449	7.66	43	255
1.94	11.48	3.58	13.11	671	9.39	43	256
1.96	12.41	2.04	15.73	1176	7.14	44	257
2.13	12.28	2.38	16.92	798	11.53	44	258
2.91	13.77	2.83	13.93	2541	9.05	44	259
1.51	13.2	2.94	14.71	1258	9.54	44	260
1.81	12.35	3.68	13.57	1385	9.89	44	261
1.95	14.66	2.7	14.05	2149	10.28	44	262
3.27	12.97	2.16	15.23	2081	10	44	263
2.38	13.28	6.02	15.35	1596	8.52	44	264
3.12	12.61	3.87	13.02	1990	9.1	44	265
2.92	13.57	4.06	14.75	2291	11.26	44	266
2.77	15.17	3.33	15.43	2676	8.74	44	267
1.42	14.05	3.57	12.63	1765	9.24	44	268
2.33	16.63	2.58	14.09	2015	9.58	44	269
2.25	11.96	2.07	15.81	1689	8.58	44	270
3.83	12.64	3.83	19.54	261	11.88	45	272
3.55	15.6	4.43	13.83	564	10.82	45	273
2.88	10.82	4.57	11.54	416	11.54	45	274
3.77	10.04	6.69	12.13	239	12.97	45	275
3.05	11.61	1.83	11.41	491	8.96	45	276
4.21	12.45	2.11	11.69	522	11.3	45	277
3.28	10.75	4.78	12.84	335	9.55	45	278
2.48	11.63	2.58	15.82	929	13.13	46	279
2.6	12.26	3.35	11.43	2774	11.32	46	280
2.6	12.86	2.09	15.54	2349	12.13	46	281
2.94	13.14	2.64	12.61	2276	11.12	46	282
2.45	12.56	2.16	13.19	2691	12.6	46	283
3.08	14.28	1.95	16.11	1688	10.13	46	284
3.13	12.39	2.87	12.48	2300	10.13	46	285
2.92	12.48	3.05	11.73	2396	10.43	46	286
3.18	13.57	2.6	12.53	1540	11.36	46	287
1.69	13.41	1.25	14.46	2006	9.12	48	289
1.29	12.95	3.05	18.13	1313	9.82	48	290
1.77	12.06	1.96	13.95	1634	10.22	48	291
3.6	15.18	1.76	16.56	1304	10.81	48	292
1.6	16.61	4.47	12.78	313	11.5	48	293
1.91	13.15	1.65	15.76	1574	11.5	48	294
1.6	13.21	2.88	13.16	1877	9.54	48	295
2.08	15.44	2.74	13.47	913	10.51	48	296
2.23	12.84	3.35	14.51	1075	10.88	48	297
2.09	10.9	2.44	15.17	1147	8.72	48	298
1.91	15.9	2.53	13.79	1465	9.28	48	299
3.31	12.05	3.01	17.92	664	8.58	49	300
2.56	11.11	2.08	16.12	819	10.01	49	301
2.25	10.96	5.06	11.24	356	8.71	49	302
1.31	12.03	2.05	12.68	1222	13.91	49	303
2.07	11.7	2.07	11.88	581	9.47	49	304
3.32	12.12	2.63	13.98	1295	9.96	49	305
3.61	10.56	2.54	13.64	748	8.42	49	306
2.06	13.07	2.41	15.6	872	10.89	49	307
3.7	9.76	5.92	15.68	676	10.21	49	308
3.07	10.32	3.49	17.99	717	10.18	49	309
1.99	11.12	3.09	10.69	2366	10.02	50	310
3.43	10.89	3.79	14.32	817	12.48	50	311
1.79	11.24	1.91	13.4	836	12.08	50	312
3.78	12.08	2.67	12.82	1349	8.3	50	313
2.14	13.66	2.17	14.57	3178	11.45	50	314
3.48	14.01	3.48	12.54	1435	12.06	50	315
3.28	13.7	3.97	12.46	2014	11.22	51	316
2.42	11.36	5.2	11.58	1365	8.06	51	317
3.6	13.03	5.13	12.75	1443	7.48	51	318
3.65	11.76	3.65	16.16	1479	9.26	51	319
2.86	11.73	4.26	11.45	1432	9.92	51	320
2.71	9.92	4.27	12.63	1805	9.31	51	321
3.1	12.69	3.64	10.89	2609	10.16	51	322
3.14	13.41	3.41	11.15	2960	11.25	51	323
2.31	11.86	3.73	9.32	1341	10.14	51	324
3.35	10.73	4.44	12.53	2953	8.43	51	325
2.75	10	3.93	12.6	2111	7.11	51	326
2.01	12.16	4.6	12.26	1044	8.91	51	327
3.24	10.49	3.89	13.12	1669	8.99	51	328
3.37	9.67	3.3	14.62	1334	7.95	51	329
3.79	10.11	2.98	12.55	1108	11.1	51	330
3.04	12.84	3.5	14.53	4143	10.11	53	334
4.37	14.88	2.94	13.77	3064	11.68	53	335
3.81	14.12	2.47	12.46	2833	11.44	53	336
2.62	13.73	3.64	13.93	2061	10.33	53	337
1.96	15.4	2.99	11.19	2546	12.14	53	338
3.38	14.94	2.4	12.19	1747	11.45	53	339
3.37	12.23	3.99	12.41	3231	13.18	53	340
2.54	11.84	4.14	12.23	2559	9.57	53	341
1.89	13.74	3.27	11.47	3122	10.79	53	342
2.91	15.51	3.19	15.82	3887	10.01	53	343
3.34	12.81	3.91	12.56	2428	11.08	53	344
2.71	14.28	5.16	11.07	1842	12.81	54	345
2.1	14.82	2.38	11.67	1808	10.84	54	346
2.19	11.33	3.18	11.06	2921	10.3	54	347
2.3	11.71	3.1	10.95	2127	10.3	54	348
3.35	13.08	3.68	14.14	1521	12.1	54	349
2.13	16.34	2.31	9.24	563	9.24	54	350
0.81	13.85	5.01	9.55	1718	13.15	54	351
2.44	12.46	4.26	11.63	1926	11.47	54	352
3.75	15.78	2.5	9.22	640	9.06	54	353
4.27	10.54	3.32	13.86	1594	9.85	54	354
2.15	10.49	3.34	14.24	1678	10.01	54	355
