     0.084     0.380     1.355    -1.435    -0.504     1.053    75.000     1.276     0.911     0.397     1.094    -0.854     0.513   133.669     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.936     0.009     0.054     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  11
    -0.679     1.818    -0.855    -1.883    -1.042     1.322    76.000     1.276     0.911     0.397     1.094    -0.854     0.513   125.582     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.993     0.004     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  11
     0.084    -0.489    -0.728    -1.518    -0.754     0.297    77.000     1.276     0.911     0.397     1.094    -0.854     0.513   131.949     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.933     0.032     0.035     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  11
     0.384     0.520     1.276    -1.343    -1.154     3.031    78.000     1.276     0.911     0.397     1.094    -0.854     0.513   126.105     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.992     0.000     0.008     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  11
    -1.483     0.402    -0.044    -0.931    -1.279     1.277    79.000     1.276     0.911     0.397     1.094    -0.854     0.513   126.887     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.984     0.005     0.011     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  11
    -0.679     1.088    -0.073    -0.175    -0.002    -0.286   108.000     1.276     0.911     0.397     1.094    -0.854     0.513   136.535     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.850     0.115     0.034     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  25
    -0.570     1.373    -0.347    -0.792     0.760     0.572   109.000     1.276     0.911     0.397     1.094    -0.854     0.513   134.524     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.831     0.167     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  25
     0.261     1.561    -1.305    -1.451     0.735    -0.504   110.000     1.276     0.911     0.397     1.094    -0.854     0.513   140.170     1.276     0.911     0.397     1.094    -0.854     0.513   124.930     0.735     0.260     0.005     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.000  25
    -1.769     0.552    -0.738    -0.406     1.937     0.713   111.000     1.276     0.911     0.397     1.094    -0.854     0.513   166.579     1.276     0.911     0.397     1.094    -0.854     0.513   180.664     0.253     0.747     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000  25
    -0.011    -0.902     2.049    -0.607    -0.350    -1.977   112.000     1.276     0.911     0.397     1.094    -0.854     0.513   249.995     1.276     0.911     0.397     1.094    -0.854     0.513   276.217     0.173     0.001     0.826     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     3.000     3.000  25
     2.277     2.108     1.482    -0.113    -0.119     0.194   996.000     1.276     0.911     0.397     1.094    -0.854     0.513   864.575     1.276     0.911     0.397     1.094    -0.854     0.513   842.809     0.000     0.000     0.000     0.000     0.000     0.000     0.125     0.012     0.814     0.000     0.000     0.000     0.000     0.002     0.047     3.000     3.000     9.000 102
    -0.611    -0.360     0.602     0.020    -0.443    -1.125   997.000     1.276     0.911     0.397     1.094    -0.854     0.513   881.021     1.276     0.911     0.397     1.094    -0.854     0.513   842.809     0.000     0.000     0.000     0.000     0.000     0.000     0.436     0.020     0.494     0.000     0.000     0.000     0.002     0.004     0.043     3.000     3.000     9.000 102
    -0.747     0.868    -0.435     0.483     1.022     0.194   998.000     1.276     0.911     0.397     1.094    -0.854     0.513   870.802     1.276     0.911     0.397     1.094    -0.854     0.513   895.898     0.000     0.000     0.000     0.000     0.000     0.000     0.503     0.437     0.011     0.000     0.000     0.000     0.001     0.047     0.001     3.000     1.000     7.000 102
     1.092    -0.467     0.015     1.060    -0.500    -1.259   999.000     1.276     0.911     0.397     1.094    -0.854     0.513   860.361     1.276     0.911     0.397     1.094    -0.854     0.513   842.809     0.000     0.000     0.000     0.000     0.000     0.000     0.052     0.023     0.876     0.000     0.000     0.000     0.000     0.003     0.046     3.000     3.000     9.000 102
