     0.166    -0.500    -0.855    -0.113     1.088    -0.529     1.443     0.789     0.398     1.443     0.789     0.398     0.458     0.000     0.534     0.008     1.000     3.000     3.000 134
     0.016     0.160     0.357     0.401     0.736    -1.176     1.443     0.789     0.398     1.443     0.789     0.398     0.875     0.000     0.122     0.003     1.000     1.000     1.000 134
    -0.761    -0.022     0.299     1.970    -1.574    -0.632     1.443     0.789     0.398     1.443     0.789     0.398     0.161     0.836     0.003     0.000     1.000     2.000     2.000  62
     0.574     0.831     1.570     1.147    -1.451    -1.413     1.443     0.789     0.398     1.443     0.789     0.398     0.073     0.927     0.000     0.000     1.000     2.000     2.000  62
    -1.115     1.936    -0.278     0.365     0.044    -0.414     1.443     0.789     0.398     1.443     0.789     0.398     0.736     0.017     0.185     0.062     1.000     1.000     1.000  62
     0.452    -0.221     0.191    -0.448    -0.188    -2.310     1.443     0.789     0.398     1.443     0.789     0.398     0.781     0.164     0.023     0.032     1.000     1.000     1.000  62
     0.806     0.874    -0.513     1.739    -0.367    -1.356     1.443     0.789     0.398     1.443     0.789     0.398     0.739     0.245     0.016     0.000     1.000     1.000     1.000  62
    -0.706     0.262     0.103     0.036     0.660    -1.099     1.443     0.789     0.398     1.443     0.789     0.398     0.808     0.000     0.176     0.016     1.000     1.000     1.000  62
     0.098    -0.923     1.257     1.749    -0.510     0.041     1.443     0.789     0.398     1.443     0.789     0.398     0.407     0.593     0.000     0.000     1.000     2.000     2.000  64
     0.983    -0.720    -1.080     0.972    -0.580    -0.497     1.443     0.789     0.398     1.443     0.789     0.398     0.622     0.360     0.017     0.000     1.000     1.000     1.000  64
     0.997    -0.939     0.396     1.358    -0.269    -0.273     1.443     0.789     0.398     1.443     0.789     0.398     0.794     0.201     0.006     0.000     1.000     1.000     1.000  64
     1.841     0.917     1.619     1.163    -1.062     0.976     1.443     0.789     0.398     1.443     0.789     0.398     0.067     0.933     0.000     0.000     1.000     2.000     2.000  64
    -0.120     0.348     1.677    -0.021    -0.411     1.097     1.443     0.789     0.398     1.443     0.789     0.398     0.572     0.359     0.002     0.067     1.000     1.000     1.000  64
     1.174    -0.972     2.098     0.720    -0.976    -0.600     1.443     0.789     0.398     1.443     0.789     0.398     0.046     0.954     0.000     0.000     1.000     2.000     2.000  64
    -0.829     0.273    -0.298    -1.060     0.160     0.041     1.443     0.789     0.398     1.443     0.789     0.398     0.539     0.005     0.161     0.296     1.000     1.000     1.000   2
    -0.297     0.171     1.404    -0.489    -0.644     0.495     1.443     0.789     0.398     1.443     0.789     0.398     0.477     0.410     0.004     0.109     1.000     1.000     1.000   2
    -0.597     0.488    -0.405    -1.173    -0.232     0.354     1.443     0.789     0.398     1.443     0.789     0.398     0.419     0.026     0.122     0.433     1.000     4.000     4.000   2
    -0.665    -0.167    -0.533    -0.139    -1.096     0.021     1.443     0.789     0.398     1.443     0.789     0.398     0.465     0.404     0.081     0.050     1.000     1.000     1.000   2
    -1.305    -0.140    -0.132    -1.374    -0.761    -1.279     1.443     0.789     0.398     1.443     0.789     0.398     0.317     0.411     0.023     0.248     1.000     2.000     2.000   2
     0.043     0.793    -1.285    -1.425    -0.814    -0.184     1.443     0.789     0.398     1.443     0.789     0.398     0.291     0.205     0.087     0.418     1.000     4.000     4.000   2
    -0.134     0.123     2.626    -0.993    -0.977    -0.369     1.443     0.789     0.398     1.443     0.789     0.398     0.039     0.945     0.000     0.016     1.000     2.000     2.000 115
     0.138     0.949    -0.347     1.512    -0.067    -0.933     1.443     0.789     0.398     1.443     0.789     0.398     0.921     0.042     0.037     0.000     1.000     1.000     1.000 115
     1.037    -0.033    -0.591     0.062     1.957     0.265     1.443     0.789     0.398     1.443     0.789     0.398     0.014     0.000     0.986     0.000     1.000     3.000     3.000 115
     0.929    -0.682     0.074    -0.880    -0.093    -0.228     1.443     0.789     0.398     1.443     0.789     0.398     0.834     0.045     0.072     0.049     1.000     1.000     1.000 115
    -0.720    -0.537    -1.373     1.389    -0.245     0.399     1.443     0.789     0.398     1.443     0.789     0.398     0.840     0.143     0.016     0.000     1.000     1.000     1.000 115
     0.615     0.257     0.035     0.725    -0.070     0.009     1.443     0.789     0.398     1.443     0.789     0.398     0.908     0.026     0.065     0.001     1.000     1.000     1.000 115
     0.356     0.042    -0.249     0.869     2.075     0.559     1.443     0.789     0.398     1.443     0.789     0.398     0.015     0.000     0.985     0.000     1.000     3.000     3.000  30
     0.234     0.166     0.768    -0.869     0.231     0.880     1.443     0.789     0.398     1.443     0.789     0.398     0.680     0.006     0.063     0.251     1.000     1.000     1.000  30
     1.678     1.990     0.475    -0.823     1.059     0.803     1.443     0.789     0.398     1.443     0.789     0.398     0.209     0.000     0.601     0.190     1.000     3.000     3.000  30
     1.201     0.563     0.582     0.756     0.518     0.502     1.443     0.789     0.398     1.443     0.789     0.398     0.910     0.001     0.088     0.001     1.000     1.000     1.000  30
     0.166     0.139     0.211    -0.093     0.770     0.521     1.443     0.789     0.398     1.443     0.789     0.398     0.648     0.000     0.326     0.025     1.000     1.000     1.000  30
     0.602     0.643    -1.012    -0.216     1.395     0.950     1.443     0.789     0.398     1.443     0.789     0.398     0.077     0.000     0.910     0.013     1.000     3.000     3.000  30
    -0.270     0.332    -0.611     0.206    -0.415     1.225     1.443     0.789     0.398     1.443     0.789     0.398     0.709     0.095     0.132     0.063     1.000     1.000     1.000  35
    -1.088     0.150    -0.034     0.525    -0.029     1.988     1.443     0.789     0.398     1.443     0.789     0.398     0.785     0.049     0.078     0.088     1.000     1.000     1.000  35
     0.152    -0.306     0.123     0.586    -0.637     0.591     1.443     0.789     0.398     1.443     0.789     0.398     0.720     0.241     0.036     0.003     1.000     1.000     1.000  35
    -1.305    -0.156    -0.063     0.499    -0.701    -1.490     1.443     0.789     0.398     1.443     0.789     0.398     0.499     0.485     0.013     0.004     1.000     1.000     1.000  35
    -1.660     0.278    -0.386    -0.201     0.164     0.085     1.443     0.789     0.398     1.443     0.789     0.398     0.741     0.009     0.139     0.111     1.000     1.000     1.000  35
    -1.387    -1.117    -1.677     0.226     0.058     0.310     1.443     0.789     0.398     1.443     0.789     0.398     0.887     0.057     0.027     0.028     1.000     1.000     1.000  35
    -1.442     1.029     0.377    -1.250     2.570    -0.081     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.000     0.997     0.003     1.000     3.000     3.000 131
     0.751     1.131    -0.816    -0.921     3.250    -0.504     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.000     1.000     0.000     1.000     3.000     3.000 131
     0.574     1.389    -0.278    -0.355     4.731    -0.517     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.000     1.000     0.000     1.000     3.000     3.000 131
    -1.701     1.190    -0.885    -1.415     2.556    -0.497     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.000     0.997     0.002     1.000     3.000     3.000 131
    -0.243     0.826     0.025    -1.240     4.604    -0.414     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.000     1.000     0.000     1.000     3.000     3.000 131
    -0.856     1.657     0.201    -0.844     3.812    -0.158     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.000     1.000     0.000     1.000     3.000     3.000 131
    -0.910    -1.621    -0.220    -1.348     0.231     0.175     1.443     0.789     0.398     1.443     0.789     0.398     0.633     0.013     0.051     0.304     1.000     1.000     1.000  50
     1.051    -1.744     0.465     0.519    -1.288     1.751     1.443     0.789     0.398     1.443     0.789     0.398     0.076     0.920     0.002     0.002     1.000     2.000     2.000  50
    -1.183    -1.556    -1.373     0.046    -1.269     1.494     1.443     0.789     0.398     1.443     0.789     0.398     0.100     0.839     0.006     0.055     1.000     2.000     2.000  50
     1.528    -1.106    -0.630    -0.252    -0.766    -0.926     1.443     0.789     0.398     1.443     0.789     0.398     0.379     0.598     0.020     0.004     1.000     2.000     2.000  50
    -0.706    -0.258    -1.119     0.648     1.027     1.091     1.443     0.789     0.398     1.443     0.789     0.398     0.557     0.000     0.437     0.006     1.000     1.000     1.000  50
     1.119    -0.070     0.162    -0.396    -0.682     1.482     1.443     0.789     0.398     1.443     0.789     0.398     0.484     0.342     0.062     0.113     1.000     1.000     1.000  50
     0.002    -1.047    -0.513     0.365     0.163     2.096     1.443     0.789     0.398     1.443     0.789     0.398     0.829     0.024     0.085     0.063     1.000     1.000     1.000  27
     3.571     0.225     1.169     0.381    -1.328     3.249     1.443     0.789     0.398     1.443     0.789     0.398     0.001     0.999     0.000     0.000     1.000     2.000     2.000  27
     0.533     0.970    -0.083    -0.190     0.094     0.835     1.443     0.789     0.398     1.443     0.789     0.398     0.659     0.007     0.243     0.090     1.000     1.000     1.000  27
     0.111     0.268    -0.083     0.741    -0.267     2.032     1.443     0.789     0.398     1.443     0.789     0.398     0.783     0.120     0.075     0.022     1.000     1.000     1.000  27
    -0.761    -1.063     0.866     0.365     0.387     0.175     1.443     0.789     0.398     1.443     0.789     0.398     0.973     0.006     0.015     0.006     1.000     1.000     1.000  27
     0.983     1.357     0.172     0.689    -0.288     0.175     1.443     0.789     0.398     1.443     0.789     0.398     0.824     0.085     0.088     0.003     1.000     1.000     1.000  27
    -0.679    -0.306    -0.229     1.764    -0.911     0.745     1.443     0.789     0.398     1.443     0.789     0.398     0.393     0.600     0.007     0.000     1.000     2.000     2.000  27
     1.010    -0.575     0.084     0.185    -0.934    -0.100     1.443     0.789     0.398     1.443     0.789     0.398     0.482     0.486     0.029     0.003     1.000     2.000     2.000 121
    -0.325    -0.559    -0.405     0.242     0.381     0.521     1.443     0.789     0.398     1.443     0.789     0.398     0.838     0.002     0.148     0.012     1.000     1.000     1.000 121
     0.316    -1.041    -0.503     0.576    -0.899    -0.273     1.443     0.789     0.398     1.443     0.789     0.398     0.495     0.482     0.022     0.001     1.000     1.000     1.000 121
    -0.052    -0.623    -1.021     0.123    -0.706    -0.292     1.443     0.789     0.398     1.443     0.789     0.398     0.652     0.290     0.048     0.011     1.000     1.000     1.000 121
     2.073    -1.165    -0.591     1.394     0.114     0.226     1.443     0.789     0.398     1.443     0.789     0.398     0.902     0.080     0.018     0.000     1.000     1.000     1.000 121
    -0.066    -0.269     0.093    -0.288     0.125     0.451     1.443     0.789     0.398     1.443     0.789     0.398     0.828     0.008     0.113     0.051     1.000     1.000     1.000 121
    -0.270    -0.076    -0.259     1.826    -0.093    -0.952     1.443     0.789     0.398     1.443     0.789     0.398     0.919     0.070     0.011     0.000     1.000     1.000     1.000 121
     0.547    -0.006     0.563    -0.005     0.507    -0.267     1.443     0.789     0.398     1.443     0.789     0.398     0.896     0.001     0.094     0.009     1.000     1.000     1.000 123
     1.937     1.657    -0.924    -0.437     1.633    -0.100     1.443     0.789     0.398     1.443     0.789     0.398     0.023     0.000     0.974     0.003     1.000     3.000     3.000 123
     0.656     0.584    -0.669    -0.360     0.750    -1.067     1.443     0.789     0.398     1.443     0.789     0.398     0.539     0.000     0.441     0.020     1.000     1.000     1.000 123
    -0.325     0.997    -1.168    -1.327    -0.471    -0.459     1.443     0.789     0.398     1.443     0.789     0.398     0.352     0.079     0.100     0.469     1.000     4.000     4.000 123
    -0.447    -0.532    -1.002    -0.350     0.350    -0.939     1.443     0.789     0.398     1.443     0.789     0.398     0.835     0.003     0.126     0.036     1.000     1.000     1.000 123
    -0.039     0.348     1.658    -0.633     0.516    -0.677     1.443     0.789     0.398     1.443     0.789     0.398     0.911     0.003     0.007     0.079     1.000     1.000     1.000 123
     0.438     1.239     0.602    -0.659     2.678    -0.734     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.000     0.999     0.000     1.000     3.000     3.000 123
     1.596    -0.805     0.504     3.205    -1.833     1.366     1.443     0.789     0.398     1.443     0.789     0.398     0.011     0.989     0.000     0.000     1.000     2.000     2.000  45
     1.215     0.783     1.091     0.267    -1.536     0.687     1.443     0.789     0.398     1.443     0.789     0.398     0.181     0.801     0.011     0.008     1.000     2.000     2.000  45
     0.302    -1.782     1.228    -0.911    -1.681     1.149     1.443     0.789     0.398     1.443     0.789     0.398     0.050     0.880     0.001     0.070     1.000     2.000     2.000  45
     1.514    -2.200     3.301    -0.607    -1.854     2.064     1.443     0.789     0.398     1.443     0.789     0.398     0.000     0.999     0.000     0.000     1.000     2.000     2.000  45
     0.533    -1.358    -1.452    -0.978    -1.607    -0.504     1.443     0.789     0.398     1.443     0.789     0.398     0.136     0.790     0.023     0.052     1.000     2.000     2.000  45
     2.114    -0.907    -1.178    -0.833    -1.577     0.995     1.443     0.789     0.398     1.443     0.789     0.398     0.074     0.877     0.025     0.024     1.000     2.000     2.000  45
     0.847    -1.819     1.433    -0.242    -1.760    -0.126     1.443     0.789     0.398     1.443     0.789     0.398     0.049     0.948     0.000     0.003     1.000     2.000     2.000  45
    -0.951     0.836    -0.181    -0.911    -0.084     0.021     1.443     0.789     0.398     1.443     0.789     0.398     0.472     0.015     0.130     0.383     1.000     1.000     1.000  72
    -0.011     0.150    -0.083    -0.247    -0.056    -0.555     1.443     0.789     0.398     1.443     0.789     0.398     0.843     0.019     0.108     0.030     1.000     1.000     1.000  72
    -0.052     0.820    -0.523    -0.905     0.382     0.924     1.443     0.789     0.398     1.443     0.789     0.398     0.337     0.001     0.304     0.358     1.000     4.000     4.000  72
    -2.014     1.078     0.064    -0.936    -0.177    -1.215     1.443     0.789     0.398     1.443     0.789     0.398     0.387     0.077     0.039     0.497     1.000     4.000     4.000  72
     0.929     1.346     0.172    -1.744    -0.122     0.399     1.443     0.789     0.398     1.443     0.789     0.398     0.363     0.027     0.119     0.490     1.000     4.000     4.000  72
     1.024     1.679     0.093     0.087    -0.306    -0.395     1.443     0.789     0.398     1.443     0.789     0.398     0.746     0.085     0.140     0.028     1.000     1.000     1.000  72
    -0.297     0.284     0.132    -1.152    -0.157    -0.068     1.443     0.789     0.398     1.443     0.789     0.398     0.615     0.028     0.095     0.262     1.000     1.000     1.000  72
     1.759    -0.838     0.690    -0.221    -0.772     0.816     1.443     0.789     0.398     1.443     0.789     0.398     0.302     0.683     0.007     0.007     1.000     2.000     2.000  78
     1.119     0.032    -0.718    -0.113     0.308     0.149     1.443     0.789     0.398     1.443     0.789     0.398     0.752     0.003     0.233     0.012     1.000     1.000     1.000  78
    -0.420    -0.258     0.797     0.396    -0.710    -0.139     1.443     0.789     0.398     1.443     0.789     0.398     0.612     0.375     0.009     0.005     1.000     1.000     1.000  78
     0.098    -0.660     1.638     0.566    -0.653     1.149     1.443     0.789     0.398     1.443     0.789     0.398     0.302     0.695     0.000     0.003     1.000     2.000     2.000  78
     0.234    -0.033     0.465    -0.746     1.275     0.495     1.443     0.789     0.398     1.443     0.789     0.398     0.316     0.000     0.626     0.058     1.000     3.000     3.000  78
     1.378     0.740    -0.092    -1.194     0.526     1.277     1.443     0.789     0.398     1.443     0.789     0.398     0.363     0.001     0.344     0.291     1.000     1.000     1.000  78
     1.160    -0.505    -0.660    -1.358     0.733     1.834     1.443     0.789     0.398     1.443     0.789     0.398     0.296     0.000     0.294     0.410     1.000     4.000     4.000  78
    -1.033     1.088    -0.572    -1.739    -0.331     0.726     1.443     0.789     0.398     1.443     0.789     0.398     0.117     0.021     0.047     0.814     1.000     4.000     4.000  34
    -0.842    -0.859    -0.454    -1.451    -0.024    -0.766     1.443     0.789     0.398     1.443     0.789     0.398     0.669     0.037     0.060     0.233     1.000     1.000     1.000  34
    -0.543     0.311    -0.259    -1.039     0.995     1.091     1.443     0.789     0.398     1.443     0.789     0.398     0.200     0.000     0.513     0.287     1.000     3.000     3.000  34
    -1.101    -0.317    -1.432     0.020    -1.611    -2.822     1.443     0.789     0.398     1.443     0.789     0.398     0.042     0.946     0.002     0.010     1.000     2.000     2.000  34
     2.345    -0.478     0.113    -2.402    -1.260    -2.303     1.443     0.789     0.398     1.443     0.789     0.398     0.012     0.986     0.000     0.002     1.000     2.000     2.000  34
     1.337     0.423    -0.288    -0.381     1.194     0.489     1.443     0.789     0.398     1.443     0.789     0.398     0.191     0.000     0.799     0.010     1.000     3.000     3.000  34
    -0.338    -0.360     0.103    -1.317    -1.113    -1.477     1.443     0.789     0.398     1.443     0.789     0.398     0.248     0.616     0.019     0.116     1.000     2.000     2.000  34
     0.520    -1.272     0.162    -0.453     0.136    -1.554     1.443     0.789     0.398     1.443     0.789     0.398     0.922     0.033     0.028     0.018     1.000     1.000     1.000 142
    -1.224    -0.542     0.044    -0.998     1.093    -1.445     1.443     0.789     0.398     1.443     0.789     0.398     0.568     0.000     0.301     0.130     1.000     1.000     1.000 142
     0.329    -0.682    -0.092    -1.065     0.075    -0.645     1.443     0.789     0.398     1.443     0.789     0.398     0.816     0.017     0.088     0.079     1.000     1.000     1.000 142
    -1.224     0.530    -1.452    -2.094     0.809    -1.125     1.443     0.789     0.398     1.443     0.789     0.398     0.333     0.000     0.178     0.489     1.000     4.000     4.000 142
    -1.074     2.360     0.211    -1.075    -0.253     0.803     1.443     0.789     0.398     1.443     0.789     0.398     0.043     0.008     0.018     0.932     1.000     4.000     4.000 142
    -1.006     2.167     0.250    -1.034    -0.249     0.822     1.443     0.789     0.398     1.443     0.789     0.398     0.063     0.010     0.023     0.904     1.000     4.000     4.000 142
    -0.761     0.026    -0.259    -1.250     0.903    -0.216     1.443     0.789     0.398     1.443     0.789     0.398     0.384     0.000     0.439     0.177     1.000     3.000     3.000 142
    -0.883    -0.403    -1.129     0.118     0.547     1.168     1.443     0.789     0.398     1.443     0.789     0.398     0.721     0.001     0.214     0.064     1.000     1.000     1.000  26
    -0.597    -0.414    -0.484    -1.281     1.672    -0.081     1.443     0.789     0.398     1.443     0.789     0.398     0.051     0.000     0.921     0.027     1.000     3.000     3.000  26
    -0.870    -0.204    -0.787     0.000     0.490     0.988     1.443     0.789     0.398     1.443     0.789     0.398     0.685     0.001     0.245     0.069     1.000     1.000     1.000  26
    -0.406     0.246    -0.533    -0.499     0.779     1.309     1.443     0.789     0.398     1.443     0.789     0.398     0.335     0.000     0.462     0.202     1.000     3.000     3.000  26
    -1.305    -0.317    -1.295    -0.381     1.313     1.161     1.443     0.789     0.398     1.443     0.789     0.398     0.204     0.000     0.664     0.132     1.000     3.000     3.000  26
    -0.216    -0.972    -0.943     0.139     2.547     0.976     1.443     0.789     0.398     1.443     0.789     0.398     0.001     0.000     0.999     0.000     1.000     3.000     3.000  26
    -0.815    -0.210    -0.376    -1.055     0.820     0.969     1.443     0.789     0.398     1.443     0.789     0.398     0.320     0.000     0.350     0.330     1.000     3.000     3.000  26
    -1.088    -0.714    -1.256     0.329     1.960     1.174     1.443     0.789     0.398     1.443     0.789     0.398     0.032     0.000     0.965     0.003     1.000     3.000     3.000  26
     0.261     0.895     0.367    -0.489     0.355     2.698     1.443     0.789     0.398     1.443     0.789     0.398     0.097     0.001     0.036     0.866     1.000     4.000     4.000   3
    -0.188    -1.787    -0.601     0.988    -0.492     0.053     1.443     0.789     0.398     1.443     0.789     0.398     0.617     0.374     0.009     0.000     1.000     1.000     1.000   3
    -0.366     0.396     0.700     0.350    -0.652    -0.382     1.443     0.789     0.398     1.443     0.789     0.398     0.695     0.279     0.018     0.008     1.000     1.000     1.000   3
    -0.584    -0.247    -0.425    -0.484    -0.590     1.091     1.443     0.789     0.398     1.443     0.789     0.398     0.508     0.153     0.085     0.254     1.000     1.000     1.000   3
    -0.161    -0.172    -0.581     0.396     0.579     1.149     1.443     0.789     0.398     1.443     0.789     0.398     0.717     0.000     0.269     0.014     1.000     1.000     1.000   3
    -0.270    -0.296    -1.510    -0.324     0.300     0.463     1.443     0.789     0.398     1.443     0.789     0.398     0.767     0.004     0.143     0.087     1.000     1.000     1.000   3
    -0.829    -0.773    -0.435    -1.014    -0.653     2.333     1.443     0.789     0.398     1.443     0.789     0.398     0.063     0.102     0.009     0.826     1.000     4.000     4.000   3
     0.411    -0.457     0.533    -0.350     0.862     1.014     1.443     0.789     0.398     1.443     0.789     0.398     0.708     0.000     0.231     0.061     1.000     1.000     1.000   3
    -0.420     0.262    -1.354     0.941     0.243    -0.260     1.443     0.789     0.398     1.443     0.789     0.398     0.917     0.006     0.076     0.001     1.000     1.000     1.000  69
     0.084     0.756     0.788    -0.329    -0.828    -0.465     1.443     0.789     0.398     1.443     0.789     0.398     0.544     0.371     0.025     0.059     1.000     1.000     1.000  69
     2.781     0.836     0.543    -0.124    -0.190     1.136     1.443     0.789     0.398     1.443     0.789     0.398     0.589     0.351     0.045     0.015     1.000     1.000     1.000  69
     0.833    -0.178    -0.523    -0.581     0.552    -0.132     1.443     0.789     0.398     1.443     0.789     0.398     0.654     0.000     0.316     0.030     1.000     1.000     1.000  69
    -1.019     0.294    -1.373     1.312     0.427    -0.901     1.443     0.789     0.398     1.443     0.789     0.398     0.949     0.004     0.047     0.000     1.000     1.000     1.000  69
     0.561    -0.360    -0.992     1.152    -0.298     0.284     1.443     0.789     0.398     1.443     0.789     0.398     0.854     0.110     0.035     0.000     1.000     1.000     1.000  69
     2.345     0.997     0.084    -0.659    -0.386    -0.267     1.443     0.789     0.398     1.443     0.789     0.398     0.587     0.291     0.095     0.028     1.000     1.000     1.000  69
     1.310     1.072    -0.650    -0.484     0.645    -0.107     1.443     0.789     0.398     1.443     0.789     0.398     0.430     0.000     0.537     0.033     1.000     3.000     3.000  69
    -0.747    -2.200     0.172     0.113    -1.161     1.206     1.443     0.789     0.398     1.443     0.789     0.398     0.113     0.868     0.003     0.017     1.000     2.000     2.000  43
     2.427    -1.868    -0.249     0.447    -0.167     1.699     1.443     0.789     0.398     1.443     0.789     0.398     0.417     0.572     0.010     0.002     1.000     2.000     2.000  43
    -1.496     0.386    -1.090     0.823    -0.261    -0.055     1.443     0.789     0.398     1.443     0.789     0.398     0.836     0.110     0.051     0.004     1.000     1.000     1.000  43
    -0.352    -1.862    -0.513     0.952     0.163     0.117     1.443     0.789     0.398     1.443     0.789     0.398     0.952     0.028     0.020     0.000     1.000     1.000     1.000  43
     0.833    -1.417     0.181    -0.813     0.010     0.643     1.443     0.789     0.398     1.443     0.789     0.398     0.822     0.046     0.048     0.084     1.000     1.000     1.000  43
     1.569    -0.993     0.719     0.231    -1.290     0.130     1.443     0.789     0.398     1.443     0.789     0.398     0.152     0.844     0.004     0.001     1.000     2.000     2.000  43
     0.983    -0.961     1.345    -0.350    -0.668    -1.336     1.443     0.789     0.398     1.443     0.789     0.398     0.253     0.743     0.001     0.004     1.000     2.000     2.000  43
    -0.979    -1.428     0.260    -0.103    -1.431    -0.228     1.443     0.789     0.398     1.443     0.789     0.398     0.189     0.785     0.009     0.017     1.000     2.000     2.000  43
    -0.025     0.471    -0.200    -0.756    -0.639     1.123     1.443     0.789     0.398     1.443     0.789     0.398     0.377     0.113     0.107     0.404     1.000     4.000     4.000  73
     0.166     0.042    -0.836    -1.657    -0.854    -0.696     1.443     0.789     0.398     1.443     0.789     0.398     0.371     0.341     0.072     0.216     1.000     1.000     1.000  73
    -0.597     2.247     0.172    -0.638     0.072     1.603     1.443     0.789     0.398     1.443     0.789     0.398     0.054     0.002     0.032     0.912     1.000     4.000     4.000  73
     1.433     1.410     0.230     0.309    -0.820     1.129     1.443     0.789     0.398     1.443     0.789     0.398     0.426     0.474     0.076     0.024     1.000     2.000     2.000  73
