    -0.244     0.198     1.287    -1.825     0.970    -0.523     0.000     0.000     0.000     0.000     0.000     0.000     0.035     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.008     0.957     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     5.000     3.000    19.000  582   8
    -0.617     1.700    -0.987    -1.753     1.321    -0.981     0.000     0.000     0.000     0.000     0.000     0.000     0.034     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.963     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     5.000     3.000    19.000  583   8
    -0.005    -0.346    -0.633    -1.530     0.382    -0.709     0.000     0.000     0.000     0.000     0.000     0.000     0.029     0.006     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.024     0.938     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     5.000     3.000    19.000  584   8
     0.408     0.528     1.076    -1.367     2.935    -1.087     0.000     0.000     0.000     0.000     0.000     0.000     0.035     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.964     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     5.000     3.000    19.000  585   8
    -1.521     0.389    -0.280    -1.504     1.433    -1.309     0.000     0.000     0.000     0.000     0.000     0.000     0.034     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.005     0.960     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     5.000     3.000    19.000  586   8
    -0.643     1.056    -0.051    -0.203    -0.294     0.104     0.000     0.002     0.016     0.548     0.000     0.001     0.059     0.125     0.006     0.000     0.000     0.011     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.019     0.009     0.201     1.000     4.000     4.000  903   9
    -0.510     1.370    -0.328    -0.773     0.563     0.864     0.000     0.000     0.007     0.559     0.000     0.000     0.031     0.154     0.004     0.000     0.000     0.013     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.005     0.225     1.000     4.000     4.000  904   9
     0.275     1.519    -1.264    -1.388    -0.557     0.870     0.000     0.000     0.010     0.556     0.000     0.000     0.042     0.143     0.009     0.000     0.000     0.008     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.007     0.223     1.000     4.000     4.000  905   9
    -1.721     0.592    -0.681    -0.437     0.688     2.065     0.000     0.000     0.000     0.566     0.000     0.000     0.000     0.185     0.002     0.000     0.000     0.015     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.230     1.000     4.000     4.000  906   9
     0.088    -0.916     2.089    -0.645    -1.953    -0.292     0.000     0.245     0.316     0.006     0.000     0.009     0.176     0.000     0.000     0.017     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.210     0.020     0.000     1.000     3.000     3.000  907   9
     2.031     0.715     1.181     0.102    -0.720    -0.128     0.000     0.000     0.000     0.000     0.000     0.004     0.016     0.008     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.437     0.530     0.003     0.000     0.000     0.000     0.000     0.000     0.002     0.000     0.000     5.000     3.000    19.000 1285  24
     0.541    -0.479     2.939    -0.371     0.632    -1.287     0.000     0.000     0.000     0.000     0.000     0.002     0.025     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.236     0.733     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.000     5.000     3.000    19.000 1286  24
     0.860     1.311     1.516    -1.804     0.720    -0.142     0.000     0.000     0.000     0.000     0.000     0.000     0.027     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.004     0.965     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.002     0.000     5.000     3.000    19.000 1287  24
    -0.391     1.274     1.239    -0.889     0.382     0.534     0.000     0.000     0.000     0.000     0.000     0.000     0.023     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.964     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.002     5.000     3.000    19.000 1288  24
     0.940     0.853     0.828    -1.194     0.651    -0.809     0.000     0.000     0.000     0.000     0.000     0.000     0.026     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.015     0.954     0.001     0.000     0.000     0.000     0.000     0.000     0.001     0.001     0.001     5.000     3.000    19.000 1289  24
     2.403     2.185     1.602     0.041     0.194    -0.135     0.000     0.003     0.006     0.003     0.000     0.000     0.005     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.111     0.000     0.000     0.000     0.721     0.115     0.032     7.000     2.000    26.000  176  81
    -0.537     0.992     4.209     0.295    -2.904    -1.734     0.000     0.010     0.001     0.000     0.000     0.002     0.004     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.111     0.000     0.000     0.000     0.860     0.008     0.000     7.000     2.000    26.000  177  81
    -0.510    -0.437     0.589     0.046    -1.008    -0.395     0.000     0.002     0.001     0.009     0.000     0.000     0.003     0.002     0.001     0.001     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.110     0.000     0.001     0.000     0.682     0.028     0.158     7.000     2.000    26.000  178  81
    -0.843     0.794    -0.404     0.483     0.094     1.117     0.000     0.000     0.000     0.012     0.000     0.000     0.000     0.006     0.001     0.000     0.000     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.040     0.008     0.000     0.063     0.000     0.002     0.001     0.865     7.000     4.000    28.000  179  81
     0.926    -0.463     0.035     1.027    -1.227    -0.411     0.000     0.004     0.000     0.008     0.000     0.002     0.000     0.004     0.001     0.002     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.110     0.000     0.000     0.000     0.790     0.001     0.077     7.000     2.000    26.000  180  81
    -1.867     1.263    -0.949     0.285    -0.789     1.199     0.000     0.000     0.000     0.012     0.000     0.000     0.000     0.006     0.002     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.081     0.005     0.000     0.024     0.000     0.004     0.002     0.862     7.000     4.000    28.000  181  81
     0.394    -0.005    -0.242     0.920     0.513     2.232     0.000     0.000     0.000     0.945     0.000     0.000     0.000     0.030     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.024     1.000     4.000     4.000  945  13
     0.275     0.219     0.732    -0.798     0.914     0.294     0.000     0.006     0.114     0.825     0.000     0.000     0.021     0.009     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.004     0.017     1.000     4.000     4.000  946  13
     1.778     1.946     0.465    -0.732     0.814     1.137     0.000     0.000     0.015     0.930     0.000     0.000     0.006     0.024     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.023     1.000     4.000     4.000  947  13
