     0.084     0.380     1.355    -1.435    -0.504     1.053    -0.223     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.096     0.000     0.520     0.000     0.274     0.016     0.092     0.000     3.000     3.000    11.000  11
    -0.679     1.818    -0.855    -1.883    -1.042     1.322    -0.026     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.012     0.000     0.565     0.039     0.002     0.370     0.010     0.000     3.000     3.000    11.000  11
     0.084    -0.489    -0.728    -1.518    -0.754     0.297     2.379     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.002     0.003     0.000     0.612     0.000     0.026     0.000     0.355     3.000     4.000    12.000  11
     0.384     0.520     1.276    -1.343    -1.154     3.031     0.309     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.002     0.000     0.603     0.012     0.002     0.084     0.295     0.001     3.000     3.000    11.000  11
    -1.483     0.402    -0.044    -0.931    -1.279     1.277     0.915     0.000     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.043     0.000     0.205     0.369     0.001     0.343     0.028     0.009     3.000     4.000    12.000  11
    -0.679     1.088    -0.073    -0.175    -0.002    -0.286    -0.154     0.010     0.120     0.002     0.013     0.665     0.000     0.005     0.184     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000  25
    -0.570     1.373    -0.347    -0.792     0.760     0.572    -0.739     0.005     0.126     0.000     0.013     0.389     0.000     0.000     0.465     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     4.000     8.000  25
     0.261     1.561    -1.305    -1.451     0.735    -0.504     0.490     0.000     0.078     0.000     0.067     0.029     0.000     0.000     0.825     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     4.000     8.000  25
    -1.769     0.552    -0.738    -0.406     1.937     0.713     0.516     0.000     0.024     0.000     0.121     0.002     0.000     0.000     0.852     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     2.000     4.000     8.000  25
    -0.011    -0.902     2.049    -0.607    -0.350    -1.977    -1.522     0.002     0.000     0.143     0.000     0.049     0.000     0.805     0.000     0.000     0.000     0.001     0.000     0.000     0.000     0.000     0.000     2.000     3.000     7.000  25
     2.277     2.108     1.482    -0.113    -0.119     0.194    -0.191     0.001     0.001     0.014     0.004     0.279     0.000     0.297     0.404     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     4.000     8.000 102
    -0.611    -0.360     0.602     0.020    -0.443    -1.125    -1.522     0.005     0.001     0.014     0.000     0.560     0.000     0.419     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 102
    -0.747     0.868    -0.435     0.483     1.022     0.194    -0.276     0.001     0.017     0.000     0.002     0.523     0.000     0.000     0.456     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 102
     1.092    -0.467     0.015     1.060    -0.500    -1.259    -0.771     0.002     0.006     0.012     0.000     0.622     0.000     0.352     0.006     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 102
    -1.809     1.271    -0.963     0.180     1.148    -0.754    -0.809     0.000     0.019     0.000     0.000     0.491     0.000     0.000     0.488     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 102
     0.751     1.587     0.416     1.044    -0.804    -0.280     0.160     0.007     0.098     0.054     0.042     0.004     0.000     0.001     0.003     0.198     0.000     0.584     0.005     0.002     0.001     0.001     0.000     3.000     3.000    11.000 124
     0.956     0.622    -1.334    -0.808    -0.628     1.193    -0.191     0.000     0.184     0.005     0.011     0.001     0.000     0.001     0.007     0.085     0.000     0.695     0.008     0.000     0.004     0.000     0.000     3.000     3.000    11.000 124
     1.378     0.048     0.201    -0.756    -0.780     0.137    -0.452     0.018     0.074     0.097     0.011     0.005     0.000     0.002     0.001     0.150     0.000     0.637     0.000     0.003     0.000     0.000     0.000     3.000     3.000    11.000 124
    -0.148     0.123     0.015     0.617    -0.703     1.373    -0.574     0.004     0.164     0.030     0.003     0.005     0.000     0.003     0.001     0.108     0.000     0.679     0.000     0.003     0.001     0.000     0.000     3.000     3.000    11.000 124
    -0.393     0.509    -0.464    -0.895    -0.224     1.398     1.299     0.000     0.081     0.000     0.119     0.000     0.000     0.000     0.008     0.046     0.000     0.004     0.737     0.000     0.003     0.000     0.001     3.000     4.000    12.000 124
     1.392     0.101    -0.014    -0.334    -0.037    -1.010    -0.660     0.000     0.000     0.000     0.000     0.928     0.000     0.036     0.036     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 130
    -0.134     0.815    -0.982    -0.844     2.281    -0.926    -0.399     0.000     0.000     0.000     0.000     0.014     0.000     0.000     0.986     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     4.000     8.000 130
    -0.774     0.311    -0.738     1.409    -1.056    -1.131    -1.154     0.000     0.000     0.000     0.000     0.147     0.000     0.850     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     3.000     7.000 130
     1.065     0.209     0.348    -2.022     0.503    -0.741    -0.718     0.000     0.000     0.000     0.000     0.890     0.000     0.005     0.105     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 130
     0.220     0.697     0.445    -1.487     1.035    -0.113    -0.484     0.000     0.000     0.000     0.000     0.672     0.000     0.000     0.328     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 130
    -0.475    -0.140    -0.445    -0.617     1.514    -0.645    -0.676     0.005     0.031     0.000     0.005     0.650     0.000     0.000     0.309     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 134
    -1.333     0.911    -0.611    -1.101     0.133     0.880    -0.537     0.000     0.041     0.000     0.001     0.388     0.000     0.016     0.554     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     4.000     8.000 134
    -0.434     0.745    -0.611     1.096     1.226    -0.862    -0.404     0.002     0.037     0.000     0.003     0.700     0.000     0.000     0.258     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 134
     0.166    -0.500    -0.855    -0.113     1.088    -0.529    -0.255     0.002     0.037     0.000     0.003     0.720     0.000     0.000     0.238     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 134
     0.016     0.160     0.357     0.401     0.736    -1.176    -1.064     0.030     0.012     0.000     0.000     0.950     0.000     0.001     0.007     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 134
    -0.761    -0.022     0.299     1.970    -1.574    -0.632    -0.814     0.000     0.003     0.008     0.000     0.096     0.000     0.875     0.004     0.000     0.000     0.014     0.000     0.000     0.000     0.000     0.000     2.000     3.000     7.000  62
     0.574     0.831     1.570     1.147    -1.451    -1.413    -1.671     0.000     0.000     0.011     0.000     0.015     0.000     0.959     0.000     0.000     0.000     0.014     0.000     0.000     0.000     0.000     0.000     2.000     3.000     7.000  62
    -1.115     1.936    -0.278     0.365     0.044    -0.414     0.825     0.000     0.006     0.000     0.005     0.094     0.000     0.000     0.880     0.007     0.000     0.000     0.007     0.000     0.000     0.000     0.000     2.000     4.000     8.000  62
     0.452    -0.221     0.191    -0.448    -0.188    -2.310    -0.936     0.003     0.003     0.005     0.000     0.786     0.000     0.181     0.007     0.004     0.000     0.010     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000  62
     0.806     0.874    -0.513     1.739    -0.367    -1.356    -0.479     0.000     0.008     0.002     0.000     0.655     0.000     0.282     0.038     0.002     0.000     0.012     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000  62
    -0.706     0.262     0.103     0.036     0.660    -1.099    -0.149     0.002     0.008     0.000     0.001     0.894     0.000     0.000     0.080     0.014     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000  62
     0.098    -0.923     1.257     1.749    -0.510     0.041    -0.090     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.086     0.000     0.914     0.000     0.000     0.000     0.000     0.000     3.000     3.000    11.000  64
     0.983    -0.720    -1.080     0.972    -0.580    -0.497     0.181     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.246     0.000     0.752     0.002     0.000     0.000     0.000     0.000     3.000     3.000    11.000  64
     0.997    -0.939     0.396     1.358    -0.269    -0.273    -0.058     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.407     0.000     0.593     0.000     0.000     0.000     0.000     0.000     3.000     3.000    11.000  64
     1.841     0.917     1.619     1.163    -1.062     0.976    -0.154     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.006     0.000     0.994     0.000     0.000     0.000     0.000     0.000     3.000     3.000    11.000  64
    -0.120     0.348     1.677    -0.021    -0.411     1.097     0.804     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.478     0.000     0.500     0.022     0.000     0.000     0.000     0.000     3.000     3.000    11.000  64
     1.174    -0.972     2.098     0.720    -0.976    -0.600    -0.771     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     0.000     0.000     0.000     3.000     3.000    11.000  64
    -0.829     0.273    -0.298    -1.060     0.160     0.041     0.304     0.010     0.588     0.001     0.091     0.084     0.000     0.000     0.075     0.140     0.000     0.005     0.005     0.000     0.000     0.000     0.000     1.000     2.000     2.000   2
    -0.297     0.171     1.404    -0.489    -0.644     0.495     0.367     0.072     0.135     0.372     0.112     0.126     0.000     0.015     0.018     0.058     0.000     0.092     0.000     0.000     0.000     0.000     0.000     1.000     3.000     3.000   2
    -0.597     0.488    -0.405    -1.173    -0.232     0.354    -0.777     0.028     0.629     0.024     0.009     0.127     0.000     0.011     0.022     0.076     0.000     0.073     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000   2
    -0.665    -0.167    -0.533    -0.139    -1.096     0.021    -0.351     0.012     0.583     0.086     0.011     0.097     0.000     0.040     0.023     0.025     0.000     0.124     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000   2
    -1.305    -0.140    -0.132    -1.374    -0.761    -1.279    -1.069     0.025     0.313     0.352     0.001     0.051     0.000     0.107     0.002     0.007     0.000     0.143     0.000     0.000     0.000     0.000     0.000     1.000     3.000     3.000   2
     0.043     0.793    -1.285    -1.425    -0.814    -0.184    -0.420     0.004     0.631     0.042     0.015     0.055     0.000     0.039     0.065     0.016     0.000     0.133     0.000     0.000     0.000     0.000     0.000     1.000     2.000     2.000   2
    -0.134     0.123     2.626    -0.993    -0.977    -0.369    -1.197     0.000     0.000     0.009     0.000     0.013     0.000     0.978     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     3.000     7.000 115
     0.138     0.949    -0.347     1.512    -0.067    -0.933    -0.825     0.001     0.008     0.001     0.000     0.882     0.000     0.088     0.021     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 115
     1.037    -0.033    -0.591     0.062     1.957     0.265    -0.218     0.000     0.002     0.000     0.007     0.058     0.000     0.000     0.932     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     4.000     8.000 115
     0.929    -0.682     0.074    -0.880    -0.093    -0.228    -1.181     0.003     0.004     0.002     0.000     0.884     0.000     0.096     0.011     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 115
    -0.720    -0.537    -1.373     1.389    -0.245     0.399    -0.319     0.000     0.009     0.000     0.000     0.649     0.001     0.264     0.077     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 115
     0.615     0.257     0.035     0.725    -0.070     0.009    -0.814     0.003     0.006     0.001     0.000     0.936     0.000     0.035     0.020     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     2.000     1.000     5.000 115
     0.356     0.042    -0.249     0.869     2.075     0.559     1.096     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.021     0.000     0.000     0.977     0.000     0.000     0.000     0.001     3.000     4.000    12.000  30
     0.234     0.166     0.768    -0.869     0.231     0.880     0.133     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.947     0.000     0.040     0.012     0.001     0.000     0.000     0.000     3.000     1.000     9.000  30
     1.678     1.990     0.475    -0.823     1.059     0.803     0.804     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.035     0.000     0.000     0.963     0.000     0.000     0.000     0.001     3.000     4.000    12.000  30
