     0.084     0.380     1.354    -1.438     1.056    -0.222    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.537     0.000     0.459     0.000     0.000     0.003     2.000     1.000     4.000   75  11
    -0.678     1.818    -0.855    -1.885     1.325    -0.024    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.927     0.000     0.070     0.001     0.000     0.002     2.000     1.000     4.000   76  11
     0.084    -0.489    -0.728    -1.520     0.299     2.399    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.997     0.000     0.000     0.003     0.000     0.000     2.000     1.000     4.000   77  11
     0.384     0.520     1.276    -1.345     3.038     0.314    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.989     0.000     0.008     0.003     0.000     0.001     2.000     1.000     4.000   78  11
    -1.482     0.402    -0.043    -0.933     1.280     0.925    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.989     0.000     0.007     0.003     0.000     0.001     2.000     1.000     4.000   79  11
    -0.678     1.088    -0.073    -0.176    -0.285    -0.152    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.002     0.021     0.004     0.000     0.004     0.031     0.002     0.936     3.000     3.000     9.000  108  25
    -0.570     1.372    -0.347    -0.794     0.575    -0.742    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.008     0.015     0.005     0.000     0.003     0.044     0.013     0.911     3.000     3.000     9.000  109  25
     0.261     1.560    -1.305    -1.453    -0.503     0.496    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.001     0.000     0.022     0.008     0.000     0.001     0.235     0.000     0.734     3.000     3.000     9.000  110  25
    -1.768     0.552    -0.738    -0.408     0.716     0.523    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.001     0.000     0.022     0.008     0.000     0.001     0.283     0.000     0.686     3.000     3.000     9.000  111  25
    -0.011    -0.902     2.048    -0.609    -1.978    -1.530    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.023     0.000     0.001     0.000     0.007     0.000     0.943     0.025     3.000     2.000     8.000  112  25
     2.277     2.107     1.482    -0.114     0.196    -0.190    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.156     0.000     0.000     0.000     0.012     0.000     0.831     3.000     3.000     9.000  996 102
    -0.610    -0.360     0.602     0.019    -1.125    -1.530    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.156     0.001     0.000     0.000     0.000     0.002     0.696     0.145     3.000     2.000     8.000  997 102
    -0.747     0.868    -0.434     0.483     0.196    -0.275    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.001     0.020     0.136     0.000     0.000     0.000     0.022     0.003     0.818     3.000     3.000     9.000  998 102
     1.092    -0.467     0.015     1.059    -1.260    -0.774    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.122     0.034     0.000     0.000     0.000     0.003     0.073     0.766     3.000     3.000     9.000  999 102
    -1.809     1.271    -0.962     0.179    -0.753    -0.811    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.076     0.081     0.000     0.000     0.000     0.013     0.020     0.810     3.000     3.000     9.000 1000 102
     0.751     1.587     0.416     1.044    -0.279     0.164    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.178     0.000     0.174     0.019     0.000     0.629     3.000     3.000     9.000 1519 124
     0.956     0.622    -1.334    -0.809     1.197    -0.190    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.281     0.000     0.071     0.067     0.001     0.580     3.000     3.000     9.000 1520 124
     1.378     0.048     0.201    -0.758     0.138    -0.452    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.129     0.000     0.223     0.011     0.005     0.632     3.000     3.000     9.000 1521 124
    -0.147     0.123     0.015     0.617     1.376    -0.576    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.205     0.000     0.147     0.025     0.019     0.604     3.000     3.000     9.000 1522 124
    -0.393     0.509    -0.464    -0.897     1.402     1.311    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.000     0.352     0.000     0.000     0.633     0.000     0.015     3.000     1.000     7.000 1523 124
     1.391     0.101    -0.014    -0.336    -1.010    -0.661    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.036     0.032     0.001     0.000     0.002     0.008     0.027     0.894     3.000     3.000     9.000 1635 130
    -0.134     0.815    -0.982    -0.845    -0.926    -0.399    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.019     0.049     0.001     0.000     0.001     0.023     0.010     0.897     3.000     3.000     9.000 1636 130
    -0.774     0.311    -0.738     1.409    -1.132    -1.160    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.064     0.005     0.000     0.000     0.002     0.004     0.237     0.688     3.000     3.000     9.000 1637 130
     1.065     0.209     0.348    -2.024    -0.740    -0.720    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.041     0.028     0.001     0.000     0.002     0.009     0.035     0.885     3.000     3.000     9.000 1638 130
     0.220     0.697     0.445    -1.489    -0.112    -0.484    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.026     0.042     0.001     0.000     0.001     0.017     0.015     0.897     3.000     3.000     9.000 1639 130
    -0.474    -0.140    -0.444    -0.619    -0.644    -0.677    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.090     0.021     0.001     0.000     0.002     0.012     0.092     0.782     3.000     3.000     9.000 1670 134
    -1.332     0.911    -0.610    -1.103     0.883    -0.538    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.001     0.031     0.079     0.002     0.000     0.001     0.054     0.009     0.824     3.000     3.000     9.000 1671 134
    -0.433     0.745    -0.610     1.095    -0.862    -0.404    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.031     0.079     0.001     0.000     0.002     0.008     0.009     0.869     3.000     3.000     9.000 1672 134
     0.166    -0.499    -0.855    -0.114    -0.529    -0.254    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.036     0.074     0.001     0.000     0.002     0.016     0.011     0.859     3.000     3.000     9.000 1673 134
     0.016     0.160     0.357     0.400    -1.177    -1.069    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.106     0.005     0.001     0.000     0.002     0.004     0.328     0.555     3.000     3.000     9.000 1674 134
    -0.760    -0.022     0.299     1.971    -0.631    -0.817    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.296     0.064     0.000     0.000     0.001     0.001     0.071     0.567     3.000     3.000     9.000  418  62
     0.574     0.831     1.569     1.147    -1.414    -1.680    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.355     0.005     0.000     0.000     0.001     0.001     0.426     0.213     3.000     2.000     8.000  419  62
    -1.114     1.936    -0.278     0.364    -0.413     0.834    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.044     0.000     0.316     0.001     0.000     0.000     0.291     0.000     0.348     3.000     3.000     9.000  420  62
     0.452    -0.220     0.191    -0.449    -2.312    -0.940    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.352     0.008     0.000     0.000     0.000     0.004     0.337     0.298     3.000     2.000     8.000  421  62
     0.806     0.874    -0.513     1.739    -1.356    -0.479    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.066     0.294     0.000     0.000     0.001     0.003     0.004     0.632     3.000     3.000     9.000  422  62
    -0.706     0.262     0.103     0.035    -1.100    -0.147    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.001     0.113     0.246     0.000     0.000     0.000     0.011     0.008     0.621     3.000     3.000     9.000  423  62
     0.098    -0.923     1.257     1.749     0.042    -0.088    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.001     0.002     0.000     0.000     0.003     0.003     0.009     0.982     3.000     3.000     9.000  434  64
     0.983    -0.719    -1.080     0.972    -0.497     0.185    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.003     0.001     0.000     0.002     0.023     0.000     0.971     3.000     3.000     9.000  435  64
     0.997    -0.939     0.396     1.358    -0.272    -0.056    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.002     0.001     0.000     0.002     0.007     0.003     0.985     3.000     3.000     9.000  436  64
     1.841     0.917     1.618     1.162     0.979    -0.152    -1.182    -0.136    -2.080    -2.499    -1.182    -0.136    -2.080    -2.499     0.000     0.000     0.003     0.001     0.000     0.002     0.008     0.001     0.986     3.000     3.000     9.000  437  64
