    -0.746     0.868    -0.435     0.484     0.194    -0.390     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.003     0.000     0.003     0.002     0.019     0.800     0.023     0.000     0.112     0.009     0.028     3.000     1.000     7.000  998 102
     1.092    -0.468     0.014     1.060    -1.259     0.054     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.003     0.000     0.009     0.009     0.005     0.789     0.033     0.000     0.130     0.015     0.003     3.000     1.000     7.000  999 102
    -1.808     1.271    -0.964     0.180    -0.753     0.031     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.003     0.001     0.001     0.001     0.022     0.779     0.043     0.000     0.073     0.011     0.065     3.000     1.000     7.000 1000 102
     0.751     1.587     0.415     1.045    -0.280    -0.172     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.005     0.009     0.000     0.126     0.127     0.210     0.175     0.007     0.000     0.290     0.032     0.017     2.000     1.000     4.000 1519 124
     0.956     0.622    -1.335    -0.808     1.192    -0.074     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.011     0.002     0.005     0.024     0.435     0.153     0.029     0.000     0.073     0.038     0.228     2.000     3.000     6.000 1520 124
     1.378     0.047     0.200    -0.757     0.136    -0.553     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.005     0.008     0.002     0.026     0.021     0.417     0.177     0.006     0.000     0.204     0.018     0.117     2.000     3.000     6.000 1521 124
    -0.147     0.123     0.014     0.617     1.371    -0.516     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.005     0.009     0.001     0.059     0.053     0.353     0.176     0.006     0.000     0.258     0.025     0.056     2.000     1.000     4.000 1522 124
    -0.392     0.509    -0.465    -0.896     1.397    -0.613     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.007     0.005     0.004     0.006     0.455     0.171     0.011     0.000     0.058     0.011     0.270     2.000     3.000     6.000 1523 124
     1.391     0.101    -0.015    -0.335    -1.009    -0.092     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.004     0.000     0.046     0.067     0.645     0.011     0.001     0.000     0.135     0.022     0.069     2.000     3.000     6.000 1635 130
    -0.134     0.815    -0.983    -0.844    -0.926     0.395     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.005     0.001     0.002     0.035     0.720     0.007     0.005     0.000     0.013     0.028     0.184     2.000     3.000     6.000 1636 130
    -0.773     0.310    -0.739     1.410    -1.131     0.073     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.003     0.004     0.000     0.322     0.252     0.182     0.011     0.000     0.000     0.203     0.017     0.004     2.000     1.000     4.000 1637 130
     1.064     0.208     0.347    -2.023    -0.740    -0.434     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.002     0.002     0.016     0.009     0.732     0.011     0.000     0.000     0.083     0.005     0.137     2.000     3.000     6.000 1638 130
     0.220     0.697     0.445    -1.487    -0.113     0.158     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.004     0.003     0.002     0.010     0.745     0.010     0.002     0.000     0.016     0.008     0.201     2.000     3.000     6.000 1639 130
    -0.474    -0.140    -0.445    -0.618    -0.644    -0.512     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.001     0.001     0.003     0.002     0.083     0.533     0.012     0.000     0.186     0.012     0.166     3.000     1.000     7.000 1670 134
    -1.332     0.911    -0.611    -1.101     0.879    -0.478     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.001     0.001     0.001     0.001     0.087     0.522     0.023     0.000     0.059     0.007     0.297     3.000     1.000     7.000 1671 134
    -0.433     0.745    -0.611     1.096    -0.862    -0.610     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.001     0.000     0.046     0.013     0.030     0.540     0.006     0.000     0.344     0.011     0.008     3.000     1.000     7.000 1672 134
     0.166    -0.500    -0.856    -0.113    -0.529    -0.449     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.002     0.000     0.011     0.007     0.071     0.532     0.014     0.000     0.276     0.020     0.067     3.000     1.000     7.000 1673 134
     0.016     0.160     0.357     0.401    -1.176    -0.997     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.001     0.000     0.017     0.006     0.065     0.538     0.008     0.000     0.308     0.013     0.042     3.000     1.000     7.000 1674 134
    -0.760    -0.022     0.298     1.971    -0.632    -0.490     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.000     0.000     0.000     0.922     0.003     0.000     0.074     0.001     0.000     3.000     1.000     7.000  418  62
     0.574     0.831     1.569     1.147    -1.412    -0.931     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.000     0.000     0.000     0.922     0.003     0.000     0.073     0.001     0.001     3.000     1.000     7.000  419  62
    -1.114     1.936    -0.279     0.365    -0.414    -0.719     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.000     0.000     0.000     0.898     0.027     0.000     0.050     0.004     0.021     3.000     1.000     7.000  420  62
     0.452    -0.221     0.190    -0.448    -2.308    -0.904     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.000     0.000     0.000     0.909     0.016     0.000     0.041     0.002     0.032     3.000     1.000     7.000  421  62
     0.806     0.874    -0.514     1.739    -1.355    -0.414     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.000     0.000     0.000     0.916     0.008     0.000     0.073     0.002     0.000     3.000     1.000     7.000  422  62
    -0.705     0.262     0.102     0.036    -1.099    -0.715     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.000     0.000     0.000     0.913     0.012     0.000     0.054     0.002     0.019     3.000     1.000     7.000  423  62
     0.098    -0.924     1.256     1.750     0.040     1.141     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.048     0.000     0.000     0.001     0.000     0.026     0.735     0.000     0.002     0.187     0.001     3.000     2.000     8.000  434  64
     0.983    -0.720    -1.081     0.972    -0.497    -0.480     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.028     0.020     0.000     0.001     0.000     0.000     0.750     0.011     0.000     0.181     0.007     0.001     3.000     1.000     7.000  435  64
     0.996    -0.940     0.396     1.358    -0.273     0.679     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.047     0.000     0.000     0.001     0.000     0.309     0.452     0.000     0.037     0.151     0.003     3.000     2.000     8.000  436  64
     1.840     0.917     1.618     1.163     0.975    -0.273     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.034     0.014     0.000     0.000     0.000     0.000     0.754     0.007     0.000     0.183     0.005     0.003     3.000     1.000     7.000  437  64
    -0.120     0.348     1.677    -0.021     1.096    -0.509     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.026     0.010     0.012     0.000     0.000     0.001     0.755     0.006     0.000     0.102     0.002     0.086     3.000     1.000     7.000  438  64
     1.173    -0.972     2.097     0.720    -0.600    -0.969     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.044     0.004     0.000     0.001     0.000     0.000     0.760     0.001     0.000     0.187     0.001     0.002     3.000     1.000     7.000  439  64
    -0.828     0.273    -0.299    -1.060     0.040    -0.288     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.011     0.011     0.955     0.000     0.000     0.000     0.005     0.001     0.016     2.000     3.000     6.000    2   2
    -0.297     0.171     1.403    -0.489     0.495    -0.689     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.029     0.007     0.942     0.000     0.000     0.000     0.010     0.000     0.012     2.000     3.000     6.000    3   2
    -0.596     0.487    -0.406    -1.173     0.354     0.215     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.002     0.020     0.955     0.000     0.000     0.000     0.001     0.001     0.019     2.000     3.000     6.000    4   2
    -0.665    -0.167    -0.533    -0.139     0.021    -1.173     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.062     0.067     0.849     0.000     0.000     0.000     0.014     0.002     0.007     2.000     3.000     6.000    5   2
    -1.304    -0.140    -0.132    -1.374    -1.278    -0.662     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.018     0.005     0.954     0.000     0.000     0.000     0.007     0.000     0.014     2.000     3.000     6.000    6   2
     0.043     0.793    -1.286    -1.426    -0.184    -0.202     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.009     0.015     0.953     0.000     0.000     0.000     0.005     0.001     0.017     2.000     3.000     6.000    7   2
    -0.134     0.123     2.625    -0.993    -0.369    -0.380     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.263     0.013     0.193     0.002     0.000     0.089     0.166     0.000     0.000     0.115     0.000     0.159     1.000     1.000     1.000 1389 115
     0.139     0.949    -0.347     1.513    -0.932    -0.272     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.274     0.194     0.001     0.056     0.022     0.013     0.164     0.002     0.000     0.261     0.011     0.002     1.000     1.000     1.000 1390 115
     1.037    -0.033    -0.592     0.062     0.264     0.169     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.036     0.421     0.013     0.004     0.023     0.065     0.133     0.033     0.000     0.116     0.081     0.076     1.000     2.000     2.000 1391 115
     0.928    -0.682     0.073    -0.880    -0.228     0.342     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.017     0.417     0.036     0.001     0.010     0.080     0.108     0.058     0.000     0.042     0.063     0.169     1.000     2.000     2.000 1392 115
    -0.719    -0.537    -1.374     1.389     0.399     0.413     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.038     0.431     0.001     0.011     0.067     0.013     0.134     0.032     0.000     0.159     0.108     0.007     1.000     2.000     2.000 1393 115
     0.615     0.257     0.034     0.725     0.008     2.070     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.469     0.000     0.000     0.091     0.000     0.000     0.166     0.000     0.000     0.274     0.000     1.000     2.000     2.000 1394 115
     0.357     0.042    -0.250     0.870     0.559     0.809     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.754     0.002     0.000     0.075     0.017     0.002     0.027     0.000     0.004     0.110     0.008     1.000     2.000     2.000  143  30
     0.234     0.165     0.767    -0.870     0.879    -0.202     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.139     0.338     0.280     0.001     0.001     0.090     0.028     0.001     0.000     0.025     0.004     0.093     1.000     3.000     3.000  144  30
     1.677     1.990     0.474    -0.824     0.802     1.535     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.756     0.001     0.000     0.081     0.011     0.000     0.029     0.000     0.000     0.117     0.005     1.000     2.000     2.000  145  30
     1.201     0.563     0.582     0.756     0.501    -0.645     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.412     0.336     0.010     0.035     0.015     0.042     0.028     0.000     0.000     0.111     0.005     0.005     1.000     1.000     1.000  146  30
     0.166     0.139     0.210    -0.093     0.520    -0.437     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.262     0.409     0.086     0.005     0.004     0.083     0.028     0.001     0.000     0.071     0.007     0.044     1.000     2.000     2.000  147  30
     0.602     0.643    -1.012    -0.216     0.949     2.649     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.757     0.000     0.000     0.092     0.000     0.000     0.029     0.000     0.000     0.122     0.000     1.000     2.000     2.000  148  30
    -0.270     0.332    -0.611     0.206     1.224    -0.112     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.004     0.019     0.002     0.003     0.007     0.074     0.462     0.050     0.000     0.163     0.050     0.166     3.000     1.000     7.000  183  35
    -1.087     0.149    -0.034     0.525     1.986    -1.043     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.006     0.016     0.002     0.005     0.006     0.073     0.486     0.026     0.000     0.219     0.033     0.126     3.000     1.000     7.000  184  35
     0.152    -0.307     0.122     0.587     0.591    -0.739     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.012     0.012     0.001     0.022     0.012     0.050     0.502     0.011     0.000     0.332     0.019     0.027     3.000     1.000     7.000  185  35
    -1.304    -0.156    -0.064     0.499    -1.489    -1.223     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.014     0.010     0.001     0.017     0.007     0.060     0.504     0.008     0.000     0.322     0.015     0.042     3.000     1.000     7.000  186  35
    -1.658     0.278    -0.387    -0.201     0.085     0.567     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.022     0.002     0.000     0.008     0.076     0.230     0.283     0.000     0.025     0.085     0.268     3.000     2.000     8.000  187  35
    -1.386    -1.117    -1.677     0.226     0.309    -1.170     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.012     0.012     0.001     0.021     0.012     0.051     0.501     0.011     0.000     0.329     0.021     0.029     3.000     1.000     7.000  188  35
    -1.441     1.029     0.376    -1.251    -0.081    -0.610     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.009     0.004     0.975     0.000     0.000     0.000     0.002     0.000     0.009     2.000     3.000     6.000 1640 131
     0.751     1.131    -0.817    -0.921    -0.504     2.782     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.001     0.000     0.000     0.988     0.000     0.000     0.000     0.000     0.000     0.012     0.000     2.000     2.000     5.000 1641 131
     0.574     1.389    -0.279    -0.355    -0.516     0.518     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.001     0.000     0.002     0.141     0.845     0.000     0.000     0.000     0.001     0.004     0.007     2.000     3.000     6.000 1642 131
    -1.699     1.190    -0.885    -1.415    -0.497    -0.068     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.005     0.007     0.975     0.000     0.000     0.000     0.001     0.000     0.010     2.000     3.000     6.000 1643 131
    -0.243     0.825     0.024    -1.240    -0.414    -0.113     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.006     0.010     0.972     0.000     0.000     0.000     0.002     0.000     0.010     2.000     3.000     6.000 1644 131
    -0.855     1.657     0.200    -0.844    -0.158     0.293     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.000     0.000     0.001     0.019     0.967     0.000     0.000     0.000     0.000     0.001     0.011     2.000     3.000     6.000 1645 131
    -0.910    -1.621    -0.220    -1.348     0.175    -0.035     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.115     0.509     0.142     0.002     0.006     0.150     0.009     0.001     0.000     0.018     0.005     0.043     1.000     2.000     2.000  310  50
     1.051    -1.745     0.464     0.520     1.749     3.488     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.767     0.000     0.000     0.158     0.000     0.000     0.009     0.000     0.000     0.066     0.000     1.000     2.000     2.000  311  50
    -1.182    -1.557    -1.374     0.046     1.493     0.177     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.051     0.687     0.029     0.004     0.031     0.123     0.007     0.002     0.000     0.023     0.019     0.024     1.000     2.000     2.000  312  50
     1.527    -1.106    -0.631    -0.252    -0.926    -0.621     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.349     0.403     0.014     0.042     0.026     0.090     0.009     0.000     0.000     0.057     0.004     0.004     1.000     1.000     1.000  313  50
    -0.705    -0.258    -1.120     0.648     1.090     0.506     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.013     0.745     0.009     0.002     0.071     0.085     0.004     0.005     0.000     0.011     0.039     0.015     1.000     2.000     2.000  314  50
     1.119    -0.071     0.161    -0.396     1.480     0.579     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.003     0.734     0.030     0.000     0.032     0.125     0.002     0.008     0.000     0.002     0.028     0.036     1.000     2.000     2.000  315  50
     0.003    -1.047    -0.514     0.365     2.095     0.489     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.033     0.001     0.000     0.002     0.003     0.168     0.588     0.000     0.013     0.129     0.064     3.000     2.000     8.000  121  27
     3.570     0.225     1.168     0.381     3.247    -0.894     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.010     0.023     0.001     0.001     0.001     0.003     0.721     0.034     0.000     0.168     0.022     0.016     3.000     1.000     7.000  122  27
     0.534     0.970    -0.083    -0.191     0.834    -0.134     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.004     0.025     0.004     0.000     0.000     0.004     0.669     0.086     0.000     0.063     0.023     0.120     3.000     1.000     7.000  123  27
     0.111     0.267    -0.083     0.741     2.031    -0.555     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.009     0.024     0.001     0.000     0.001     0.004     0.715     0.040     0.000     0.142     0.022     0.041     3.000     1.000     7.000  124  27
    -0.760    -1.063     0.865     0.365     0.175    -0.510     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.022     0.010     0.001     0.001     0.000     0.003     0.749     0.007     0.000     0.181     0.005     0.020     3.000     1.000     7.000  125  27
     0.983     1.357     0.171     0.689     0.175    -0.627     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.014     0.019     0.001     0.001     0.001     0.003     0.734     0.022     0.000     0.176     0.015     0.015     3.000     1.000     7.000  126  27
    -0.678    -0.307    -0.230     1.765     0.744     0.041     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.013     0.021     0.000     0.002     0.002     0.000     0.731     0.025     0.000     0.187     0.018     0.001     3.000     1.000     7.000  127  27
     1.010    -0.575     0.083     0.185    -0.100    -0.370     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.002     0.000     0.000     0.000     0.000     0.887     0.025     0.000     0.070     0.006     0.008     3.000     1.000     7.000 1492 121
    -0.324    -0.559    -0.406     0.242     0.520     0.326     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.004     0.000     0.000     0.000     0.000     0.630     0.282     0.000     0.024     0.030     0.031     3.000     1.000     7.000 1493 121
     0.316    -1.042    -0.504     0.576    -0.273     0.138     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.004     0.000     0.000     0.000     0.000     0.809     0.102     0.000     0.057     0.020     0.007     3.000     1.000     7.000 1494 121
    -0.052    -0.623    -1.022     0.123    -0.292    -1.040     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.002     0.000     0.000     0.000     0.000     0.886     0.025     0.000     0.069     0.006     0.009     3.000     1.000     7.000 1495 121
     2.072    -1.165    -0.592     1.394     0.226    -0.452     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.003     0.002     0.000     0.000     0.000     0.000     0.898     0.014     0.000     0.080     0.003     0.000     3.000     1.000     7.000 1496 121
    -0.066    -0.269     0.093    -0.288     0.450    -0.853     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.002     0.002     0.001     0.000     0.000     0.000     0.885     0.027     0.000     0.050     0.004     0.030     3.000     1.000     7.000 1497 121
    -0.270    -0.076    -0.259     1.827    -0.952    -0.745     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.004     0.001     0.000     0.000     0.000     0.000     0.907     0.004     0.000     0.083     0.001     0.000     3.000     1.000     7.000 1498 121
     0.547    -0.006     0.562    -0.005    -0.267    -0.361     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.001     0.000     0.074     0.041     0.674     0.060     0.001     0.000     0.106     0.006     0.035     2.000     3.000     6.000 1512 123
     1.936     1.657    -0.924    -0.438    -0.100    -0.074     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.003     0.000     0.030     0.134     0.625     0.052     0.009     0.000     0.066     0.032     0.049     2.000     3.000     6.000 1513 123
     0.656     0.584    -0.670    -0.360    -1.067    -0.747     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.002     0.000     0.052     0.036     0.700     0.059     0.002     0.000     0.094     0.007     0.046     2.000     3.000     6.000 1514 123
    -0.324     0.997    -1.169    -1.328    -0.459     1.217     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.000     0.003     0.000     0.000     0.251     0.538     0.000     0.061     0.000     0.000     0.086     0.061     2.000     3.000     6.000 1515 123
    -0.447    -0.532    -1.003    -0.350    -0.939    -0.381     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.001     0.000     0.056     0.032     0.700     0.060     0.001     0.000     0.097     0.006     0.044     2.000     3.000     6.000 1516 123
    -0.038     0.348     1.657    -0.633    -0.676    -0.204     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.001     0.001     0.016     0.004     0.769     0.060     0.001     0.000     0.053     0.001     0.092     2.000     3.000     6.000 1517 123
     0.438     1.239     0.601    -0.659    -0.734    -0.628     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.001     0.001     0.001     0.017     0.011     0.761     0.059     0.001     0.000     0.056     0.004     0.088     2.000     3.000     6.000 1518 123
     1.595    -0.806     0.503     3.206     1.365     0.093     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.129     0.059     0.000     0.137     0.034     0.000     0.100     0.001     0.000     0.525     0.014     0.000     4.000     1.000    10.000  272  45
     1.214     0.783     1.090     0.267     0.687    -0.342     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.085     0.092     0.012     0.019     0.011     0.141     0.099     0.002     0.000     0.406     0.026     0.107     4.000     1.000    10.000  273  45
     0.302    -1.782     1.227    -0.911     1.147    -0.354     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.060     0.092     0.036     0.005     0.004     0.162     0.098     0.003     0.000     0.243     0.022     0.274     4.000     3.000    12.000  274  45
     1.514    -2.201     3.300    -0.607     2.063     0.848     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.004     0.148     0.037     0.000     0.007     0.164     0.057     0.044     0.000     0.027     0.058     0.454     4.000     3.000    12.000  275  45
     0.534    -1.358    -1.452    -0.978    -0.504     0.517     0.023     0.834     0.485     0.479    -0.601     0.023     0.834     0.485     0.479    -0.601     0.003     0.180     0.006     0.001     0.040     0.130     0.040     0.061     0.000     0.055     0.235     0.249     4.000     2.000    11.000  276  45
