     1.044     0.210     0.348    -2.006    -0.740    -0.432     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.522     0.020     0.216     0.242     1.000     1.000     1.000 1638 130
     0.211     0.698     0.445    -1.476    -0.113     0.153     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.914     0.035     0.050     0.002     1.000     1.000     1.000 1639 130
    -0.473    -0.138    -0.445    -0.616    -0.644    -0.509     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.251     0.011     0.035     0.703     1.000     4.000     4.000 1670 134
    -1.319     0.913    -0.611    -1.094     0.880    -0.475     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.473     0.015     0.016     0.497     1.000     4.000     4.000 1671 134
    -0.433     0.747    -0.611     1.079    -0.862    -0.606     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.152     0.017     0.162     0.668     1.000     4.000     4.000 1672 134
     0.158    -0.498    -0.855    -0.117    -0.529    -0.447     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.361     0.026     0.101     0.513     1.000     4.000     4.000 1673 134
     0.010     0.162     0.357     0.392    -1.176    -0.988     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.084     0.012     0.104     0.800     1.000     4.000     4.000 1674 134
    -0.755    -0.020     0.299     1.945    -0.632    -0.487     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.060     0.011     0.510     0.419     1.000     3.000     3.000  418  62
     0.560     0.833     1.570     1.130    -1.413    -0.923     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.016     0.006     0.576     0.401     1.000     3.000     3.000  419  62
    -1.104     1.938    -0.278     0.357    -0.414    -0.714     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.240     0.026     0.061     0.674     1.000     4.000     4.000  420  62
     0.440    -0.219     0.191    -0.448    -2.310    -0.896     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.099     0.009     0.083     0.809     1.000     4.000     4.000  421  62
     0.789     0.875    -0.513     1.716    -1.355    -0.412     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.108     0.021     0.800     0.071     1.000     3.000     3.000  422  62
    -0.701     0.264     0.103     0.031    -1.099    -0.710     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.093     0.006     0.035     0.866     1.000     4.000     4.000  423  62
     0.091    -0.921     1.257     1.726     0.041     1.124     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.171     0.651     0.178     0.000     1.000     2.000     2.000  434  64
     0.963    -0.718    -1.080     0.957    -0.497    -0.477     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.202     0.039     0.559     0.199     1.000     3.000     3.000  435  64
     0.976    -0.938     0.396     1.339    -0.273     0.668     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.390     0.238     0.372     0.000     1.000     1.000     1.000  436  64
     1.809     0.918     1.619     1.146     0.976    -0.273     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.043     0.011     0.941     0.005     1.000     3.000     3.000  437  64
    -0.124     0.350     1.678    -0.025     1.098    -0.506     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.101     0.008     0.113     0.777     1.000     4.000     4.000  438  64
     1.151    -0.970     2.098     0.708    -0.600    -0.960     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.005     0.004     0.774     0.217     1.000     3.000     3.000  439  64
    -0.822     0.275    -0.298    -1.054     0.041    -0.288     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.645     0.019     0.033     0.304     1.000     1.000     1.000    2   2
    -0.299     0.173     1.404    -0.489     0.496    -0.684     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.060     0.004     0.044     0.892     1.000     4.000     4.000    3   2
    -0.594     0.489    -0.405    -1.166     0.355     0.209     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.947     0.035     0.017     0.001     1.000     1.000     1.000    4   2
    -0.661    -0.165    -0.533    -0.142     0.022    -1.162     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.164     0.028     0.043     0.766     1.000     4.000     4.000    5   2
    -1.292    -0.138    -0.132    -1.364    -1.278    -0.657     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.097     0.004     0.016     0.883     1.000     4.000     4.000    6   2
     0.037     0.795    -1.286    -1.415    -0.183    -0.203     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.806     0.035     0.061     0.098     1.000     1.000     1.000    7   2
    -0.138     0.125     2.626    -0.988    -0.369    -0.378     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.015     0.002     0.283     0.700     1.000     4.000     4.000 1389 115
     0.131     0.951    -0.347     1.492    -0.933    -0.272     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.289     0.037     0.571     0.104     1.000     3.000     3.000 1390 115
     1.017    -0.031    -0.591     0.056     0.265     0.164     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.818     0.070     0.112     0.000     1.000     1.000     1.000 1391 115
     0.909    -0.680     0.074    -0.876    -0.228     0.335     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.855     0.071     0.073     0.000     1.000     1.000     1.000 1392 115
    -0.715    -0.535    -1.374     1.370     0.400     0.405     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.593     0.180     0.227     0.000     1.000     1.000     1.000 1393 115
     0.601     0.259     0.035     0.713     0.009     2.041     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.007     0.993     0.000     0.000     1.000     2.000     2.000 1394 115
     0.346     0.044    -0.249     0.855     0.560     0.796     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.710     0.253     0.037     0.000     1.000     1.000     1.000  143  30
     0.225     0.167     0.768    -0.865     0.880    -0.203     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.765     0.028     0.081     0.126     1.000     1.000     1.000  144  30
     1.648     1.991     0.475    -0.820     0.803     1.513     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.134     0.865     0.001     0.000     1.000     2.000     2.000  145  30
     1.178     0.564     0.582     0.743     0.502    -0.640     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.246     0.030     0.474     0.250     1.000     3.000     3.000  146  30
     0.158     0.141     0.211    -0.097     0.521    -0.435     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.471     0.023     0.079     0.428     1.000     1.000     1.000  147  30
     0.587     0.645    -1.012    -0.219     0.950     2.613     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.000     1.000     0.000     0.000     1.000     2.000     2.000  148  30
    -0.272     0.334    -0.611     0.199     1.226    -0.114     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.872     0.042     0.046     0.040     1.000     1.000     1.000  183  35
    -1.077     0.151    -0.034     0.514     1.988    -1.033     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.190     0.022     0.026     0.762     1.000     4.000     4.000  184  35
     0.144    -0.305     0.123     0.575     0.592    -0.733     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.171     0.017     0.094     0.718     1.000     4.000     4.000  185  35
    -1.292    -0.154    -0.063     0.489    -1.490    -1.211     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.081     0.020     0.093     0.806     1.000     4.000     4.000  186  35
    -1.641     0.280    -0.386    -0.203     0.086     0.557     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.899     0.084     0.016     0.000     1.000     1.000     1.000  187  35
    -1.372    -1.115    -1.677     0.219     0.310    -1.159     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.072     0.036     0.067     0.825     1.000     4.000     4.000  188  35
    -1.426     1.031     0.377    -1.242    -0.081    -0.605     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.198     0.007     0.020     0.775     1.000     4.000     4.000 1640 131
     0.735     1.133    -0.816    -0.916    -0.503     2.745     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.000     1.000     0.000     0.000     1.000     2.000     2.000 1641 131
     0.560     1.390    -0.278    -0.356    -0.516     0.509     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.868     0.102     0.030     0.000     1.000     1.000     1.000 1642 131
    -1.681     1.192    -0.885    -1.405    -0.497    -0.070     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.890     0.032     0.037     0.041     1.000     1.000     1.000 1643 131
    -0.245     0.827     0.025    -1.232    -0.414    -0.115     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.871     0.026     0.048     0.055     1.000     1.000     1.000 1644 131
    -0.849     1.659     0.201    -0.840    -0.158     0.286     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.926     0.052     0.021     0.000     1.000     1.000     1.000 1645 131
    -0.903    -1.619    -0.220    -1.339     0.175    -0.038     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.848     0.052     0.053     0.047     1.000     1.000     1.000  310  50
     1.030    -1.742     0.465     0.509     1.751     3.443     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.000     1.000     0.000     0.000     1.000     2.000     2.000  311  50
    -1.171    -1.554    -1.374     0.041     1.495     0.172     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.828     0.124     0.046     0.003     1.000     1.000     1.000  312  50
     1.500    -1.104    -0.630    -0.254    -0.926    -0.616     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.297     0.043     0.435     0.225     1.000     3.000     3.000  313  50
    -0.701    -0.256    -1.119     0.637     1.091     0.497     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.828     0.138     0.035     0.000     1.000     1.000     1.000  314  50
     1.097    -0.069     0.162    -0.397     1.482     0.568     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.876     0.102     0.022     0.000     1.000     1.000     1.000  315  50
    -0.003    -1.045    -0.513     0.357     2.097     0.480     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.860     0.124     0.016     0.000     1.000     1.000     1.000  121  27
     3.513     0.226     1.169     0.372     3.250    -0.886     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.048     0.019     0.932     0.000     1.000     3.000     3.000  122  27
     0.520     0.972    -0.083    -0.193     0.835    -0.135     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.876     0.041     0.062     0.021     1.000     1.000     1.000  123  27
     0.104     0.269    -0.083     0.728     2.033    -0.551     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.464     0.030     0.068     0.437     1.000     1.000     1.000  124  27
    -0.755    -1.061     0.866     0.357     0.175    -0.507     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.100     0.010     0.085     0.806     1.000     4.000     4.000  125  27
     0.963     1.358     0.172     0.677     0.175    -0.623     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.366     0.044     0.352     0.238     1.000     1.000     1.000  126  27
    -0.674    -0.305    -0.229     1.741     0.745     0.037     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.480     0.069     0.439     0.011     1.000     1.000     1.000  127  27
     0.990    -0.573     0.084     0.178    -0.100    -0.369     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.483     0.039     0.308     0.170     1.000     1.000     1.000 1492 121
    -0.325    -0.557    -0.405     0.234     0.521     0.319     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.875     0.080     0.045     0.000     1.000     1.000     1.000 1493 121
     0.305    -1.039    -0.503     0.565    -0.273     0.133     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.703     0.091     0.203     0.003     1.000     1.000     1.000 1494 121
    -0.057    -0.621    -1.022     0.117    -0.292    -1.030     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.120     0.025     0.072     0.783     1.000     4.000     4.000 1495 121
     2.037    -1.163    -0.591     1.375     0.227    -0.449     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.059     0.022     0.911     0.008     1.000     3.000     3.000 1496 121
    -0.070    -0.267     0.093    -0.290     0.451    -0.845     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.154     0.012     0.033     0.801     1.000     4.000     4.000 1497 121
    -0.272    -0.074    -0.259     1.802    -0.952    -0.739     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.048     0.011     0.373     0.568     1.000     4.000     4.000 1498 121
     0.534    -0.004     0.563    -0.010    -0.266    -0.359     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.448     0.027     0.214     0.311     1.000     1.000     1.000 1512 123
     1.903     1.659    -0.924    -0.438    -0.100    -0.076     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.674     0.076     0.249     0.001     1.000     1.000     1.000 1513 123
     0.641     0.586    -0.669    -0.361    -1.067    -0.741     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.273     0.022     0.107     0.598     1.000     4.000     4.000 1514 123
    -0.325     0.999    -1.168    -1.318    -0.459     1.199     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.559     0.439     0.002     0.000     1.000     1.000     1.000 1515 123
    -0.446    -0.530    -1.002    -0.351    -0.939    -0.379     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.341     0.021     0.070     0.568     1.000     4.000     4.000 1516 123
    -0.044     0.350     1.658    -0.631    -0.676    -0.205     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.281     0.019     0.340     0.361     1.000     4.000     4.000 1517 123
     0.426     1.240     0.602    -0.657    -0.734    -0.624     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.291     0.018     0.106     0.586     1.000     4.000     4.000 1518 123
     1.567    -0.803     0.504     3.167     1.367     0.089     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.003     0.004     0.993     0.000     1.000     3.000     3.000  272  45
     1.191     0.784     1.091     0.260     0.688    -0.341     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.393     0.035     0.477     0.095     1.000     3.000     3.000  273  45
     0.292    -1.780     1.228    -0.906     1.149    -0.352     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.343     0.038     0.174     0.445     1.000     4.000     4.000  274  45
     1.487    -2.198     3.301    -0.606     2.065     0.834     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.015     0.133     0.852     0.000     1.000     3.000     3.000  275  45
     0.520    -1.356    -1.452    -0.972    -0.503     0.508     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.754     0.184     0.062     0.000     1.000     1.000     1.000  276  45
     2.077    -0.905    -1.178    -0.830     0.995    -0.698     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.422     0.071     0.429     0.079     1.000     3.000     3.000  277  45
     0.829    -1.817     1.433    -0.244    -0.126     2.556     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.000     1.000     0.000     0.000     1.000     2.000     2.000  278  45
    -0.943     0.838    -0.181    -0.906     0.022    -0.520     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.331     0.011     0.022     0.636     1.000     4.000     4.000  507  72
    -0.017     0.151    -0.083    -0.249    -0.555     1.212     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.534     0.462     0.003     0.000     1.000     1.000     1.000  508  72
    -0.057     0.822    -0.523    -0.901     0.925    -0.123     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.916     0.030     0.025     0.029     1.000     1.000     1.000  509  72
    -1.990     1.079     0.064    -0.932    -1.214    -0.165     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.755     0.025     0.069     0.151     1.000     1.000     1.000  510  72
     0.909     1.347     0.172    -1.731     0.400    -0.809     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.497     0.031     0.099     0.373     1.000     1.000     1.000  511  72
     1.003     1.680     0.093     0.082    -0.395     0.009     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.761     0.066     0.171     0.002     1.000     1.000     1.000  512  72
    -0.299     0.285     0.132    -1.145    -0.068     0.185     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.932     0.035     0.031     0.002     1.000     1.000     1.000  513  72
     1.728    -0.836     0.690    -0.224     0.816    -0.540     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.340     0.039     0.498     0.123     1.000     3.000     3.000  566  78
     1.097     0.033    -0.718    -0.117     0.150     1.377     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.261     0.737     0.002     0.000     1.000     2.000     2.000  567  78
    -0.419    -0.256     0.797     0.387    -0.138    -0.636     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.080     0.007     0.071     0.842     1.000     4.000     4.000  568  78
     0.091    -0.659     1.638     0.555     1.149    -0.082     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.326     0.042     0.543     0.088     1.000     3.000     3.000  569  78
     0.225    -0.031     0.465    -0.743     0.496    -0.015     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.879     0.035     0.068     0.018     1.000     1.000     1.000  570  78
     1.352     0.741    -0.093    -1.186     1.277     0.662     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.880     0.107     0.013     0.000     1.000     1.000     1.000  571  78
     1.138    -0.503    -0.660    -1.349     1.834     1.289     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.457     0.542     0.001     0.000     1.000     2.000     2.000  572  78
    -1.023     1.090    -0.572    -1.726     0.726    -0.778     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.254     0.011     0.013     0.722     1.000     4.000     4.000  176  34
    -0.835    -0.857    -0.454    -1.441    -0.766    -0.967     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.082     0.007     0.018     0.893     1.000     4.000     4.000  177  34
    -0.540     0.312    -0.259    -1.033     1.091    -0.457     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.501     0.015     0.018     0.466     1.000     1.000     1.000  178  34
    -1.090    -0.315    -1.432     0.015    -2.822    -0.428     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.122     0.010     0.070     0.799     1.000     4.000     4.000  179  34
     2.305    -0.476     0.113    -2.383    -2.303    -0.566     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.155     0.012     0.801     0.031     1.000     3.000     3.000  180  34
     1.312     0.425    -0.288    -0.382     0.489     1.402     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.279     0.720     0.001     0.000     1.000     2.000     2.000  181  34
    -0.339    -0.358     0.103    -1.308    -1.477    -0.778     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.085     0.004     0.023     0.887     1.000     4.000     4.000  182  34
     0.507    -1.270     0.162    -0.453    -1.554     1.485     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.154     0.844     0.002     0.000     1.000     2.000     2.000 1731 142
    -1.211    -0.541     0.044    -0.993    -1.445    -0.517     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.131     0.005     0.026     0.838     1.000     4.000     4.000 1732 142
     0.319    -0.680    -0.093    -1.059    -0.644    -0.631     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.224     0.013     0.057     0.706     1.000     4.000     4.000 1733 142
    -1.211     0.532    -1.452    -2.077    -1.125     0.679     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.869     0.112     0.019     0.000     1.000     1.000     1.000 1734 142
    -1.064     2.361     0.211    -1.069     0.803     4.023     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.000     1.000     0.000     0.000     1.000     2.000     2.000 1735 142
    -0.996     2.168     0.250    -1.028     0.822     4.152     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.000     1.000     0.000     0.000     1.000     2.000     2.000 1736 142
    -0.755     0.028    -0.259    -1.242    -0.215     0.047     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.924     0.029     0.033     0.014     1.000     1.000     1.000 1737 142
    -0.876    -0.401    -1.129     0.112     1.168     0.845     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.752     0.242     0.007     0.000     1.000     1.000     1.000  113  26
    -0.594    -0.412    -0.484    -1.273    -0.081     0.317     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.931     0.047     0.021     0.000     1.000     1.000     1.000  114  26
    -0.862    -0.203    -0.787    -0.005     0.989    -0.428     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.413     0.021     0.034     0.532     1.000     4.000     4.000  115  26
    -0.406     0.248    -0.533    -0.499     1.309    -0.119     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.904     0.031     0.023     0.043     1.000     1.000     1.000  116  26
    -1.292    -0.315    -1.295    -0.382     1.162     1.021     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.668     0.330     0.003     0.000     1.000     1.000     1.000  117  26
    -0.218    -0.970    -0.943     0.133     0.976     0.164     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.861     0.084     0.053     0.002     1.000     1.000     1.000  118  26
    -0.809    -0.208    -0.376    -1.049     0.970     0.529     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.931     0.062     0.007     0.000     1.000     1.000     1.000  119  26
    -1.077    -0.712    -1.256     0.321     1.175    -0.084     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.790     0.066     0.075     0.068     1.000     1.000     1.000  120  26
     0.252     0.897     0.367    -0.489     2.699     0.223     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.955     0.037     0.008     0.000     1.000     1.000     1.000    8   3
    -0.191    -1.785    -0.601     0.973     0.054    -1.046     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.084     0.049     0.198     0.669     1.000     4.000     4.000    9   3
    -0.366     0.398     0.700     0.341    -0.382    -0.932     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.070     0.009     0.066     0.856     1.000     4.000     4.000   10   3
    -0.580    -0.246    -0.425    -0.484     1.091     0.954     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.785     0.212     0.003     0.000     1.000     1.000     1.000   11   3
    -0.164    -0.170    -0.581     0.387     1.149     1.231     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.445     0.553     0.002     0.000     1.000     2.000     2.000   12   3
    -0.272    -0.294    -1.510    -0.326     0.464     0.844     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.722     0.268     0.011     0.000     1.000     1.000     1.000   13   3
    -0.822    -0.771    -0.435    -1.008     2.334    -0.263     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.805     0.024     0.011     0.160     1.000     1.000     1.000   14   3
     0.399    -0.455     0.533    -0.351     1.014     1.580     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.152     0.847     0.000     0.000     1.000     2.000     2.000   15   3
    -0.419     0.264    -1.354     0.927    -0.260    -0.231     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.459     0.052     0.282     0.207     1.000     1.000     1.000  479  69
     0.077     0.757     0.788    -0.331    -0.465    -0.908     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.111     0.011     0.067     0.812     1.000     4.000     4.000  480  69
     2.735     0.838     0.543    -0.127     1.136     0.143     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.438     0.061     0.500     0.000     1.000     3.000     3.000  481  69
     0.815    -0.176    -0.523    -0.580    -0.132     0.232     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.874     0.061     0.065     0.000     1.000     1.000     1.000  482  69
    -1.010     0.296    -1.374     1.293    -0.901     0.185     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.525     0.095     0.378     0.003     1.000     1.000     1.000  483  69
     0.547    -0.358    -0.992     1.135     0.284     0.851     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.535     0.399     0.066     0.000     1.000     1.000     1.000  484  69
     2.305     0.999     0.084    -0.657    -0.266     2.007     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.009     0.991     0.000     0.000     1.000     2.000     2.000  485  69
     1.285     1.074    -0.650    -0.484    -0.106    -0.315     0.239    -0.684    -0.445     0.239    -0.684    -0.445     0.737     0.047     0.174     0.042     1.000     1.000     1.000  486  69
