     1.092    -0.468     0.014     1.060    -1.259     0.054    -0.149    -1.053    -0.149    -1.053     0.076     0.057     0.868     1.000     3.000     3.000  999 102
    -1.808     1.271    -0.964     0.180    -0.753     0.031    -0.149    -1.053    -0.149    -1.053     0.057     0.042     0.901     1.000     3.000     3.000 1000 102
     0.751     1.587     0.415     1.045    -0.280    -0.172    -0.149    -1.053    -0.149    -1.053     0.205     0.056     0.739     1.000     3.000     3.000 1519 124
     0.956     0.622    -1.335    -0.808     1.192    -0.074    -0.149    -1.053    -0.149    -1.053     0.036     0.052     0.912     1.000     3.000     3.000 1520 124
     1.378     0.047     0.200    -0.757     0.136    -0.553    -0.149    -1.053    -0.149    -1.053     0.511     0.020     0.469     1.000     1.000     1.000 1521 124
    -0.147     0.123     0.014     0.617     1.371    -0.516    -0.149    -1.053    -0.149    -1.053     0.481     0.022     0.497     1.000     3.000     3.000 1522 124
    -0.392     0.509    -0.465    -0.896     1.397    -0.613    -0.149    -1.053    -0.149    -1.053     0.414     0.020     0.566     1.000     3.000     3.000 1523 124
     1.391     0.101    -0.015    -0.335    -1.009    -0.092    -0.149    -1.053    -0.149    -1.053     0.103     0.038     0.859     1.000     3.000     3.000 1635 130
    -0.134     0.815    -0.983    -0.844    -0.926     0.395    -0.149    -1.053    -0.149    -1.053     0.001     0.079     0.920     1.000     3.000     3.000 1636 130
    -0.773     0.310    -0.739     1.410    -1.131     0.073    -0.149    -1.053    -0.149    -1.053     0.091     0.045     0.864     1.000     3.000     3.000 1637 130
     1.064     0.208     0.347    -2.023    -0.740    -0.434    -0.149    -1.053    -0.149    -1.053     0.582     0.013     0.406     1.000     1.000     1.000 1638 130
     0.220     0.697     0.445    -1.487    -0.113     0.158    -0.149    -1.053    -0.149    -1.053     0.015     0.047     0.938     1.000     3.000     3.000 1639 130
    -0.474    -0.140    -0.445    -0.618    -0.644    -0.512    -0.149    -1.053    -0.149    -1.053     0.650     0.014     0.336     1.000     1.000     1.000 1670 134
    -1.332     0.911    -0.611    -1.101     0.879    -0.478    -0.149    -1.053    -0.149    -1.053     0.400     0.016     0.584     1.000     3.000     3.000 1671 134
    -0.433     0.745    -0.611     1.096    -0.862    -0.610    -0.149    -1.053    -0.149    -1.053     0.781     0.011     0.208     1.000     1.000     1.000 1672 134
     0.166    -0.500    -0.856    -0.113    -0.529    -0.449    -0.149    -1.053    -0.149    -1.053     0.585     0.022     0.392     1.000     1.000     1.000 1673 134
     0.016     0.160     0.357     0.401    -1.176    -0.997    -0.149    -1.053    -0.149    -1.053     0.852     0.016     0.133     1.000     1.000     1.000 1674 134
    -0.760    -0.022     0.298     1.971    -0.632    -0.490    -0.149    -1.053    -0.149    -1.053     0.896     0.005     0.099     1.000     1.000     1.000  418  62
     0.574     0.831     1.569     1.147    -1.412    -0.931    -0.149    -1.053    -0.149    -1.053     0.960     0.013     0.027     1.000     1.000     1.000  419  62
    -1.114     1.936    -0.279     0.365    -0.414    -0.719    -0.149    -1.053    -0.149    -1.053     0.659     0.024     0.318     1.000     1.000     1.000  420  62
     0.452    -0.221     0.190    -0.448    -2.308    -0.904    -0.149    -1.053    -0.149    -1.053     0.834     0.016     0.151     1.000     1.000     1.000  421  62
     0.806     0.874    -0.514     1.739    -1.355    -0.414    -0.149    -1.053    -0.149    -1.053     0.675     0.016     0.309     1.000     1.000     1.000  422  62
    -0.705     0.262     0.102     0.036    -1.099    -0.715    -0.149    -1.053    -0.149    -1.053     0.822     0.010     0.169     1.000     1.000     1.000  423  62
     0.098    -0.924     1.256     1.750     0.040     1.141    -0.149    -1.053    -0.149    -1.053     0.000     0.716     0.284     1.000     2.000     2.000  434  64
     0.983    -0.720    -1.081     0.972    -0.497    -0.480    -0.149    -1.053    -0.149    -1.053     0.679     0.023     0.298     1.000     1.000     1.000  435  64
     0.996    -0.940     0.396     1.358    -0.273     0.679    -0.149    -1.053    -0.149    -1.053     0.000     0.199     0.801     1.000     3.000     3.000  436  64
     1.840     0.917     1.618     1.163     0.975    -0.273    -0.149    -1.053    -0.149    -1.053     0.534     0.084     0.382     1.000     1.000     1.000  437  64
    -0.120     0.348     1.677    -0.021     1.096    -0.509    -0.149    -1.053    -0.149    -1.053     0.838     0.033     0.128     1.000     1.000     1.000  438  64
     1.173    -0.972     2.097     0.720    -0.600    -0.969    -0.149    -1.053    -0.149    -1.053     0.971     0.019     0.010     1.000     1.000     1.000  439  64
    -0.828     0.273    -0.299    -1.060     0.040    -0.288    -0.149    -1.053    -0.149    -1.053     0.326     0.019     0.656     1.000     3.000     3.000    2   2
    -0.297     0.171     1.403    -0.489     0.495    -0.689    -0.149    -1.053    -0.149    -1.053     0.889     0.017     0.094     1.000     1.000     1.000    3   2
    -0.596     0.487    -0.406    -1.173     0.354     0.215    -0.149    -1.053    -0.149    -1.053     0.006     0.037     0.957     1.000     3.000     3.000    4   2
    -0.665    -0.167    -0.533    -0.139     0.021    -1.173    -0.149    -1.053    -0.149    -1.053     0.674     0.033     0.292     1.000     1.000     1.000    5   2
    -1.304    -0.140    -0.132    -1.374    -1.278    -0.662    -0.149    -1.053    -0.149    -1.053     0.822     0.006     0.172     1.000     1.000     1.000    6   2
     0.043     0.793    -1.286    -1.426    -0.184    -0.202    -0.149    -1.053    -0.149    -1.053     0.203     0.036     0.761     1.000     3.000     3.000    7   2
    -0.134     0.123     2.625    -0.993    -0.369    -0.380    -0.149    -1.053    -0.149    -1.053     0.961     0.026     0.013     1.000     1.000     1.000 1389 115
     0.139     0.949    -0.347     1.513    -0.932    -0.272    -0.149    -1.053    -0.149    -1.053     0.478     0.024     0.499     1.000     3.000     3.000 1390 115
     1.037    -0.033    -0.592     0.062     0.264     0.169    -0.149    -1.053    -0.149    -1.053     0.008     0.052     0.941     1.000     3.000     3.000 1391 115
     0.928    -0.682     0.073    -0.880    -0.228     0.342    -0.149    -1.053    -0.149    -1.053     0.002     0.071     0.927     1.000     3.000     3.000 1392 115
    -0.719    -0.537    -1.374     1.389     0.399     0.413    -0.149    -1.053    -0.149    -1.053     0.002     0.116     0.882     1.000     3.000     3.000 1393 115
     0.615     0.257     0.034     0.725     0.008     2.070    -0.149    -1.053    -0.149    -1.053     0.000     0.986     0.014     1.000     2.000     2.000 1394 115
     0.357     0.042    -0.250     0.870     0.559     0.809    -0.149    -1.053    -0.149    -1.053     0.000     0.169     0.831     1.000     3.000     3.000  143  30
     0.234     0.165     0.767    -0.870     0.879    -0.202    -0.149    -1.053    -0.149    -1.053     0.229     0.042     0.729     1.000     3.000     3.000  144  30
     1.677     1.990     0.474    -0.824     0.802     1.535    -0.149    -1.053    -0.149    -1.053     0.000     0.847     0.153     1.000     2.000     2.000  145  30
     1.201     0.563     0.582     0.756     0.501    -0.645    -0.149    -1.053    -0.149    -1.053     0.674     0.022     0.304     1.000     1.000     1.000  146  30
     0.166     0.139     0.210    -0.093     0.520    -0.437    -0.149    -1.053    -0.149    -1.053     0.474     0.023     0.503     1.000     3.000     3.000  147  30
     0.602     0.643    -1.012    -0.216     0.949     2.649    -0.149    -1.053    -0.149    -1.053     0.000     1.000     0.000     1.000     2.000     2.000  148  30
    -0.270     0.332    -0.611     0.206     1.224    -0.112    -0.149    -1.053    -0.149    -1.053     0.070     0.036     0.894     1.000     3.000     3.000  183  35
    -1.087     0.149    -0.034     0.525     1.986    -1.043    -0.149    -1.053    -0.149    -1.053     0.540     0.032     0.428     1.000     1.000     1.000  184  35
     0.152    -0.307     0.122     0.587     0.591    -0.739    -0.149    -1.053    -0.149    -1.053     0.740     0.016     0.244     1.000     1.000     1.000  185  35
    -1.304    -0.156    -0.064     0.499    -1.489    -1.223    -0.149    -1.053    -0.149    -1.053     0.818     0.022     0.160     1.000     1.000     1.000  186  35
    -1.658     0.278    -0.387    -0.201     0.085     0.567    -0.149    -1.053    -0.149    -1.053     0.000     0.065     0.934     1.000     3.000     3.000  187  35
    -1.386    -1.117    -1.677     0.226     0.309    -1.170    -0.149    -1.053    -0.149    -1.053     0.808     0.047     0.145     1.000     1.000     1.000  188  35
    -1.441     1.029     0.376    -1.251    -0.081    -0.610    -0.149    -1.053    -0.149    -1.053     0.714     0.010     0.276     1.000     1.000     1.000 1640 131
     0.751     1.131    -0.817    -0.921    -0.504     2.782    -0.149    -1.053    -0.149    -1.053     0.000     1.000     0.000     1.000     2.000     2.000 1641 131
     0.574     1.389    -0.279    -0.355    -0.516     0.518    -0.149    -1.053    -0.149    -1.053     0.000     0.103     0.897     1.000     3.000     3.000 1642 131
    -1.699     1.190    -0.885    -1.415    -0.497    -0.068    -0.149    -1.053    -0.149    -1.053     0.103     0.025     0.871     1.000     3.000     3.000 1643 131
    -0.243     0.825     0.024    -1.240    -0.414    -0.113    -0.149    -1.053    -0.149    -1.053     0.129     0.030     0.841     1.000     3.000     3.000 1644 131
    -0.855     1.657     0.200    -0.844    -0.158     0.293    -0.149    -1.053    -0.149    -1.053     0.002     0.068     0.929     1.000     3.000     3.000 1645 131
    -0.910    -1.621    -0.220    -1.348     0.175    -0.035    -0.149    -1.053    -0.149    -1.053     0.114     0.048     0.837     1.000     3.000     3.000  310  50
     1.051    -1.745     0.464     0.520     1.749     3.488    -0.149    -1.053    -0.149    -1.053     0.000     1.000     0.000     1.000     2.000     2.000  311  50
    -1.182    -1.557    -1.374     0.046     1.493     0.177    -0.149    -1.053    -0.149    -1.053     0.011     0.119     0.871     1.000     3.000     3.000  312  50
     1.527    -1.106    -0.631    -0.252    -0.926    -0.621    -0.149    -1.053    -0.149    -1.053     0.658     0.023     0.319     1.000     1.000     1.000  313  50
    -0.705    -0.258    -1.120     0.648     1.090     0.506    -0.149    -1.053    -0.149    -1.053     0.000     0.105     0.895     1.000     3.000     3.000  314  50
     1.119    -0.071     0.161    -0.396     1.480     0.579    -0.149    -1.053    -0.149    -1.053     0.000     0.097     0.903     1.000     3.000     3.000  315  50
     0.003    -1.047    -0.514     0.365     2.095     0.489    -0.149    -1.053    -0.149    -1.053     0.000     0.112     0.888     1.000     3.000     3.000  121  27
     3.570     0.225     1.168     0.381     3.247    -0.894    -0.149    -1.053    -0.149    -1.053     0.173     0.074     0.753     1.000     3.000     3.000  122  27
     0.534     0.970    -0.083    -0.191     0.834    -0.134    -0.149    -1.053    -0.149    -1.053     0.066     0.039     0.896     1.000     3.000     3.000  123  27
     0.111     0.267    -0.083     0.741     2.031    -0.555    -0.149    -1.053    -0.149    -1.053     0.368     0.028     0.604     1.000     3.000     3.000  124  27
    -0.760    -1.063     0.865     0.365     0.175    -0.510    -0.149    -1.053    -0.149    -1.053     0.840     0.016     0.144     1.000     1.000     1.000  125  27
     0.983     1.357     0.171     0.689     0.175    -0.627    -0.149    -1.053    -0.149    -1.053     0.561     0.028     0.411     1.000     1.000     1.000  126  27
    -0.678    -0.307    -0.230     1.765     0.744     0.041    -0.149    -1.053    -0.149    -1.053     0.093     0.037     0.871     1.000     3.000     3.000  127  27
     1.010    -0.575     0.083     0.185    -0.100    -0.370    -0.149    -1.053    -0.149    -1.053     0.451     0.028     0.521     1.000     3.000     3.000 1492 121
    -0.324    -0.559    -0.406     0.242     0.520     0.326    -0.149    -1.053    -0.149    -1.053     0.002     0.068     0.930     1.000     3.000     3.000 1493 121
     0.316    -1.042    -0.504     0.576    -0.273     0.138    -0.149    -1.053    -0.149    -1.053     0.026     0.072     0.902     1.000     3.000     3.000 1494 121
    -0.052    -0.623    -1.022     0.123    -0.292    -1.040    -0.149    -1.053    -0.149    -1.053     0.775     0.027     0.198     1.000     1.000     1.000 1495 121
     2.072    -1.165    -0.592     1.394     0.226    -0.452    -0.149    -1.053    -0.149    -1.053     0.542     0.025     0.433     1.000     1.000     1.000 1496 121
    -0.066    -0.269     0.093    -0.288     0.450    -0.853    -0.149    -1.053    -0.149    -1.053     0.727     0.017     0.256     1.000     1.000     1.000 1497 121
    -0.270    -0.076    -0.259     1.827    -0.952    -0.745    -0.149    -1.053    -0.149    -1.053     0.917     0.005     0.079     1.000     1.000     1.000 1498 121
     0.547    -0.006     0.562    -0.005    -0.267    -0.361    -0.149    -1.053    -0.149    -1.053     0.533     0.027     0.439     1.000     1.000     1.000 1512 123
     1.936     1.657    -0.924    -0.438    -0.100    -0.074    -0.149    -1.053    -0.149    -1.053     0.027     0.053     0.920     1.000     3.000     3.000 1513 123
     0.656     0.584    -0.670    -0.360    -1.067    -0.747    -0.149    -1.053    -0.149    -1.053     0.685     0.018     0.297     1.000     1.000     1.000 1514 123
    -0.324     0.997    -1.169    -1.328    -0.459     1.217    -0.149    -1.053    -0.149    -1.053     0.000     0.472     0.528     1.000     3.000     3.000 1515 123
    -0.447    -0.532    -1.003    -0.350    -0.939    -0.381    -0.149    -1.053    -0.149    -1.053     0.583     0.023     0.394     1.000     1.000     1.000 1516 123
    -0.038     0.348     1.657    -0.633    -0.676    -0.204    -0.149    -1.053    -0.149    -1.053     0.686     0.060     0.253     1.000     1.000     1.000 1517 123
     0.438     1.239     0.601    -0.659    -0.734    -0.628    -0.149    -1.053    -0.149    -1.053     0.695     0.022     0.282     1.000     1.000     1.000 1518 123
     1.595    -0.806     0.503     3.206     1.365     0.093    -0.149    -1.053    -0.149    -1.053     0.146     0.041     0.813     1.000     3.000     3.000  272  45
     1.214     0.783     1.090     0.267     0.687    -0.342    -0.149    -1.053    -0.149    -1.053     0.441     0.052     0.507     1.000     3.000     3.000  273  45
     0.302    -1.782     1.227    -0.911     1.147    -0.354    -0.149    -1.053    -0.149    -1.053     0.607     0.076     0.317     1.000     1.000     1.000  274  45
     1.514    -2.201     3.300    -0.607     2.063     0.848    -0.149    -1.053    -0.149    -1.053     0.000     0.997     0.003     1.000     2.000     2.000  275  45
     0.534    -1.358    -1.452    -0.978    -0.504     0.517    -0.149    -1.053    -0.149    -1.053     0.000     0.206     0.794     1.000     3.000     3.000  276  45
     2.113    -0.908    -1.179    -0.834     0.994    -0.704    -0.149    -1.053    -0.149    -1.053     0.441     0.035     0.523     1.000     3.000     3.000  277  45
     0.847    -1.820     1.432    -0.242    -0.126     2.591    -0.149    -1.053    -0.149    -1.053     0.000     1.000     0.000     1.000     2.000     2.000  278  45
    -0.950     0.836    -0.181    -0.911     0.021    -0.523    -0.149    -1.053    -0.149    -1.053     0.557     0.014     0.428     1.000     1.000     1.000  507  72
    -0.011     0.149    -0.083    -0.247    -0.555     1.230    -0.149    -1.053    -0.149    -1.053     0.000     0.465     0.535     1.000     3.000     3.000  508  72
    -0.052     0.820    -0.523    -0.906     0.923    -0.122    -0.149    -1.053    -0.149    -1.053     0.061     0.032     0.907     1.000     3.000     3.000  509  72
    -2.012     1.078     0.063    -0.937    -1.214    -0.164    -0.149    -1.053    -0.149    -1.053     0.260     0.020     0.720     1.000     3.000     3.000  510  72
     0.928     1.346     0.171    -1.745     0.399    -0.816    -0.149    -1.053    -0.149    -1.053     0.555     0.021     0.423     1.000     1.000     1.000  511  72
     1.024     1.679     0.093     0.087    -0.395     0.013    -0.149    -1.053    -0.149    -1.053     0.028     0.064     0.908     1.000     3.000     3.000  512  72
    -0.297     0.284     0.132    -1.153    -0.068     0.190    -0.149    -1.053    -0.149    -1.053     0.011     0.042     0.947     1.000     3.000     3.000  513  72
     1.759    -0.838     0.689    -0.221     0.815    -0.543    -0.149    -1.053    -0.149    -1.053     0.552     0.033     0.415     1.000     1.000     1.000  566  78
     1.119     0.031    -0.719    -0.113     0.149     1.397    -0.149    -1.053    -0.149    -1.053     0.000     0.644     0.356     1.000     2.000     2.000  567  78
    -0.419    -0.258     0.797     0.396    -0.139    -0.640    -0.149    -1.053    -0.149    -1.053     0.865     0.011     0.124     1.000     1.000     1.000  568  78
     0.098    -0.661     1.638     0.566     1.147    -0.080    -0.149    -1.053    -0.149    -1.053     0.373     0.147     0.480     1.000     3.000     3.000  569  78
     0.234    -0.033     0.464    -0.746     0.495    -0.013    -0.149    -1.053    -0.149    -1.053     0.064     0.046     0.890     1.000     3.000     3.000  570  78
     1.378     0.740    -0.093    -1.194     1.275     0.673    -0.149    -1.053    -0.149    -1.053     0.000     0.090     0.910     1.000     3.000     3.000  571  78
     1.160    -0.505    -0.660    -1.359     1.832     1.308    -0.149    -1.053    -0.149    -1.053     0.000     0.491     0.509     1.000     3.000     3.000  572  78
    -1.032     1.088    -0.572    -1.740     0.725    -0.785    -0.149    -1.053    -0.149    -1.053     0.608     0.013     0.380     1.000     1.000     1.000  176  34
    -0.842    -0.859    -0.455    -1.451    -0.766    -0.976    -0.149    -1.053    -0.149    -1.053     0.834     0.011     0.155     1.000     1.000     1.000  177  34
    -0.542     0.310    -0.259    -1.040     1.090    -0.460    -0.149    -1.053    -0.149    -1.053     0.374     0.018     0.608     1.000     3.000     3.000  178  34
    -1.100    -0.317    -1.433     0.020    -2.820    -0.430    -0.149    -1.053    -0.149    -1.053     0.762     0.021     0.217     1.000     1.000     1.000  179  34
     2.344    -0.478     0.112    -2.403    -2.302    -0.570    -0.149    -1.053    -0.149    -1.053     0.688     0.009     0.303     1.000     1.000     1.000  180  34
     1.337     0.423    -0.289    -0.381     0.488     1.423    -0.149    -1.053    -0.149    -1.053     0.000     0.630     0.370     1.000     2.000     2.000  181  34
    -0.338    -0.360     0.102    -1.318    -1.476    -0.784    -0.149    -1.053    -0.149    -1.053     0.847     0.008     0.145     1.000     1.000     1.000  182  34
     0.520    -1.273     0.161    -0.453    -1.553     1.507    -0.149    -1.053    -0.149    -1.053     0.000     0.854     0.146     1.000     2.000     2.000 1731 142
    -1.223    -0.543     0.044    -0.999    -1.444    -0.520    -0.149    -1.053    -0.149    -1.053     0.785     0.008     0.207     1.000     1.000     1.000 1732 142
     0.329    -0.682    -0.093    -1.065    -0.644    -0.636    -0.149    -1.053    -0.149    -1.053     0.732     0.013     0.254     1.000     1.000     1.000 1733 142
    -1.223     0.530    -1.452    -2.095    -1.124     0.690    -0.149    -1.053    -0.149    -1.053     0.000     0.112     0.888     1.000     3.000     3.000 1734 142
    -1.073     2.360     0.210    -1.076     0.802     4.076    -0.149    -1.053    -0.149    -1.053     0.000     1.000     0.000     1.000     2.000     2.000 1735 142
    -1.005     2.167     0.249    -1.035     0.821     4.207    -0.149    -1.053    -0.149    -1.053     0.000     1.000     0.000     1.000     2.000     2.000 1736 142
    -0.760     0.026    -0.259    -1.251    -0.216     0.051    -0.149    -1.053    -0.149    -1.053     0.045     0.030     0.925     1.000     3.000     3.000 1737 142
    -0.882    -0.403    -1.130     0.118     1.167     0.859    -0.149    -1.053    -0.149    -1.053     0.000     0.221     0.779     1.000     3.000     3.000  113  26
    -0.596    -0.414    -0.484    -1.282    -0.081     0.324    -0.149    -1.053    -0.149    -1.053     0.003     0.049     0.949     1.000     3.000     3.000  114  26
    -0.869    -0.205    -0.787     0.000     0.987    -0.430    -0.149    -1.053    -0.149    -1.053     0.434     0.022     0.544     1.000     3.000     3.000  115  26
    -0.406     0.246    -0.533    -0.499     1.307    -0.118    -0.149    -1.053    -0.149    -1.053     0.064     0.032     0.905     1.000     3.000     3.000  116  26
    -1.304    -0.317    -1.296    -0.381     1.160     1.036    -0.149    -1.053    -0.149    -1.053     0.000     0.323     0.677     1.000     3.000     3.000  117  26
    -0.215    -0.972    -0.944     0.139     0.975     0.169    -0.149    -1.053    -0.149    -1.053     0.010     0.075     0.914     1.000     3.000     3.000  118  26
    -0.814    -0.210    -0.377    -1.055     0.968     0.538    -0.149    -1.053    -0.149    -1.053     0.000     0.065     0.934     1.000     3.000     3.000  119  26
    -1.087    -0.714    -1.257     0.329     1.173    -0.082    -0.149    -1.053    -0.149    -1.053     0.112     0.053     0.835     1.000     3.000     3.000  120  26
     0.261     0.895     0.366    -0.489     2.696     0.229    -0.149    -1.053    -0.149    -1.053     0.001     0.063     0.936     1.000     3.000     3.000    8   3
    -0.188    -1.788    -0.602     0.988     0.053    -1.056    -0.149    -1.053    -0.149    -1.053     0.828     0.032     0.139     1.000     1.000     1.000    9   3
    -0.365     0.396     0.699     0.350    -0.382    -0.941    -0.149    -1.053    -0.149    -1.053     0.867     0.014     0.119     1.000     1.000     1.000   10   3
    -0.583    -0.248    -0.426    -0.484     1.090     0.969    -0.149    -1.053    -0.149    -1.053     0.000     0.217     0.783     1.000     3.000     3.000   11   3
    -0.161    -0.173    -0.582     0.396     1.147     1.249    -0.149    -1.053    -0.149    -1.053     0.000     0.486     0.514     1.000     3.000     3.000   12   3
    -0.270    -0.296    -1.511    -0.324     0.463     0.858    -0.149    -1.053    -0.149    -1.053     0.000     0.297     0.703     1.000     3.000     3.000   13   3
    -0.828    -0.773    -0.435    -1.014     2.331    -0.263    -0.149    -1.053    -0.149    -1.053     0.108     0.030     0.861     1.000     3.000     3.000   14   3
     0.411    -0.457     0.533    -0.350     1.013     1.602    -0.149    -1.053    -0.149    -1.053     0.000     0.869     0.131     1.000     2.000     2.000   15   3
    -0.419     0.262    -1.355     0.942    -0.260    -0.231    -0.149    -1.053    -0.149    -1.053     0.415     0.037     0.548     1.000     3.000     3.000  479  69
     0.084     0.756     0.787    -0.330    -0.465    -0.916    -0.149    -1.053    -0.149    -1.053     0.827     0.019     0.153     1.000     1.000     1.000  480  69
     2.780     0.836     0.542    -0.124     1.135     0.148    -0.149    -1.053    -0.149    -1.053     0.003     0.046     0.951     1.000     3.000     3.000  481  69
     0.833    -0.178    -0.523    -0.582    -0.132     0.238    -0.149    -1.053    -0.149    -1.053     0.004     0.053     0.942     1.000     3.000     3.000  482  69
    -1.019     0.294    -1.374     1.312    -0.900     0.191    -0.149    -1.053    -0.149    -1.053     0.035     0.075     0.889     1.000     3.000     3.000  483  69
     0.561    -0.360    -0.993     1.153     0.284     0.865    -0.149    -1.053    -0.149    -1.053     0.000     0.244     0.756     1.000     3.000     3.000  484  69
     2.344     0.997     0.083    -0.659    -0.267     2.035    -0.149    -1.053    -0.149    -1.053     0.000     0.978     0.022     1.000     2.000     2.000  485  69
     1.310     1.072    -0.651    -0.484    -0.107    -0.316    -0.149    -1.053    -0.149    -1.053     0.186     0.033     0.781     1.000     3.000     3.000  486  69
    -0.746    -2.201     0.171     0.113     1.205     0.123    -0.149    -1.053    -0.149    -1.053     0.022     0.139     0.839     1.000     3.000     3.000  249  43
     2.426    -1.868    -0.250     0.448     1.698     0.695    -0.149    -1.053    -0.149    -1.053     0.000     0.216     0.784     1.000     3.000     3.000  250  43
    -1.495     0.385    -1.091     0.823    -0.056    -0.167    -0.149    -1.053    -0.149    -1.053     0.297     0.028     0.675     1.000     3.000     3.000  251  43
    -0.351    -1.863    -0.514     0.952     0.117     0.191    -0.149    -1.053    -0.149    -1.053     0.021     0.119     0.860     1.000     3.000     3.000  252  43
     0.833    -1.417     0.181    -0.813     0.642     0.548    -0.149    -1.053    -0.149    -1.053     0.000     0.146     0.854     1.000     3.000     3.000  253  43
     1.568    -0.993     0.718     0.231     0.130    -0.464    -0.149    -1.053    -0.149    -1.053     0.630     0.032     0.338     1.000     1.000     1.000  254  43
     0.983    -0.961     1.344    -0.350    -1.336    -0.095    -0.149    -1.053    -0.149    -1.053     0.424     0.109     0.467     1.000     3.000     3.000  255  43
    -0.978    -1.428     0.259    -0.103    -0.228     3.201    -0.149    -1.053    -0.149    -1.053     0.000     1.000     0.000     1.000     2.000     2.000  256  43
    -0.025     0.471    -0.201    -0.757     1.122    -0.532    -0.149    -1.053    -0.149    -1.053     0.392     0.021     0.587     1.000     3.000     3.000  514  73
     0.166     0.042    -0.836    -1.657    -0.696     0.589    -0.149    -1.053    -0.149    -1.053     0.000     0.082     0.918     1.000     3.000     3.000  515  73
    -0.596     2.247     0.171    -0.638     1.602     2.008    -0.149    -1.053    -0.149    -1.053     0.000     0.987     0.013     1.000     2.000     2.000  516  73
     1.432     1.410     0.230     0.309     1.128    -0.683    -0.149    -1.053    -0.149    -1.053     0.382     0.039     0.579     1.000     3.000     3.000  517  73
     1.296    -0.693     0.083    -0.237     0.149    -0.235    -0.149    -1.053    -0.149    -1.053     0.219     0.037     0.744     1.000     3.000     3.000  518  73
     2.412     2.226     0.220    -1.740     0.648     0.173    -0.149    -1.053    -0.149    -1.053     0.002     0.053     0.945     1.000     3.000     3.000  519  73
    -0.665     1.335     1.589    -1.395    -0.920    -0.555    -0.149    -1.053    -0.149    -1.053     0.908     0.016     0.075     1.000     1.000     1.000  520  73
     0.670     1.394     1.256    -1.750     1.160    -0.843    -0.149    -1.053    -0.149    -1.053     0.732     0.035     0.233     1.000     1.000     1.000  521  73
     0.493     0.525    -0.054    -0.221    -0.446     0.247    -0.149    -1.053    -0.149    -1.053     0.005     0.057     0.938     1.000     3.000     3.000   63   8
    -0.038    -1.101    -0.670    -0.082    -0.600    -0.402    -0.149    -1.053    -0.149    -1.053     0.582     0.026     0.391     1.000     1.000     1.000   64   8
     0.969    -0.618     0.190     0.283    -0.081    -0.740    -0.149    -1.053    -0.149    -1.053     0.750     0.018     0.232     1.000     1.000     1.000   65   8
     0.656     0.369    -0.259     0.334     0.578    -0.646    -0.149    -1.053    -0.149    -1.053     0.559     0.021     0.420     1.000     1.000     1.000   66   8
     0.642    -0.881    -0.396     0.278    -0.068    -0.989    -0.149    -1.053    -0.149    -1.053     0.743     0.026     0.231     1.000     1.000     1.000   67   8
     0.370     1.244    -0.846    -0.659     0.079     1.231    -0.149    -1.053    -0.149    -1.053     0.000     0.501     0.499     1.000     2.000     2.000   68   8
    -0.556    -0.988    -1.619     0.267    -0.049     0.656    -0.149    -1.053    -0.149    -1.053     0.000     0.275     0.725     1.000     3.000     3.000   69   8
    -1.087    -1.364    -0.142    -0.880     0.066    -0.777    -0.149    -1.053    -0.149    -1.053     0.809     0.013     0.178     1.000     1.000     1.000   70   8
    -0.093    -0.736     2.870     0.988    -0.100    -0.472    -0.149    -1.053    -0.149    -1.053     0.983     0.015     0.002     1.000     1.000     1.000  692  95
