     2.276     2.108     1.481    -0.113     0.194    -0.324     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.015     0.000     0.812     0.001     0.011     0.002     0.003     0.020     0.078     0.000     0.000     0.000     0.009     0.000     0.048     1.000     3.000     3.000  996 102
    -0.610    -0.360     0.601     0.020    -1.124    -0.600     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.006     0.000     0.821     0.000     0.012     0.002     0.001     0.026     0.074     0.000     0.000     0.000     0.004     0.000     0.054     1.000     3.000     3.000  997 102
    -0.746     0.868    -0.435     0.484     0.194    -0.390     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.018     0.000     0.809     0.001     0.011     0.002     0.004     0.021     0.077     0.000     0.000     0.000     0.010     0.000     0.047     1.000     3.000     3.000  998 102
     1.092    -0.468     0.014     1.060    -1.259     0.054     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.020     0.000     0.807     0.005     0.002     0.006     0.005     0.002     0.094     0.000     0.000     0.000     0.011     0.000     0.046     1.000     3.000     3.000  999 102
    -1.808     1.271    -0.964     0.180    -0.753     0.031     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.031     0.000     0.796     0.001     0.012     0.001     0.005     0.045     0.052     0.000     0.000     0.000     0.016     0.000     0.041     1.000     3.000     3.000 1000 102
     0.751     1.587     0.415     1.045    -0.280    -0.172     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.177     0.128     0.154     0.154     0.019     0.015     0.308     0.008     0.000     0.000     0.007     0.000     0.025     2.000     3.000     6.000 1519 124
     0.956     0.622    -1.335    -0.808     1.192    -0.074     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.022     0.000     0.159     0.026     0.404     0.006     0.024     0.245     0.073     0.006     0.002     0.000     0.019     0.000     0.013     2.000     2.000     5.000 1520 124
     1.378     0.047     0.200    -0.757     0.136    -0.553     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.004     0.000     0.177     0.022     0.386     0.028     0.012     0.132     0.199     0.006     0.002     0.000     0.006     0.000     0.025     2.000     2.000     5.000 1521 124
    -0.147     0.123     0.014     0.617     1.371    -0.516     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.177     0.055     0.320     0.062     0.017     0.065     0.260     0.007     0.001     0.000     0.007     0.000     0.025     2.000     3.000     6.000 1522 124
    -0.392     0.509    -0.465    -0.896     1.397    -0.613     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.010     0.000     0.171     0.006     0.427     0.003     0.006     0.291     0.045     0.003     0.005     0.000     0.012     0.000     0.020     2.000     2.000     5.000 1523 124
     1.391     0.101    -0.015    -0.335    -1.009    -0.092     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.001     0.000     0.017     0.069     0.576     0.057     0.015     0.083     0.169     0.004     0.001     0.000     0.002     0.000     0.005     2.000     2.000     5.000 1635 130
    -0.134     0.815    -0.983    -0.844    -0.926     0.395     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.013     0.040     0.660     0.003     0.021     0.226     0.020     0.004     0.002     0.000     0.006     0.000     0.001     2.000     2.000     5.000 1636 130
    -0.773     0.310    -0.739     1.410    -1.131     0.073     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.018     0.214     0.127     0.362     0.011     0.004     0.252     0.005     0.000     0.000     0.001     0.000     0.006     2.000     3.000     6.000 1637 130
     1.064     0.208     0.347    -2.023    -0.740    -0.434     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.018     0.009     0.678     0.016     0.004     0.178     0.085     0.002     0.003     0.000     0.001     0.000     0.006     2.000     2.000     5.000 1638 130
     0.220     0.697     0.445    -1.487    -0.113     0.158     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.002     0.000     0.016     0.011     0.688     0.003     0.006     0.241     0.020     0.002     0.003     0.000     0.004     0.000     0.003     2.000     2.000     5.000 1639 130
    -0.474    -0.140    -0.445    -0.618    -0.644    -0.512     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.009     0.000     0.491     0.002     0.097     0.004     0.007     0.191     0.166     0.000     0.000     0.000     0.005     0.000     0.026     1.000     3.000     3.000 1670 134
    -1.332     0.911    -0.611    -1.101     0.879    -0.478     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.019     0.000     0.481     0.001     0.102     0.001     0.004     0.315     0.045     0.000     0.000     0.000     0.009     0.000     0.022     1.000     3.000     3.000 1671 134
    -0.433     0.745    -0.611     1.096    -0.862    -0.610     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.004     0.000     0.496     0.015     0.029     0.058     0.007     0.009     0.349     0.000     0.000     0.000     0.002     0.000     0.029     1.000     3.000     3.000 1672 134
     0.166    -0.500    -0.856    -0.113    -0.529    -0.449     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.010     0.000     0.491     0.009     0.081     0.014     0.013     0.079     0.273     0.000     0.000     0.000     0.005     0.000     0.026     1.000     3.000     3.000 1673 134
     0.016     0.160     0.357     0.401    -1.176    -0.997     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.495     0.008     0.073     0.023     0.008     0.048     0.309     0.000     0.000     0.000     0.003     0.000     0.028     1.000     3.000     3.000 1674 134
    -0.760    -0.022     0.298     1.971    -0.632    -0.490     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.002     0.000     0.910     0.000     0.000     0.000     0.000     0.000     0.063     0.000     0.000     0.000     0.001     0.000     0.024     1.000     3.000     3.000  418  62
     0.574     0.831     1.569     1.147    -1.412    -0.931     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.002     0.000     0.910     0.000     0.000     0.000     0.000     0.001     0.062     0.000     0.000     0.000     0.000     0.000     0.024     1.000     3.000     3.000  419  62
    -1.114     1.936    -0.279     0.365    -0.414    -0.719     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.022     0.000     0.890     0.000     0.000     0.000     0.002     0.019     0.042     0.000     0.000     0.000     0.005     0.000     0.019     1.000     3.000     3.000  420  62
     0.452    -0.221     0.190    -0.448    -2.308    -0.904     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.012     0.000     0.900     0.000     0.000     0.000     0.001     0.032     0.031     0.000     0.000     0.000     0.003     0.000     0.021     1.000     3.000     3.000  421  62
     0.806     0.874    -0.514     1.739    -1.355    -0.414     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.906     0.000     0.000     0.000     0.001     0.000     0.063     0.000     0.000     0.000     0.001     0.000     0.023     1.000     3.000     3.000  422  62
    -0.705     0.262     0.102     0.036    -1.099    -0.715     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.009     0.000     0.903     0.000     0.000     0.000     0.001     0.019     0.043     0.000     0.000     0.000     0.002     0.000     0.022     1.000     3.000     3.000  423  62
     0.098    -0.924     1.256     1.750     0.040     1.141     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.461     0.000     0.062     0.001     0.000     0.000     0.054     0.000     0.003     0.000     0.000     0.000     0.413     0.000     0.005     1.000     1.000     1.000  434  64
     0.983    -0.720    -1.081     0.972    -0.497    -0.480     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.517     0.000     0.000     0.000     0.001     0.000     0.056     0.000     0.000     0.000     0.040     0.000     0.379     1.000     3.000     3.000  435  64
     0.996    -0.940     0.396     1.358    -0.273     0.679     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.193     0.000     0.330     0.001     0.000     0.000     0.033     0.001     0.024     0.000     0.000     0.000     0.359     0.000     0.060     1.000     1.000     1.000  436  64
     1.840     0.917     1.618     1.163     0.975    -0.273     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.003     0.000     0.520     0.000     0.000     0.000     0.001     0.001     0.056     0.000     0.000     0.000     0.022     0.000     0.396     1.000     3.000     3.000  437  64
    -0.120     0.348     1.677    -0.021     1.096    -0.509     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.003     0.000     0.519     0.000     0.001     0.000     0.000     0.028     0.029     0.000     0.000     0.000     0.026     0.000     0.392     1.000     3.000     3.000  438  64
     1.173    -0.972     2.097     0.720    -0.600    -0.969     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.001     0.000     0.522     0.000     0.000     0.001     0.000     0.001     0.057     0.000     0.000     0.000     0.005     0.000     0.414     1.000     3.000     3.000  439  64
    -0.828     0.273    -0.299    -1.060     0.040    -0.288     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.012     0.948     0.012     0.000     0.022     0.006     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     5.000    2   2
    -0.297     0.171     1.403    -0.489     0.495    -0.689     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.007     0.933     0.031     0.000     0.016     0.011     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     5.000    3   2
    -0.596     0.487    -0.406    -1.173     0.354     0.215     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.023     0.945     0.003     0.001     0.025     0.002     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     5.000    4   2
    -0.665    -0.167    -0.533    -0.139     0.021    -1.173     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.071     0.835     0.066     0.001     0.010     0.016     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     5.000    5   2
    -1.304    -0.140    -0.132    -1.374    -1.278    -0.662     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.005     0.951     0.016     0.000     0.021     0.007     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     5.000    6   2
     0.043     0.793    -1.286    -1.426    -0.184    -0.202     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.017     0.944     0.011     0.001     0.022     0.005     0.000     0.000     0.000     0.000     0.000     0.000     2.000     2.000     5.000    7   2
    -0.134     0.123     2.625    -0.993    -0.369    -0.380     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.180     0.000     0.076     0.002     0.000     0.083     0.052     0.004     0.132     0.000     0.004     0.000     0.467     5.000     3.000    15.000 1389 115
     0.139     0.949    -0.347     1.513    -0.932    -0.272     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.002     0.000     0.178     0.017     0.008     0.053     0.003     0.001     0.130     0.135     0.001     0.000     0.043     0.000     0.428     5.000     3.000    15.000 1390 115
     1.037    -0.033    -0.592     0.062     0.264     0.169     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.024     0.000     0.156     0.022     0.051     0.005     0.025     0.039     0.070     0.129     0.007     0.000     0.287     0.000     0.184     5.000     1.000    13.000 1391 115
     0.928    -0.682     0.073    -0.880    -0.228     0.342     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.043     0.000     0.138     0.010     0.067     0.001     0.019     0.089     0.026     0.117     0.019     0.000     0.358     0.000     0.113     5.000     1.000    13.000 1392 115
    -0.719    -0.537    -1.374     1.389     0.399     0.413     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.020     0.000     0.160     0.056     0.009     0.014     0.031     0.003     0.101     0.136     0.000     0.000     0.267     0.000     0.204     5.000     1.000    13.000 1393 115
     0.615     0.257     0.034     0.725     0.008     2.070     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.180     0.000     0.000     0.078     0.000     0.000     0.134     0.000     0.000     0.136     0.000     0.000     0.471     0.000     0.000     5.000     1.000    13.000 1394 115
     0.357     0.042    -0.250     0.870     0.559     0.809     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.013     0.000     0.003     0.087     0.014     0.001     0.027     0.003     0.003     0.423     0.002     0.000     0.415     0.000     0.009     4.000     1.000    10.000  143  30
     0.234     0.165     0.767    -0.870     0.879    -0.202     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.001     0.000     0.015     0.001     0.099     0.001     0.001     0.026     0.006     0.159     0.266     0.000     0.122     0.000     0.302     4.000     2.000    11.000  144  30
     1.677     1.990     0.474    -0.824     0.802     1.535     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.016     0.000     0.000     0.095     0.007     0.000     0.031     0.002     0.000     0.424     0.001     0.000     0.424     0.000     0.000     4.000     1.000    10.000  145  30
     1.201     0.563     0.582     0.756     0.501    -0.645     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.016     0.018     0.040     0.044     0.001     0.001     0.030     0.404     0.021     0.000     0.048     0.000     0.377     4.000     1.000    10.000  146  30
     0.166     0.139     0.210    -0.093     0.520    -0.437     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.016     0.005     0.090     0.006     0.001     0.013     0.019     0.300     0.125     0.000     0.088     0.000     0.336     4.000     1.000    10.000  147  30
     0.602     0.643    -1.012    -0.216     0.949     2.649     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.016     0.000     0.000     0.102     0.000     0.000     0.033     0.000     0.000     0.425     0.000     0.000     0.424     0.000     0.000     4.000     1.000    10.000  148  30
    -0.270     0.332    -0.611     0.206     1.224    -0.112     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.037     0.000     0.463     0.009     0.074     0.003     0.023     0.133     0.123     0.003     0.001     0.000     0.059     0.000     0.072     1.000     3.000     3.000  183  35
    -1.087     0.149    -0.034     0.525     1.986    -1.043     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.022     0.000     0.479     0.007     0.075     0.005     0.016     0.114     0.149     0.003     0.001     0.000     0.041     0.000     0.089     1.000     3.000     3.000  184  35
     0.152    -0.307     0.122     0.587     0.591    -0.739     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.008     0.000     0.492     0.013     0.048     0.025     0.009     0.023     0.246     0.003     0.000     0.000     0.018     0.000     0.112     1.000     3.000     3.000  185  35
    -1.304    -0.156    -0.064     0.499    -1.489    -1.223     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.006     0.000     0.494     0.007     0.061     0.019     0.007     0.037     0.235     0.003     0.001     0.000     0.014     0.000     0.116     1.000     3.000     3.000  186  35
    -1.658     0.278    -0.387    -0.201     0.085     0.567     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.197     0.000     0.303     0.010     0.076     0.000     0.041     0.212     0.026     0.003     0.001     0.000     0.113     0.000     0.017     1.000     1.000     1.000  187  35
    -1.386    -1.117    -1.677     0.226     0.309    -1.170     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.009     0.000     0.491     0.012     0.053     0.021     0.010     0.029     0.240     0.003     0.000     0.000     0.021     0.000     0.110     1.000     3.000     3.000  188  35
    -1.441     1.029     0.376    -1.251    -0.081    -0.610     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.004     0.974     0.009     0.000     0.008     0.002     0.001     0.003     0.000     0.000     0.000     0.000     2.000     2.000     5.000 1640 131
     0.751     1.131    -0.817    -0.921    -0.504     2.782     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.987     0.000     0.000     0.010     0.000     0.000     0.003     0.000     0.000     0.000     0.000     0.000     2.000     1.000     4.000 1641 131
     0.574     1.389    -0.279    -0.355    -0.516     0.518     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.183     0.800     0.004     0.002     0.007     0.001     0.003     0.000     0.000     0.000     0.000     0.000     2.000     2.000     5.000 1642 131
    -1.699     1.190    -0.885    -1.415    -0.497    -0.068     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.008     0.973     0.006     0.000     0.009     0.001     0.001     0.002     0.000     0.000     0.000     0.000     2.000     2.000     5.000 1643 131
    -0.243     0.825     0.024    -1.240    -0.414    -0.113     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.012     0.968     0.007     0.000     0.008     0.001     0.001     0.002     0.000     0.000     0.000     0.000     2.000     2.000     5.000 1644 131
    -0.855     1.657     0.200    -0.844    -0.158     0.293     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.000     0.024     0.960     0.002     0.000     0.009     0.000     0.002     0.002     0.000     0.000     0.000     0.000     2.000     2.000     5.000 1645 131
    -0.910    -1.621    -0.220    -1.348     0.175    -0.035     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.006     0.006     0.168     0.003     0.001     0.021     0.007     0.367     0.229     0.000     0.083     0.000     0.109     4.000     1.000    10.000  310  50
     1.051    -1.745     0.464     0.520     1.749     3.488     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.007     0.000     0.000     0.177     0.000     0.000     0.028     0.000     0.000     0.596     0.000     0.000     0.192     0.000     0.000     4.000     1.000    10.000  311  50
    -1.182    -1.557    -1.374     0.046     1.493     0.177     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.001     0.000     0.006     0.036     0.135     0.006     0.005     0.013     0.011     0.547     0.049     0.000     0.130     0.000     0.063     4.000     1.000    10.000  312  50
     1.527    -1.106    -0.631    -0.252    -0.926    -0.621     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.000     0.000     0.007     0.030     0.097     0.050     0.001     0.002     0.025     0.553     0.042     0.000     0.031     0.000     0.162     4.000     1.000    10.000  313  50
    -0.705    -0.258    -1.120     0.648     1.090     0.506     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.003     0.000     0.004     0.088     0.085     0.004     0.013     0.008     0.008     0.583     0.013     0.000     0.167     0.000     0.025     4.000     1.000    10.000  314  50
     1.119    -0.071     0.161    -0.396     1.480     0.579     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.002     0.043     0.133     0.001     0.009     0.018     0.001     0.555     0.041     0.000     0.185     0.000     0.007     4.000     1.000    10.000  315  50
     0.003    -1.047    -0.514     0.365     2.095     0.489     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.442     0.000     0.224     0.002     0.002     0.000     0.055     0.048     0.012     0.003     0.000     0.000     0.203     0.000     0.010     1.000     1.000     1.000  121  27
     3.570     0.225     1.168     0.381     3.247    -0.894     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.021     0.000     0.644     0.001     0.002     0.001     0.008     0.011     0.096     0.003     0.000     0.000     0.054     0.000     0.159     1.000     3.000     3.000  122  27
     0.534     0.970    -0.083    -0.191     0.834    -0.134     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.057     0.000     0.609     0.000     0.004     0.000     0.008     0.070     0.037     0.002     0.001     0.000     0.104     0.000     0.109     1.000     3.000     3.000  123  27
     0.111     0.267    -0.083     0.741     2.031    -0.555     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.028     0.000     0.637     0.001     0.003     0.000     0.008     0.028     0.079     0.002     0.000     0.000     0.067     0.000     0.146     1.000     3.000     3.000  124  27
    -0.760    -1.063     0.865     0.365     0.175    -0.510     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.005     0.000     0.661     0.000     0.003     0.001     0.002     0.013     0.100     0.002     0.001     0.000     0.015     0.000     0.198     1.000     3.000     3.000  125  27
     0.983     1.357     0.171     0.689     0.175    -0.627     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.014     0.000     0.651     0.001     0.002     0.001     0.005     0.008     0.101     0.003     0.000     0.000     0.039     0.000     0.174     1.000     3.000     3.000  126  27
    -0.678    -0.307    -0.230     1.765     0.744     0.041     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.014     0.000     0.652     0.002     0.000     0.002     0.005     0.001     0.109     0.003     0.000     0.000     0.038     0.000     0.175     1.000     3.000     3.000  127  27
     1.010    -0.575     0.083     0.185    -0.100    -0.370     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.017     0.000     0.858     0.000     0.000     0.000     0.002     0.005     0.041     0.000     0.000     0.000     0.013     0.000     0.063     1.000     3.000     3.000 1492 121
    -0.324    -0.559    -0.406     0.242     0.520     0.326     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.701     1.118    -0.023    -0.065    -0.073    -9.604     0.183     0.000     0.693     0.000     0.000     0.000     0.011     0.019     0.018     0.000     0.000     0.000     0.055     0.000     0.021     1.000     3.000     3.000 1493 121
